,cve_ent_mun,Amenazas,Daño a la propiedad,Extorsión,Robo a negocio
1522,20518,0.0,0.0,0.0,0.0
1523,20519,1.0,1.0,0.0,0.0
1524,20520,7.0,2.0,0.0,1.0
1525,20521,0.0,0.0,0.0,0.0
1526,20522,0.0,0.0,0.0,0.0
1527,20523,4.0,3.0,0.0,0.0
1528,20524,0.0,0.0,0.0,0.0
1529,20525,13.0,21.0,0.0,3.0
1530,20526,7.0,5.0,0.0,1.0
1531,20527,1.0,0.0,0.0,0.0
1532,20528,0.0,0.0,0.0,0.0
1533,20529,0.0,0.0,0.0,0.0
1534,20530,5.0,4.0,0.0,0.0
1535,20531,1.0,0.0,0.0,0.0
1536,20532,0.0,0.0,0.0,0.0
1537,20533,1.0,1.0,0.0,0.0
1538,20534,0.0,2.0,0.0,0.0
1539,20535,0.0,0.0,0.0,0.0
1540,20536,0.0,1.0,0.0,0.0
1541,20537,8.0,7.0,0.0,3.0
1542,20538,0.0,0.0,0.0,0.0
1543,20539,10.0,5.0,0.0,2.0
1544,20540,10.0,8.0,1.0,0.0
1545,20541,0.0,1.0,0.0,0.0
1546,20542,0.0,0.0,0.0,0.0
1547,20543,0.0,0.0,0.0,0.0
1548,20544,0.0,0.0,0.0,0.0
1549,20545,20.0,11.0,0.0,3.0
1550,20546,2.0,1.0,0.0,0.0
1551,20547,2.0,6.0,0.0,0.0
1552,20548,1.0,10.0,0.0,0.0
1553,20549,9.0,4.0,1.0,0.0
1554,20550,6.0,5.0,0.0,0.0
1555,20551,83.0,60.0,0.0,21.0
1556,20552,0.0,0.0,0.0,0.0
1557,20553,10.0,11.0,1.0,2.0
1558,20554,0.0,0.0,0.0,0.0
1559,20555,4.0,1.0,1.0,0.0
1560,20556,0.0,0.0,0.0,0.0
1561,20557,4.0,6.0,2.0,1.0
1562,20558,3.0,4.0,0.0,0.0
1563,20559,19.0,2.0,1.0,0.0
1564,20560,2.0,3.0,0.0,0.0
1565,20561,5.0,0.0,0.0,0.0
1566,20562,1.0,1.0,0.0,0.0
1567,20563,0.0,0.0,0.0,0.0
1568,20564,1.0,0.0,0.0,0.0
1569,20565,116.0,59.0,0.0,13.0
1570,20566,0.0,0.0,0.0,0.0
1571,20567,3.0,1.0,0.0,0.0
1572,20568,5.0,0.0,0.0,0.0
1573,20569,0.0,1.0,0.0,0.0
1574,20570,60.0,40.0,1.0,8.0
1575,20999,3.0,0.0,0.0,0.0
1576,21001,30.0,16.0,0.0,32.0
1577,21002,19.0,15.0,2.0,2.0
1578,21003,91.0,26.0,0.0,4.0
1579,21004,12.0,13.0,0.0,11.0
1580,21005,0.0,2.0,0.0,0.0
1581,21006,6.0,1.0,0.0,0.0
1582,21007,0.0,0.0,0.0,0.0
1583,21008,32.0,8.0,1.0,8.0
1584,21009,4.0,1.0,0.0,0.0
1585,21010,38.0,9.0,1.0,3.0
1586,21011,0.0,0.0,0.0,0.0
1587,21012,1.0,2.0,0.0,1.0
1588,21013,17.0,7.0,2.0,1.0
1589,21014,1.0,2.0,0.0,0.0
1590,21015,167.0,130.0,4.0,205.0
1591,21016,1.0,3.0,0.0,1.0
1592,21017,35.0,19.0,0.0,1.0
1593,21018,2.0,2.0,0.0,0.0
1594,21019,198.0,136.0,2.0,125.0
1595,21020,7.0,2.0,0.0,5.0
1596,21021,0.0,1.0,0.0,1.0
1597,21022,5.0,1.0,0.0,1.0
1598,21023,5.0,3.0,0.0,0.0
1599,21024,0.0,1.0,0.0,0.0
1600,21025,2.0,2.0,0.0,0.0
1601,21026,29.0,30.0,1.0,8.0
1602,21027,1.0,1.0,0.0,0.0
1603,21028,0.0,0.0,0.0,0.0
1604,21029,2.0,1.0,1.0,0.0
1605,21030,1.0,1.0,0.0,0.0
1606,21031,0.0,0.0,0.0,0.0
1607,21032,2.0,0.0,0.0,0.0
1608,21033,1.0,1.0,0.0,0.0
1609,21034,58.0,50.0,0.0,54.0
1610,21035,7.0,6.0,0.0,0.0
1611,21036,3.0,2.0,0.0,0.0
1612,21037,3.0,6.0,0.0,0.0
1613,21038,4.0,4.0,0.0,5.0
1614,21039,3.0,2.0,0.0,0.0
1615,21040,11.0,5.0,0.0,1.0
1616,21041,148.0,94.0,4.0,234.0
1617,21042,4.0,0.0,0.0,0.0
1618,21043,66.0,25.0,0.0,7.0
1619,21044,13.0,8.0,1.0,3.0
1620,21045,52.0,36.0,1.0,10.0
1621,21046,9.0,4.0,0.0,1.0
1622,21047,24.0,17.0,0.0,5.0
1623,21048,7.0,9.0,1.0,3.0
1624,21049,4.0,1.0,0.0,0.0
1625,21050,2.0,5.0,0.0,0.0
1626,21051,74.0,20.0,3.0,12.0
1627,21052,0.0,0.0,0.0,0.0
1628,21053,36.0,43.0,3.0,35.0
1629,21054,24.0,11.0,0.0,3.0
1630,21055,6.0,7.0,0.0,0.0
1631,21056,0.0,1.0,0.0,0.0
1632,21057,12.0,3.0,0.0,1.0
1633,21058,6.0,6.0,0.0,2.0
1634,21059,7.0,0.0,0.0,0.0
1635,21060,8.0,2.0,0.0,1.0
1636,21061,4.0,4.0,0.0,0.0
1637,21062,5.0,4.0,0.0,0.0
1638,21063,20.0,17.0,0.0,1.0
1639,21064,15.0,12.0,1.0,2.0
1640,21065,4.0,8.0,1.0,1.0
1641,21066,10.0,1.0,0.0,0.0
1642,21067,27.0,25.0,1.0,4.0
1643,21068,1.0,0.0,0.0,0.0
1644,21069,20.0,11.0,0.0,1.0
1645,21070,9.0,7.0,2.0,0.0
1646,21071,162.0,82.0,4.0,68.0
1647,21072,19.0,8.0,0.0,4.0
1648,21073,6.0,4.0,0.0,0.0
1649,21074,83.0,55.0,4.0,74.0
1650,21075,7.0,5.0,0.0,1.0
1651,21076,23.0,19.0,3.0,2.0
1652,21077,1.0,0.0,0.0,0.0
1653,21078,6.0,2.0,0.0,0.0
1654,21079,14.0,2.0,1.0,1.0
1655,21080,1.0,0.0,0.0,0.0
1656,21081,2.0,0.0,0.0,0.0
1657,21082,13.0,5.0,0.0,3.0
1658,21083,3.0,3.0,0.0,1.0
1659,21084,3.0,1.0,0.0,0.0
1660,21085,134.0,65.0,1.0,59.0
1661,21086,11.0,4.0,0.0,0.0
1662,21087,3.0,3.0,0.0,0.0
1663,21088,0.0,0.0,0.0,1.0
1664,21089,3.0,1.0,0.0,0.0
1665,21090,25.0,38.0,6.0,23.0
1666,21091,14.0,5.0,0.0,6.0
1667,21092,3.0,2.0,0.0,0.0
1668,21093,7.0,4.0,0.0,1.0
1669,21094,33.0,44.0,1.0,29.0
1670,21095,0.0,0.0,0.0,0.0
1671,21096,7.0,1.0,0.0,0.0
1672,21097,0.0,1.0,0.0,0.0
1673,21098,11.0,6.0,0.0,0.0
1674,21099,11.0,13.0,0.0,1.0
1675,21100,5.0,0.0,0.0,0.0
1676,21101,2.0,2.0,0.0,0.0
1677,21102,10.0,7.0,0.0,4.0
1678,21103,6.0,0.0,0.0,1.0
1679,21104,9.0,6.0,0.0,5.0
1680,21105,5.0,3.0,0.0,0.0
1681,21106,42.0,24.0,0.0,12.0
1682,21107,5.0,3.0,0.0,0.0
1683,21108,28.0,37.0,0.0,10.0
1684,21109,18.0,4.0,0.0,0.0
1685,21110,31.0,23.0,1.0,6.0
1686,21111,9.0,4.0,0.0,1.0
1687,21112,16.0,5.0,0.0,1.0
1688,21113,8.0,3.0,0.0,1.0
1689,21114,750.0,786.0,58.0,2264.0
1690,21115,14.0,14.0,0.0,3.0
1691,21116,9.0,5.0,0.0,1.0
1692,21117,11.0,5.0,0.0,9.0
1693,21118,16.0,9.0,1.0,5.0
1694,21119,130.0,165.0,8.0,256.0
1695,21120,2.0,1.0,1.0,0.0
1696,21121,0.0,0.0,0.0,0.0
1697,21122,5.0,3.0,0.0,0.0
1698,21123,0.0,1.0,0.0,0.0
1699,21124,10.0,6.0,0.0,1.0
1700,21125,6.0,2.0,0.0,3.0
1701,21126,2.0,3.0,0.0,0.0
1702,21127,4.0,3.0,0.0,0.0
1703,21128,4.0,6.0,0.0,5.0
1704,21129,5.0,4.0,1.0,0.0
1705,21130,4.0,4.0,0.0,0.0
1706,21131,2.0,1.0,0.0,0.0
1707,21132,157.0,87.0,7.0,208.0
1708,21133,1.0,1.0,0.0,0.0
1709,21134,20.0,9.0,0.0,2.0
1710,21135,1.0,0.0,0.0,0.0
1711,21136,12.0,12.0,0.0,4.0
1712,21137,3.0,6.0,1.0,0.0
1713,21138,8.0,6.0,0.0,0.0
1714,21139,7.0,3.0,0.0,0.0
1715,21140,268.0,165.0,1.0,201.0
1716,21141,9.0,2.0,0.0,0.0
1717,21142,39.0,15.0,1.0,15.0
1718,21143,20.0,6.0,1.0,31.0
1719,21144,10.0,5.0,1.0,4.0
1720,21145,2.0,1.0,0.0,0.0
1721,21146,1.0,1.0,0.0,0.0
1722,21147,3.0,3.0,0.0,0.0
1723,21148,9.0,8.0,0.0,8.0
1724,21149,42.0,16.0,1.0,4.0
1725,21150,9.0,5.0,0.0,0.0
1726,21151,4.0,4.0,0.0,1.0
1727,21152,6.0,4.0,0.0,0.0
1728,21153,26.0,14.0,3.0,6.0
1729,21154,68.0,37.0,3.0,58.0
1730,21155,4.0,1.0,0.0,0.0
1731,21156,395.0,223.0,9.0,238.0
1732,21157,16.0,12.0,0.0,4.0
1733,21158,6.0,2.0,0.0,0.0
1734,21159,5.0,1.0,1.0,0.0
1735,21160,0.0,0.0,0.0,0.0
1736,21161,42.0,15.0,1.0,11.0
1737,21162,3.0,1.0,0.0,0.0
1738,21163,41.0,19.0,0.0,10.0
1739,21164,40.0,46.0,1.0,40.0
1740,21165,0.0,1.0,0.0,0.0
1741,21166,22.0,13.0,1.0,6.0
1742,21167,1.0,2.0,0.0,0.0
1743,21168,6.0,11.0,0.0,0.0
1744,21169,79.0,19.0,4.0,2.0
1745,21170,17.0,10.0,0.0,8.0
1746,21171,4.0,0.0,0.0,4.0
1747,21172,27.0,24.0,7.0,5.0
1748,21173,14.0,3.0,0.0,2.0
1749,21174,177.0,62.0,7.0,26.0
1750,21175,4.0,4.0,0.0,1.0
1751,21176,9.0,4.0,0.0,1.0
1752,21177,44.0,23.0,0.0,29.0
1753,21178,6.0,3.0,0.0,0.0
1754,21179,17.0,8.0,0.0,1.0
1755,21180,37.0,17.0,0.0,4.0
1756,21181,14.0,10.0,0.0,3.0
1757,21182,1.0,3.0,0.0,0.0
1758,21183,23.0,15.0,0.0,2.0
1759,21184,0.0,1.0,0.0,0.0
1760,21185,8.0,8.0,0.0,0.0
1761,21186,54.0,34.0,1.0,11.0
1762,21187,0.0,1.0,0.0,0.0
1763,21188,7.0,3.0,0.0,0.0
1764,21189,17.0,13.0,0.0,8.0
1765,21190,1.0,0.0,0.0,0.0
1766,21191,3.0,2.0,0.0,0.0
1767,21192,2.0,2.0,0.0,0.0
1768,21193,5.0,3.0,0.0,0.0
1769,21194,17.0,6.0,1.0,1.0
1770,21195,15.0,3.0,0.0,0.0
1771,21196,4.0,0.0,0.0,0.0
1772,21197,76.0,30.0,2.0,15.0
1773,21198,1.0,1.0,0.0,0.0
1774,21199,25.0,16.0,2.0,0.0
1775,21200,0.0,1.0,0.0,0.0
1776,21201,2.0,2.0,0.0,0.0
1777,21202,3.0,3.0,0.0,0.0
1778,21203,3.0,2.0,0.0,0.0
1779,21204,7.0,1.0,0.0,0.0
1780,21205,4.0,4.0,2.0,4.0
1781,21206,14.0,3.0,0.0,1.0
1782,21207,29.0,21.0,0.0,7.0
1783,21208,100.0,80.0,2.0,31.0
1784,21209,7.0,2.0,0.0,1.0
1785,21210,1.0,0.0,0.0,0.0
1786,21211,51.0,36.0,2.0,7.0
1787,21212,2.0,3.0,1.0,1.0
1788,21213,5.0,7.0,0.0,0.0
1789,21214,8.0,3.0,1.0,1.0
1790,21215,4.0,0.0,0.0,0.0
1791,21216,0.0,0.0,0.0,0.0
1792,21217,6.0,2.0,0.0,0.0
1793,22001,134.0,54.0,5.0,8.0
1794,22002,25.0,13.0,0.0,2.0
1795,22003,22.0,4.0,1.0,0.0
1796,22004,90.0,32.0,8.0,16.0
1797,22005,60.0,30.0,7.0,22.0
1798,22006,378.0,122.0,13.0,224.0
1799,22007,54.0,21.0,1.0,17.0
1800,22008,93.0,59.0,5.0,10.0
1801,22009,56.0,20.0,0.0,1.0
1802,22010,24.0,3.0,2.0,1.0
1803,22011,395.0,160.0,18.0,198.0
1804,22012,104.0,46.0,4.0,36.0
1805,22013,21.0,16.0,1.0,2.0
1806,22014,2194.0,826.0,162.0,2902.0
1807,22015,15.0,2.0,1.0,6.0
1808,22016,909.0,270.0,49.0,241.0
1809,22017,126.0,36.0,6.0,66.0
1810,22018,17.0,18.0,3.0,1.0
1811,22998,9.0,0.0,4.0,0.0
1812,23001,106.0,258.0,6.0,83.0
1813,23002,120.0,128.0,4.0,18.0
1814,23003,20.0,37.0,1.0,15.0
1815,23004,426.0,1001.0,18.0,169.0
1816,23005,1376.0,1590.0,100.0,3413.0
1817,23006,50.0,90.0,4.0,4.0
1818,23007,27.0,37.0,0.0,5.0
1819,23008,479.0,670.0,67.0,427.0
1820,23009,128.0,198.0,14.0,44.0
1821,23010,95.0,154.0,4.0,16.0
1822,23011,46.0,73.0,2.0,31.0
1823,24001,13.0,39.0,0.0,2.0
1824,24002,7.0,8.0,0.0,0.0
1825,24003,44.0,26.0,3.0,1.0
1826,24004,7.0,5.0,0.0,0.0
1827,24005,26.0,20.0,1.0,2.0
1828,24006,11.0,7.0,0.0,0.0
1829,24007,19.0,39.0,0.0,1.0
1830,24008,44.0,30.0,0.0,2.0
1831,24009,5.0,5.0,0.0,0.0
1832,24010,34.0,45.0,2.0,2.0
1833,24011,51.0,72.0,3.0,5.0
1834,24012,16.0,13.0,3.0,3.0
1835,24013,312.0,403.0,25.0,34.0
1836,24014,8.0,4.0,0.0,1.0
1837,24015,26.0,19.0,2.0,2.0
1838,24016,7.0,4.0,1.0,2.0
1839,24017,14.0,37.0,0.0,2.0
1840,24018,14.0,9.0,0.0,1.0
1841,24019,6.0,10.0,0.0,0.0
1842,24020,92.0,207.0,13.0,24.0
1843,24021,61.0,83.0,0.0,3.0
1844,24022,6.0,14.0,0.0,1.0
1845,24023,15.0,17.0,1.0,2.0
1846,24024,176.0,174.0,6.0,23.0
1847,24025,56.0,82.0,8.0,8.0
1848,24026,7.0,7.0,0.0,0.0
1849,24027,11.0,20.0,3.0,2.0
1850,24028,1288.0,2988.0,68.0,1355.0
1851,24029,19.0,11.0,0.0,0.0
1852,24030,3.0,5.0,0.0,0.0
1853,24031,8.0,6.0,0.0,0.0
1854,24032,57.0,80.0,0.0,2.0
1855,24033,8.0,14.0,1.0,0.0
1856,24034,29.0,22.0,0.0,0.0
1857,24035,341.0,575.0,13.0,379.0
1858,24036,25.0,28.0,0.0,0.0
1859,24037,102.0,72.0,1.0,7.0
1860,24038,6.0,8.0,1.0,1.0
1861,24039,20.0,10.0,2.0,0.0
1862,24040,53.0,39.0,0.0,5.0
1863,24041,15.0,18.0,1.0,0.0
1864,24042,14.0,19.0,0.0,0.0
1865,24043,5.0,1.0,0.0,0.0
1866,24044,1.0,10.0,0.0,0.0
1867,24045,9.0,11.0,1.0,0.0
1868,24046,21.0,23.0,2.0,1.0
1869,24047,1.0,2.0,0.0,1.0
1870,24048,6.0,14.0,0.0,1.0
1871,24049,24.0,39.0,0.0,0.0
1872,24050,123.0,135.0,1.0,2.0
1873,24051,7.0,30.0,2.0,3.0
1874,24052,11.0,19.0,0.0,0.0
1875,24053,37.0,21.0,2.0,7.0
1876,24054,64.0,47.0,4.0,6.0
1877,24055,39.0,38.0,0.0,2.0
1878,24056,18.0,29.0,2.0,2.0
1879,24057,30.0,22.0,4.0,0.0
1880,24058,18.0,26.0,0.0,1.0
1881,25001,293.0,382.0,12.0,223.0
1882,25002,29.0,28.0,1.0,1.0
1883,25003,6.0,2.0,0.0,1.0
1884,25004,1.0,6.0,0.0,0.0
1885,25005,1.0,1.0,0.0,0.0
1886,25006,511.0,960.0,13.0,837.0
1887,25007,2.0,3.0,0.0,1.0
1888,25008,0.0,16.0,1.0,2.0
1889,25009,13.0,22.0,1.0,2.0
1890,25010,6.0,25.0,0.0,4.0
1891,25011,288.0,252.0,8.0,21.0
1892,25012,295.0,577.0,28.0,89.0
1893,25013,9.0,21.0,1.0,0.0
1894,25014,6.0,20.0,3.0,1.0
1895,25015,22.0,49.0,1.0,3.0
1896,25016,1.0,3.0,0.0,0.0
1897,25017,18.0,23.0,0.0,0.0
1898,25018,5.0,59.0,1.0,7.0
1899,26001,0.0,2.0,0.0,0.0
1900,26002,200.0,216.0,32.0,45.0
1901,26003,0.0,6.0,2.0,0.0
1902,26004,1.0,2.0,0.0,0.0
1903,26005,0.0,1.0,0.0,0.0
1904,26006,0.0,4.0,0.0,0.0
1905,26007,0.0,0.0,0.0,0.0
1906,26008,0.0,3.0,0.0,0.0
1907,26009,0.0,0.0,0.0,0.0
1908,26010,0.0,1.0,0.0,0.0
1909,26011,0.0,1.0,0.0,0.0
1910,26012,5.0,17.0,0.0,1.0
1911,26013,0.0,2.0,0.0,0.0
1912,26014,1.0,3.0,0.0,0.0
1913,26015,0.0,1.0,0.0,0.0
1914,26016,11.0,7.0,0.0,1.0
1915,26017,4.0,67.0,1.0,7.0
1916,26018,222.0,588.0,6.0,304.0
1917,26019,13.0,39.0,3.0,7.0
1918,26020,0.0,0.0,0.0,0.0
1919,26021,0.0,0.0,0.0,0.0
1920,26022,3.0,2.0,0.0,0.0
1921,26023,8.0,11.0,0.0,0.0
1922,26024,0.0,0.0,0.0,0.0
1923,26025,5.0,49.0,0.0,5.0
1924,26026,13.0,57.0,2.0,7.0
1925,26027,11.0,12.0,0.0,0.0
1926,26028,0.0,0.0,0.0,0.0
1927,26029,22.0,99.0,3.0,24.0
1928,26030,250.0,751.0,13.0,360.0
1929,26031,0.0,0.0,0.0,0.0
1930,26032,1.0,0.0,0.0,0.0
1931,26033,28.0,55.0,1.0,4.0
1932,26034,0.0,0.0,0.0,0.0
1933,26035,10.0,25.0,1.0,0.0
1934,26036,30.0,75.0,3.0,1.0
1935,26037,0.0,0.0,0.0,0.0
1936,26038,4.0,2.0,0.0,0.0
1937,26039,1.0,8.0,0.0,0.0
1938,26040,0.0,0.0,0.0,1.0
1939,26041,11.0,26.0,0.0,0.0
1940,26042,42.0,265.0,0.0,100.0
1941,26043,37.0,249.0,3.0,60.0
1942,26044,0.0,0.0,0.0,0.0
1943,26045,0.0,0.0,0.0,0.0
1944,26046,0.0,0.0,0.0,0.0
1945,26047,1.0,4.0,0.0,0.0
1946,26048,24.0,62.0,2.0,6.0
1947,26049,0.0,0.0,0.0,0.0
1948,26050,0.0,0.0,0.0,0.0
1949,26051,1.0,1.0,0.0,0.0
1950,26052,3.0,8.0,0.0,0.0
1951,26053,0.0,0.0,0.0,0.0
1952,26054,0.0,0.0,0.0,0.0
1953,26055,2.0,262.0,0.0,22.0
1954,26056,1.0,3.0,1.0,0.0
1955,26057,0.0,0.0,0.0,0.0
1956,26058,15.0,16.0,0.0,2.0
1957,26059,0.0,0.0,0.0,0.0
1958,26060,0.0,0.0,0.0,0.0
1959,26061,1.0,1.0,0.0,0.0
1960,26062,0.0,0.0,0.0,0.0
1961,26063,0.0,0.0,0.0,0.0
1962,26064,1.0,0.0,0.0,0.0
1963,26065,0.0,0.0,0.0,0.0
1964,26066,3.0,5.0,0.0,0.0
1965,26067,1.0,3.0,0.0,0.0
1966,26068,0.0,0.0,0.0,0.0
1967,26069,3.0,8.0,0.0,0.0
1968,26070,0.0,3.0,0.0,1.0
1969,26071,16.0,79.0,7.0,10.0
1970,26072,4.0,7.0,0.0,0.0
1971,26998,0.0,0.0,0.0,0.0
1972,26999,1.0,0.0,0.0,0.0
1973,27001,113.0,99.0,1.0,6.0
1974,27002,479.0,233.0,19.0,147.0
1975,27003,257.0,141.0,5.0,38.0
1976,27004,2021.0,776.0,47.0,1035.0
1977,27005,284.0,166.0,4.0,96.0
1978,27006,298.0,193.0,3.0,25.0
1979,27007,74.0,42.0,1.0,15.0
1980,27008,260.0,167.0,9.0,43.0
1981,27009,55.0,42.0,4.0,5.0
1982,27010,243.0,184.0,4.0,38.0
1983,27011,52.0,43.0,0.0,0.0
1984,27012,305.0,202.0,7.0,70.0
1985,27013,293.0,193.0,8.0,70.0
1986,27014,169.0,72.0,10.0,103.0
1987,27015,80.0,54.0,0.0,8.0
1988,27016,147.0,96.0,2.0,17.0
1989,27017,184.0,111.0,3.0,15.0
1990,28001,0.0,3.0,0.0,0.0
1991,28002,15.0,33.0,1.0,2.0
1992,28003,198.0,244.0,9.0,92.0
1993,28004,7.0,11.0,0.0,2.0
1994,28005,1.0,5.0,0.0,0.0
1995,28006,1.0,3.0,0.0,0.0
1996,28007,10.0,11.0,1.0,3.0
1997,28008,0.0,1.0,0.0,0.0
1998,28009,174.0,254.0,10.0,161.0
1999,28010,1.0,3.0,0.0,0.0
2000,28011,4.0,8.0,0.0,2.0
2001,28012,9.0,19.0,0.0,2.0
2002,28013,14.0,19.0,3.0,2.0
2003,28014,1.0,1.0,0.0,0.0
2004,28015,7.0,15.0,0.0,0.0
2005,28016,13.0,26.0,4.0,1.0
2006,28017,12.0,19.0,2.0,1.0
2007,28018,3.0,6.0,0.0,1.0
2008,28019,6.0,23.0,0.0,0.0
2009,28020,0.0,2.0,0.0,0.0
2010,28021,117.0,187.0,7.0,32.0
2011,28022,161.0,412.0,27.0,104.0
2012,28023,1.0,2.0,0.0,0.0
2013,28024,0.0,5.0,0.0,0.0
2014,28025,34.0,59.0,4.0,6.0
2015,28026,1.0,2.0,0.0,0.0
2016,28027,91.0,285.0,13.0,29.0
2017,28028,1.0,2.0,0.0,0.0
2018,28029,9.0,20.0,1.0,3.0
2019,28030,11.0,10.0,1.0,0.0
2020,28031,2.0,7.0,0.0,0.0
2021,28032,420.0,866.0,19.0,726.0
2022,28033,51.0,106.0,4.0,9.0
2023,28034,0.0,3.0,0.0,0.0
2024,28035,24.0,47.0,2.0,12.0
2025,28036,0.0,0.0,0.0,0.0
2026,28037,23.0,28.0,0.0,7.0
2027,28038,163.0,522.0,6.0,211.0
2028,28039,17.0,37.0,3.0,7.0
2029,28040,5.0,18.0,0.0,2.0
2030,28041,298.0,532.0,40.0,140.0
2031,28042,1.0,2.0,0.0,0.0
2032,28043,22.0,31.0,4.0,4.0
2033,29001,0.0,1.0,0.0,0.0
2034,29002,0.0,6.0,0.0,16.0
2035,29003,1.0,4.0,0.0,1.0
2036,29004,0.0,0.0,0.0,1.0
2037,29005,1.0,20.0,0.0,78.0
2038,29006,1.0,12.0,0.0,16.0
2039,29007,0.0,0.0,0.0,0.0
2040,29008,0.0,1.0,0.0,2.0
2041,29009,0.0,0.0,0.0,0.0
2042,29010,3.0,18.0,0.0,44.0
2043,29011,0.0,0.0,0.0,2.0
2044,29012,0.0,0.0,0.0,0.0
2045,29013,1.0,6.0,0.0,37.0
2046,29014,0.0,1.0,0.0,0.0
2047,29015,5.0,15.0,1.0,2.0
2048,29016,0.0,1.0,0.0,2.0
2049,29017,0.0,1.0,0.0,0.0
2050,29018,0.0,4.0,0.0,6.0
2051,29019,0.0,6.0,0.0,0.0
2052,29020,0.0,1.0,0.0,0.0
2053,29021,0.0,0.0,0.0,2.0
2054,29022,0.0,0.0,0.0,0.0
2055,29023,0.0,8.0,0.0,4.0
2056,29024,0.0,3.0,0.0,1.0
2057,29025,1.0,14.0,1.0,14.0
2058,29026,0.0,12.0,0.0,3.0
2059,29027,0.0,1.0,0.0,1.0
2060,29028,0.0,2.0,0.0,4.0
2061,29029,0.0,4.0,0.0,1.0
2062,29030,0.0,1.0,0.0,2.0
2063,29031,0.0,4.0,0.0,11.0
2064,29032,0.0,2.0,0.0,2.0
2065,29033,6.0,33.0,1.0,58.0
2066,29034,0.0,8.0,0.0,5.0
2067,29035,0.0,0.0,0.0,0.0
2068,29036,1.0,4.0,0.0,7.0
2069,29037,0.0,0.0,0.0,3.0
2070,29038,0.0,4.0,0.0,7.0
2071,29039,0.0,2.0,0.0,5.0
2072,29040,0.0,3.0,0.0,2.0
2073,29041,0.0,5.0,0.0,2.0
2074,29042,0.0,1.0,0.0,4.0
2075,29043,1.0,11.0,0.0,15.0
2076,29044,4.0,8.0,0.0,15.0
