cve_ent_mun,cve_ent,entidad,cve_mun,municipio,alimentos_carta_y_comida_corrida,antojitos,pescados_y_mariscos,comida_rapida,tacos_tortas,autoservicio,otro_tipo_para_llevar,ing_lab,ocupados,desocupados,pob,pob_muj,pob_hom,pob_0_4,pob_5_9,pob_10_14,pob_15_19,pob_20_24,pob_25_29,pob_30_34,pob_35_39,pob_40_44,pob_45_49,pob_50_54,pob_55_59,pob_60_64,pob_65_more
21201,21,Puebla,201,Xochiltepec,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,3519.0,1922.0,1597.0,309.0,320.0,340.0,326.0,279.0,251.0,226.0,197.0,182.0,181.0,178.0,168.0,150.0,412.0
21202,21,Puebla,202,Xochitlán de Vicente Suárez,2.0,7.0,0.0,1.0,5.0,0.0,1.0,3049.9,16100.0,,13493.0,6972.0,6521.0,1247.0,1421.0,1494.0,1338.0,1071.0,979.0,937.0,824.0,716.0,652.0,607.0,564.0,494.0,1149.0
21203,21,Puebla,203,Xochitlán Todos Santos,0.0,12.0,0.0,4.0,2.0,0.0,2.0,,,,6887.0,3621.0,3266.0,702.0,736.0,715.0,644.0,570.0,530.0,466.0,406.0,368.0,341.0,297.0,249.0,205.0,658.0
21204,21,Puebla,204,Yaonáhuac,1.0,5.0,0.0,1.0,9.0,0.0,4.0,,,,8546.0,4468.0,4078.0,771.0,762.0,790.0,828.0,823.0,789.0,678.0,545.0,459.0,430.0,390.0,341.0,301.0,639.0
21205,21,Puebla,205,Yehualtepec,3.0,10.0,0.0,18.0,16.0,0.0,7.0,3820.0,18722.0,,26684.0,13691.0,12993.0,2958.0,2812.0,2816.0,2678.0,2445.0,2310.0,2088.0,1783.0,1497.0,1272.0,1059.0,883.0,692.0,1391.0
21206,21,Puebla,206,Zacapala,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,,,4710.0,2488.0,2222.0,444.0,389.0,402.0,417.0,404.0,367.0,298.0,244.0,228.0,235.0,230.0,222.0,208.0,622.0
21207,21,Puebla,207,Zacapoaxtla,17.0,69.0,5.0,25.0,44.0,1.0,57.0,,,,59222.0,30996.0,28226.0,5576.0,5888.0,6034.0,5732.0,5047.0,4737.0,4428.0,3893.0,3461.0,3185.0,2732.0,2278.0,1916.0,4315.0
21208,21,Puebla,208,Zacatlán,57.0,98.0,5.0,46.0,77.0,2.0,64.0,3350.72,22525.0,,88551.0,46424.0,42127.0,8327.0,8357.0,8361.0,8340.0,7756.0,7198.0,6599.0,5849.0,5223.0,4826.0,4190.0,3561.0,3059.0,6905.0
21209,21,Puebla,209,Zapotitlán,6.0,7.0,0.0,4.0,12.0,0.0,5.0,,,,9047.0,4923.0,4124.0,731.0,814.0,905.0,880.0,738.0,611.0,539.0,516.0,518.0,530.0,494.0,434.0,374.0,963.0
21210,21,Puebla,210,Zapotitlán de Méndez,3.0,5.0,2.0,4.0,9.0,0.0,6.0,,,,5980.0,3015.0,2965.0,488.0,548.0,570.0,518.0,441.0,426.0,421.0,381.0,343.0,328.0,300.0,284.0,274.0,658.0
21211,21,Puebla,211,Zaragoza,15.0,39.0,3.0,16.0,27.0,1.0,10.0,,,,17420.0,9386.0,8034.0,1492.0,1525.0,1575.0,1624.0,1543.0,1434.0,1317.0,1217.0,1155.0,1080.0,901.0,715.0,555.0,1287.0
21212,21,Puebla,212,Zautla,1.0,11.0,0.0,11.0,11.0,0.0,10.0,,,,20324.0,10784.0,9540.0,1980.0,2072.0,2066.0,1907.0,1647.0,1525.0,1426.0,1262.0,1119.0,1030.0,924.0,829.0,723.0,1814.0
21213,21,Puebla,213,Zihuateutla,2.0,4.0,0.0,2.0,3.0,0.0,2.0,,,,14176.0,7284.0,6892.0,1336.0,1401.0,1512.0,1475.0,1214.0,1035.0,939.0,828.0,750.0,720.0,671.0,637.0,561.0,1097.0
21214,21,Puebla,214,Zinacatepec,4.0,10.0,4.0,11.0,43.0,0.0,14.0,,,,18265.0,9546.0,8719.0,1631.0,1610.0,1634.0,1677.0,1636.0,1563.0,1426.0,1265.0,1157.0,1098.0,947.0,754.0,569.0,1298.0
21215,21,Puebla,215,Zongozotla,4.0,2.0,0.0,2.0,8.0,0.0,0.0,,,,5284.0,2668.0,2616.0,359.0,414.0,463.0,473.0,443.0,448.0,436.0,366.0,303.0,289.0,283.0,265.0,231.0,511.0
21216,21,Puebla,216,Zoquiapan,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,2585.0,1376.0,1209.0,192.0,239.0,267.0,237.0,167.0,143.0,151.0,144.0,136.0,141.0,147.0,152.0,146.0,323.0
21217,21,Puebla,217,Zoquitlán,2.0,0.0,0.0,2.0,2.0,0.0,6.0,,,,19734.0,10149.0,9585.0,2057.0,2442.0,2471.0,1914.0,1326.0,1209.0,1201.0,1075.0,963.0,932.0,871.0,802.0,736.0,1735.0
22001,22,Querétaro,001,Amealco de Bonfil,20.0,31.0,8.0,15.0,37.0,3.0,5.0,4642.34,22230.0,2341.0,69262.0,35617.0,33645.0,6852.0,7317.0,7375.0,6867.0,5869.0,5221.0,4776.0,4248.0,3756.0,3419.0,2959.0,2569.0,2215.0,5819.0
22002,22,Querétaro,002,Pinal de Amoles,8.0,7.0,1.0,6.0,5.0,0.0,0.0,5261.0,2220.0,1332.0,28450.0,14675.0,13775.0,2953.0,3205.0,3370.0,2975.0,2217.0,1799.0,1580.0,1411.0,1366.0,1347.0,1189.0,1076.0,1042.0,2920.0
22003,22,Querétaro,003,Arroyo Seco,5.0,10.0,0.0,2.0,3.0,0.0,0.0,,,,15014.0,7794.0,7220.0,1261.0,1431.0,1472.0,1316.0,1054.0,958.0,922.0,847.0,782.0,738.0,677.0,647.0,675.0,2234.0
22004,22,Querétaro,004,Cadereyta de Montes,30.0,51.0,5.0,24.0,35.0,2.0,12.0,6676.08,5827.0,471.0,78055.0,40639.0,37416.0,7773.0,7979.0,7797.0,7272.0,6414.0,5978.0,5696.0,5228.0,4726.0,4378.0,3704.0,2979.0,2447.0,5684.0
22005,22,Querétaro,005,Colón,5.0,46.0,3.0,23.0,36.0,1.0,10.0,7176.9,8757.0,417.0,70110.0,34691.0,35419.0,7202.0,7100.0,6974.0,6924.0,6636.0,6209.0,5490.0,4652.0,3973.0,3559.0,2942.0,2295.0,1800.0,4354.0
22006,22,Querétaro,006,Corregidora,100.0,148.0,24.0,114.0,174.0,20.0,103.0,9046.04,41223.0,6812.0,213526.0,109833.0,103693.0,17175.0,17955.0,17144.0,16719.0,16397.0,17500.0,19139.0,19326.0,17722.0,14878.0,11313.0,8978.0,7008.0,12272.0
22007,22,Querétaro,007,Ezequiel Montes,47.0,122.0,8.0,49.0,61.0,6.0,13.0,6003.48,7788.0,,46601.0,24031.0,22570.0,4422.0,4439.0,4294.0,4183.0,4068.0,4005.0,3748.0,3318.0,2902.0,2646.0,2268.0,1866.0,1478.0,2964.0
22008,22,Querétaro,008,Huimilpan,3.0,15.0,2.0,8.0,16.0,0.0,2.0,,,,42916.0,22303.0,20613.0,4468.0,4547.0,4453.0,4161.0,3731.0,3531.0,3259.0,2845.0,2460.0,2173.0,1812.0,1483.0,1223.0,2770.0
22009,22,Querétaro,009,Jalpan de Serra,38.0,34.0,4.0,19.0,29.0,1.0,9.0,5257.51,16743.0,213.0,30075.0,15717.0,14358.0,2751.0,2888.0,3045.0,2929.0,2533.0,2279.0,2054.0,1766.0,1573.0,1519.0,1357.0,1158.0,1070.0,3153.0
22010,22,Querétaro,010,Landa de Matamoros,3.0,0.0,0.0,2.0,6.0,1.0,0.0,,,,20500.0,10693.0,9807.0,1774.0,1979.0,2197.0,1981.0,1470.0,1267.0,1237.0,1107.0,984.0,982.0,1021.0,1031.0,955.0,2515.0
22011,22,Querétaro,011,El Marqués,40.0,138.0,19.0,62.0,116.0,7.0,63.0,6575.96,28254.0,5671.0,183234.0,90873.0,92361.0,19020.0,17698.0,16645.0,16192.0,17040.0,18798.0,17848.0,14317.0,11006.0,8849.0,7051.0,5746.0,4562.0,8462.0
22012,22,Querétaro,012,Pedro Escobedo,30.0,70.0,18.0,47.0,94.0,1.0,35.0,5908.44,30508.0,3536.0,77600.0,39061.0,38539.0,7341.0,7202.0,6956.0,6981.0,7091.0,7104.0,6449.0,5575.0,4894.0,4429.0,3733.0,2977.0,2278.0,4590.0
22013,22,Querétaro,013,Peñamiller,3.0,3.0,0.0,3.0,3.0,1.0,1.0,4468.67,8435.0,1818.0,22337.0,11317.0,11020.0,2233.0,2243.0,2246.0,2113.0,1841.0,1671.0,1510.0,1309.0,1137.0,1043.0,942.0,865.0,819.0,2365.0
22014,22,Querétaro,014,Querétaro,846.0,1406.0,194.0,655.0,1361.0,157.0,594.0,8478.69,193698.0,32706.0,992423.0,499506.0,492917.0,74826.0,76334.0,77286.0,83052.0,89613.0,92016.0,85005.0,76064.0,69386.0,65528.0,57564.0,46983.0,36179.0,62587.0
22015,22,Querétaro,015,San Joaquín,14.0,11.0,0.0,11.0,6.0,2.0,1.0,,,,10475.0,5578.0,4897.0,1037.0,1151.0,1170.0,1019.0,767.0,669.0,683.0,681.0,643.0,577.0,474.0,404.0,356.0,844.0
22016,22,Querétaro,016,San Juan del Río,168.0,304.0,33.0,173.0,364.0,24.0,169.0,6039.19,77648.0,11713.0,306881.0,156163.0,150718.0,25716.0,26163.0,26274.0,26483.0,26580.0,26971.0,25569.0,23181.0,21112.0,19351.0,16434.0,13403.0,10499.0,19145.0
22017,22,Querétaro,017,Tequisquiapan,80.0,137.0,6.0,47.0,102.0,7.0,19.0,5617.0,4074.0,,80132.0,40792.0,39340.0,6713.0,7060.0,7162.0,7172.0,6879.0,6662.0,6324.0,5845.0,5311.0,4872.0,4184.0,3419.0,2673.0,5856.0
22018,22,Querétaro,018,Tolimán,6.0,32.0,1.0,11.0,13.0,0.0,5.0,6124.77,13255.0,1282.0,31946.0,16272.0,15674.0,3209.0,3170.0,3091.0,2985.0,2875.0,2805.0,2538.0,2103.0,1738.0,1585.0,1401.0,1154.0,907.0,2385.0
23001,23,Quintana Roo,001,Cozumel,212.0,183.0,37.0,82.0,112.0,11.0,40.0,7059.15,27227.0,5394.0,103515.0,51735.0,51780.0,8536.0,9157.0,8780.0,8252.0,8157.0,8870.0,9031.0,8515.0,7823.0,7068.0,5738.0,4495.0,3440.0,5653.0
23002,23,Quintana Roo,002,Felipe Carrillo Puerto,12.0,77.0,16.0,37.0,68.0,2.0,12.0,3925.37,15761.0,1186.0,95254.0,47409.0,47845.0,9008.0,9971.0,10027.0,9247.0,7799.0,6859.0,6341.0,5864.0,5461.0,5335.0,4780.0,4115.0,3463.0,6984.0
23003,23,Quintana Roo,003,Isla Mujeres,94.0,28.0,16.0,28.0,33.0,2.0,11.0,5760.34,11562.0,425.0,23821.0,11435.0,12386.0,2079.0,2113.0,1896.0,1885.0,2001.0,2141.0,2082.0,1855.0,1644.0,1509.0,1285.0,1068.0,870.0,1393.0
23004,23,Quintana Roo,004,Othón P. Blanco,154.0,379.0,87.0,189.0,253.0,28.0,78.0,6878.76,95326.0,7960.0,270144.0,137705.0,132439.0,20303.0,21524.0,22478.0,22932.0,22091.0,21362.0,20415.0,19157.0,18031.0,17841.0,16741.0,14715.0,11791.0,20763.0
23005,23,Quintana Roo,005,Benito Juárez,498.0,1122.0,204.0,544.0,655.0,156.0,264.0,7615.12,313893.0,42049.0,863123.0,428993.0,434130.0,72541.0,72831.0,70476.0,73149.0,77139.0,81271.0,80341.0,74580.0,66459.0,57892.0,45559.0,33420.0,22889.0,34576.0
23006,23,Quintana Roo,006,José María Morelos,17.0,41.0,1.0,15.0,19.0,3.0,3.0,3368.71,25308.0,242.0,43680.0,21252.0,22428.0,4061.0,4503.0,4666.0,4389.0,3601.0,3069.0,2826.0,2565.0,2301.0,2240.0,2168.0,1992.0,1669.0,3630.0
23007,23,Quintana Roo,007,Lázaro Cárdenas,48.0,23.0,15.0,14.0,14.0,0.0,6.0,5855.0,1960.0,,32112.0,15699.0,16413.0,2961.0,3156.0,3141.0,2945.0,2609.0,2412.0,2269.0,2081.0,1900.0,1832.0,1654.0,1388.0,1131.0,2633.0
23008,23,Quintana Roo,008,Solidaridad,371.0,264.0,62.0,225.0,230.0,43.0,125.0,7924.6,72143.0,11710.0,245816.0,117257.0,128559.0,24920.0,20443.0,17097.0,20249.0,28018.0,32646.0,28792.0,21598.0,15532.0,11601.0,8689.0,6186.0,4290.0,5755.0
23009,23,Quintana Roo,009,Tulum,171.0,62.0,15.0,53.0,56.0,4.0,17.0,7395.85,19823.0,1102.0,37689.0,17870.0,19819.0,3897.0,3514.0,3226.0,3439.0,3898.0,4085.0,3569.0,2920.0,2381.0,1938.0,1533.0,1205.0,859.0,1225.0
23010,23,Quintana Roo,010,Bacalar,36.0,33.0,11.0,26.0,30.0,2.0,10.0,3153.88,18479.0,741.0,46235.0,23046.0,23189.0,4048.0,4356.0,4534.0,4461.0,3793.0,3296.0,2984.0,2724.0,2623.0,2686.0,2423.0,2107.0,1999.0,4201.0
24001,24,San Luis Potosí,001,Ahualulco,7.0,18.0,3.0,7.0,5.0,1.0,1.0,,,,19072.0,10091.0,8981.0,1839.0,1792.0,1926.0,1901.0,1619.0,1360.0,1208.0,1121.0,1054.0,971.0,833.0,736.0,687.0,2025.0
24002,24,San Luis Potosí,002,Alaquines,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,8735.0,4437.0,4298.0,734.0,761.0,817.0,801.0,676.0,573.0,497.0,447.0,442.0,463.0,444.0,403.0,376.0,1301.0
24003,24,San Luis Potosí,003,Aquismón,13.0,8.0,2.0,5.0,14.0,0.0,7.0,,,,51104.0,25285.0,25819.0,5242.0,5951.0,6152.0,5305.0,4057.0,3541.0,3231.0,2735.0,2350.0,2260.0,2229.0,2151.0,1911.0,3989.0
24004,24,San Luis Potosí,004,Armadillo de los Infante,3.0,4.0,1.0,1.0,0.0,0.0,0.0,,,,4323.0,2202.0,2121.0,298.0,325.0,341.0,342.0,304.0,276.0,270.0,264.0,246.0,227.0,204.0,196.0,203.0,827.0
24005,24,San Luis Potosí,005,Cárdenas,15.0,58.0,7.0,16.0,20.0,0.0,10.0,,,,19830.0,10331.0,9499.0,1624.0,1561.0,1605.0,1670.0,1579.0,1433.0,1279.0,1166.0,1122.0,1137.0,1072.0,961.0,862.0,2759.0
24006,24,San Luis Potosí,006,Catorce,12.0,14.0,2.0,4.0,5.0,0.0,2.0,,,,10282.0,5052.0,5230.0,938.0,918.0,873.0,814.0,761.0,759.0,716.0,645.0,601.0,587.0,539.0,482.0,427.0,1222.0
24007,24,San Luis Potosí,007,Cedral,5.0,20.0,2.0,19.0,14.0,3.0,6.0,,,,20233.0,10345.0,9888.0,1917.0,1840.0,1834.0,1880.0,1776.0,1598.0,1411.0,1291.0,1225.0,1144.0,947.0,769.0,679.0,1922.0
24008,24,San Luis Potosí,008,Cerritos,10.0,100.0,5.0,14.0,54.0,1.0,15.0,,,,22881.0,11788.0,11093.0,1957.0,1876.0,1837.0,1782.0,1707.0,1702.0,1612.0,1451.0,1321.0,1270.0,1183.0,1081.0,967.0,3135.0
24009,24,San Luis Potosí,009,Cerro de San Pedro,7.0,5.0,0.0,0.0,0.0,0.0,0.0,5268.7,48783.0,2121.0,4808.0,2376.0,2432.0,432.0,407.0,404.0,402.0,397.0,401.0,384.0,348.0,309.0,284.0,250.0,215.0,175.0,400.0
24010,24,San Luis Potosí,010,Ciudad del Maíz,13.0,61.0,6.0,14.0,26.0,2.0,7.0,3022.33,32232.0,,36241.0,18219.0,18022.0,3497.0,3361.0,3272.0,3151.0,2860.0,2674.0,2449.0,2138.0,1896.0,1856.0,1792.0,1615.0,1401.0,4279.0
24011,24,San Luis Potosí,011,Ciudad Fernández,14.0,219.0,3.0,44.0,54.0,6.0,13.0,,,,47791.0,24538.0,23253.0,4280.0,4143.0,4377.0,4528.0,4188.0,3788.0,3354.0,2960.0,2732.0,2621.0,2393.0,2121.0,1762.0,4544.0
24012,24,San Luis Potosí,012,Tancanhuitz,4.0,17.0,2.0,3.0,9.0,1.0,0.0,,,,21732.0,11021.0,10711.0,1878.0,2058.0,2275.0,2128.0,1681.0,1452.0,1347.0,1213.0,1175.0,1204.0,1139.0,1059.0,944.0,2179.0
24013,24,San Luis Potosí,013,Ciudad Valles,119.0,398.0,47.0,103.0,341.0,8.0,81.0,5944.9,51466.0,1297.0,189166.0,97730.0,91436.0,14678.0,14727.0,15276.0,15745.0,15388.0,15391.0,14886.0,13693.0,12622.0,12098.0,11058.0,9737.0,7939.0,15928.0
24014,24,San Luis Potosí,014,Coxcatlán,3.0,9.0,0.0,4.0,8.0,0.0,2.0,1286.09,11473.0,,16202.0,8048.0,8154.0,1285.0,1439.0,1551.0,1414.0,1078.0,980.0,1012.0,955.0,902.0,911.0,883.0,841.0,799.0,2152.0
24015,24,San Luis Potosí,015,Charcas,9.0,37.0,3.0,15.0,15.0,0.0,9.0,3142.38,23790.0,,22006.0,11206.0,10800.0,1864.0,1802.0,1875.0,1823.0,1668.0,1593.0,1558.0,1547.0,1499.0,1408.0,1197.0,981.0,839.0,2352.0
24016,24,San Luis Potosí,016,Ebano,16.0,67.0,10.0,33.0,103.0,4.0,33.0,3980.66,42684.0,878.0,46043.0,23462.0,22581.0,3892.0,3917.0,4081.0,4099.0,3730.0,3401.0,3099.0,2823.0,2715.0,2795.0,2701.0,2440.0,2067.0,4283.0
24017,24,San Luis Potosí,017,Guadalcázar,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2396.12,18105.0,,27880.0,13808.0,14072.0,2508.0,2416.0,2429.0,2360.0,2126.0,1950.0,1783.0,1609.0,1497.0,1460.0,1365.0,1275.0,1191.0,3911.0
24018,24,San Luis Potosí,018,Huehuetlán,5.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,16812.0,8530.0,8282.0,1467.0,1566.0,1658.0,1598.0,1418.0,1297.0,1136.0,969.0,902.0,917.0,883.0,833.0,730.0,1438.0
24019,24,San Luis Potosí,019,Lagunillas,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,5805.0,2967.0,2838.0,413.0,425.0,461.0,449.0,376.0,335.0,331.0,313.0,289.0,287.0,297.0,307.0,320.0,1202.0
24020,24,San Luis Potosí,020,Matehuala,43.0,116.0,10.0,60.0,96.0,16.0,50.0,6772.89,15024.0,832.0,105119.0,54040.0,51079.0,9563.0,9211.0,8958.0,9046.0,9130.0,9013.0,8199.0,7402.0,6873.0,6424.0,5453.0,4339.0,3395.0,8113.0
24021,24,San Luis Potosí,021,Mexquitic de Carmona,0.0,18.0,0.0,4.0,4.0,1.0,0.0,,,,59793.0,31194.0,28599.0,5601.0,5483.0,5711.0,5895.0,5552.0,4982.0,4351.0,3812.0,3434.0,3198.0,2726.0,2233.0,1877.0,4938.0
24022,24,San Luis Potosí,022,Moctezuma,5.0,20.0,1.0,10.0,9.0,0.0,6.0,,,,20423.0,10636.0,9787.0,1887.0,1849.0,1968.0,1935.0,1634.0,1407.0,1314.0,1234.0,1164.0,1109.0,994.0,885.0,781.0,2262.0
24023,24,San Luis Potosí,023,Rayón,4.0,14.0,1.0,14.0,6.0,1.0,3.0,,,,16419.0,8429.0,7990.0,1421.0,1324.0,1370.0,1405.0,1286.0,1138.0,972.0,840.0,779.0,793.0,824.0,838.0,815.0,2614.0
24024,24,San Luis Potosí,024,Rioverde,44.0,319.0,18.0,83.0,122.0,4.0,52.0,,,,99583.0,51329.0,48254.0,8344.0,8125.0,8491.0,8807.0,8580.0,8055.0,6944.0,5944.0,5507.0,5529.0,5302.0,4763.0,4055.0,11137.0
24025,24,San Luis Potosí,025,Salinas,10.0,28.0,1.0,16.0,36.0,2.0,3.0,3231.97,41138.0,2434.0,33443.0,17355.0,16088.0,3550.0,3414.0,3326.0,3115.0,2768.0,2633.0,2465.0,2151.0,1886.0,1714.0,1476.0,1271.0,1095.0,2579.0
24026,24,San Luis Potosí,026,San Antonio,2.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,9781.0,4791.0,4990.0,808.0,950.0,1089.0,1070.0,819.0,627.0,546.0,487.0,502.0,556.0,539.0,494.0,428.0,866.0
24027,24,San Luis Potosí,027,San Ciro de Acosta,6.0,38.0,1.0,6.0,16.0,0.0,3.0,,,,10863.0,5624.0,5239.0,930.0,856.0,891.0,913.0,819.0,716.0,663.0,614.0,561.0,538.0,512.0,498.0,502.0,1850.0
24028,24,San Luis Potosí,028,San Luis Potosí,563.0,1795.0,203.0,473.0,815.0,105.0,740.0,8987.91,393729.0,43055.0,875955.0,452405.0,423550.0,65803.0,66329.0,70037.0,77010.0,81431.0,78475.0,68518.0,62191.0,59848.0,58478.0,51521.0,41644.0,31954.0,62716.0
24029,24,San Luis Potosí,029,San Martín Chalchicuautla,1.0,6.0,0.0,0.0,5.0,0.0,2.0,1727.17,12828.0,,22141.0,11147.0,10994.0,1508.0,1959.0,2263.0,1979.0,1330.0,1122.0,1220.0,1231.0,1255.0,1342.0,1349.0,1309.0,1225.0,3049.0
24030,24,San Luis Potosí,030,San Nicolás Tolentino,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,5405.0,2847.0,2558.0,323.0,367.0,431.0,445.0,363.0,290.0,273.0,270.0,278.0,291.0,295.0,315.0,316.0,1148.0
24031,24,San Luis Potosí,031,Santa Catarina,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2110.19,28455.0,1355.0,12339.0,6343.0,5996.0,1382.0,1467.0,1433.0,1243.0,986.0,854.0,735.0,587.0,506.0,526.0,558.0,540.0,446.0,1076.0
24032,24,San Luis Potosí,032,Santa María del Río,30.0,85.0,8.0,19.0,30.0,5.0,12.0,,,,41952.0,21961.0,19991.0,3793.0,3830.0,4040.0,4112.0,3751.0,3276.0,2825.0,2469.0,2234.0,2140.0,1982.0,1787.0,1569.0,4144.0
24033,24,San Luis Potosí,033,Santo Domingo,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3266.33,20088.0,,12639.0,6360.0,6279.0,1060.0,1073.0,1113.0,1041.0,860.0,805.0,873.0,868.0,772.0,707.0,661.0,637.0,616.0,1553.0
24034,24,San Luis Potosí,034,San Vicente Tancuayalab,14.0,15.0,1.0,3.0,14.0,0.0,2.0,4688.83,17910.0,995.0,15570.0,7800.0,7770.0,1198.0,1325.0,1423.0,1412.0,1210.0,1103.0,1067.0,1005.0,971.0,964.0,895.0,796.0,675.0,1526.0
24035,24,San Luis Potosí,035,Soledad de Graciano Sánchez,25.0,559.0,43.0,135.0,205.0,10.0,182.0,8476.52,140057.0,8682.0,333151.0,170636.0,162515.0,30629.0,29463.0,29069.0,28812.0,28727.0,30772.0,31446.0,28162.0,23219.0,19104.0,15549.0,12738.0,9701.0,15760.0
24036,24,San Luis Potosí,036,Tamasopo,36.0,32.0,8.0,11.0,26.0,0.0,10.0,,,,31805.0,15759.0,16046.0,2789.0,2776.0,2832.0,2763.0,2503.0,2324.0,2083.0,1816.0,1716.0,1794.0,1777.0,1683.0,1489.0,3460.0
24037,24,San Luis Potosí,037,Tamazunchale,51.0,69.0,6.0,27.0,65.0,2.0,39.0,2286.17,3060.0,510.0,100795.0,50849.0,49946.0,9103.0,9753.0,10233.0,9630.0,8207.0,7483.0,6900.0,6085.0,5538.0,5408.0,5033.0,4596.0,4055.0,8771.0
24038,24,San Luis Potosí,038,Tampacán,2.0,9.0,1.0,2.0,3.0,0.0,2.0,,,,16208.0,8039.0,8169.0,1139.0,1382.0,1601.0,1516.0,1144.0,932.0,915.0,924.0,940.0,974.0,960.0,908.0,823.0,2050.0
24039,24,San Luis Potosí,039,Tampamolón Corona,2.0,7.0,0.0,2.0,3.0,0.0,1.0,3135.47,15150.0,,16164.0,8168.0,7996.0,1379.0,1568.0,1673.0,1539.0,1215.0,1070.0,998.0,890.0,863.0,916.0,897.0,823.0,712.0,1621.0
24040,24,San Luis Potosí,040,Tamuín,18.0,50.0,10.0,25.0,51.0,1.0,17.0,,,,40969.0,20737.0,20232.0,3597.0,3568.0,3723.0,3610.0,3193.0,3015.0,2883.0,2650.0,2516.0,2487.0,2316.0,2100.0,1764.0,3547.0
24041,24,San Luis Potosí,041,Tanlajás,3.0,15.0,0.0,5.0,9.0,1.0,1.0,,,,20664.0,10228.0,10436.0,1762.0,2124.0,2348.0,2114.0,1587.0,1361.0,1308.0,1211.0,1141.0,1113.0,1013.0,911.0,802.0,1869.0
24042,24,San Luis Potosí,042,Tanquián de Escobedo,9.0,29.0,3.0,13.0,25.0,1.0,3.0,,,,15979.0,8166.0,7813.0,1250.0,1350.0,1450.0,1392.0,1163.0,1058.0,1035.0,1008.0,1017.0,1037.0,935.0,804.0,706.0,1774.0
24043,24,San Luis Potosí,043,Tierra Nueva,3.0,25.0,4.0,3.0,8.0,1.0,0.0,,,,9625.0,5121.0,4504.0,811.0,888.0,987.0,972.0,783.0,621.0,543.0,503.0,478.0,455.0,430.0,437.0,428.0,1289.0
24044,24,San Luis Potosí,044,Vanegas,3.0,5.0,0.0,7.0,2.0,0.0,1.0,,,,8071.0,4003.0,4068.0,797.0,744.0,732.0,727.0,667.0,597.0,526.0,484.0,481.0,484.0,423.0,346.0,291.0,772.0
24045,24,San Luis Potosí,045,Venado,7.0,26.0,2.0,11.0,12.0,1.0,4.0,,,,15296.0,7790.0,7506.0,1220.0,1325.0,1338.0,1261.0,1064.0,970.0,994.0,993.0,963.0,956.0,892.0,782.0,656.0,1882.0
24046,24,San Luis Potosí,046,Villa de Arriaga,1.0,12.0,3.0,5.0,9.0,0.0,4.0,4404.25,37100.0,1325.0,18758.0,9457.0,9301.0,1961.0,1866.0,1806.0,1727.0,1619.0,1543.0,1396.0,1204.0,1027.0,903.0,800.0,730.0,631.0,1545.0
24047,24,San Luis Potosí,047,Villa de Guadalupe,2.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,10270.0,5133.0,5137.0,894.0,866.0,875.0,816.0,700.0,658.0,657.0,623.0,586.0,569.0,529.0,493.0,471.0,1533.0
24048,24,San Luis Potosí,048,Villa de la Paz,4.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,5631.0,2800.0,2831.0,504.0,473.0,452.0,451.0,454.0,463.0,441.0,396.0,357.0,329.0,292.0,259.0,218.0,542.0
24049,24,San Luis Potosí,049,Villa de Ramos,6.0,24.0,1.0,20.0,21.0,0.0,1.0,3167.74,23274.0,,39169.0,20131.0,19038.0,4068.0,3913.0,3853.0,3628.0,3198.0,2989.0,2828.0,2556.0,2273.0,2022.0,1750.0,1550.0,1301.0,3240.0
24050,24,San Luis Potosí,050,Villa de Reyes,6.0,37.0,10.0,17.0,32.0,4.0,15.0,,,,51861.0,26055.0,25806.0,5431.0,5040.0,5013.0,5023.0,4893.0,4589.0,4000.0,3374.0,2854.0,2553.0,2212.0,1887.0,1573.0,3419.0
24051,24,San Luis Potosí,051,Villa Hidalgo,3.0,10.0,1.0,4.0,7.0,2.0,2.0,,,,15626.0,7889.0,7737.0,1273.0,1271.0,1267.0,1253.0,1190.0,1129.0,1052.0,983.0,930.0,890.0,792.0,700.0,644.0,2252.0
24052,24,San Luis Potosí,052,Villa Juárez,5.0,15.0,0.0,4.0,12.0,0.0,3.0,,,,10675.0,5414.0,5261.0,917.0,794.0,771.0,799.0,791.0,749.0,661.0,581.0,547.0,567.0,568.0,538.0,515.0,1877.0
24053,24,San Luis Potosí,053,Axtla de Terrazas,13.0,37.0,2.0,20.0,23.0,0.0,15.0,,,,39176.0,19816.0,19360.0,3274.0,3658.0,3873.0,3595.0,2935.0,2646.0,2575.0,2412.0,2269.0,2255.0,2134.0,1962.0,1754.0,3834.0
