cve_ent_mun,cve_ent,entidad,cve_mun,municipio,alimentos_carta_y_comida_corrida,antojitos,pescados_y_mariscos,comida_rapida,tacos_tortas,autoservicio,otro_tipo_para_llevar,ing_lab,ocupados,desocupados,pob,pob_muj,pob_hom,pob_0_4,pob_5_9,pob_10_14,pob_15_19,pob_20_24,pob_25_29,pob_30_34,pob_35_39,pob_40_44,pob_45_49,pob_50_54,pob_55_59,pob_60_64,pob_65_more
14055,14,Jalisco,055,Magdalena,7.0,32.0,3.0,10.0,29.0,1.0,3.0,,,,24348.0,12172.0,12176.0,2312.0,2316.0,2362.0,2325.0,2042.0,1803.0,1642.0,1519.0,1424.0,1329.0,1166.0,1032.0,881.0,2195.0
14056,14,Jalisco,056,Santa María del Oro,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2217.0,1102.0,1115.0,150.0,182.0,217.0,202.0,148.0,119.0,128.0,148.0,154.0,147.0,117.0,90.0,80.0,335.0
14057,14,Jalisco,057,La Manzanilla de la Paz,4.0,6.0,2.0,4.0,10.0,0.0,1.0,,,,4066.0,2108.0,1958.0,284.0,295.0,324.0,334.0,312.0,291.0,259.0,235.0,239.0,255.0,243.0,219.0,199.0,577.0
14058,14,Jalisco,058,Mascota,17.0,12.0,3.0,13.0,38.0,0.0,8.0,6686.91,16434.0,,15797.0,8028.0,7769.0,1180.0,1261.0,1325.0,1312.0,1142.0,1039.0,1024.0,992.0,946.0,942.0,881.0,779.0,703.0,2271.0
14059,14,Jalisco,059,Mazamitla,26.0,28.0,2.0,16.0,25.0,0.0,13.0,6206.09,21206.0,,15127.0,7864.0,7263.0,1354.0,1381.0,1360.0,1322.0,1247.0,1191.0,1090.0,977.0,905.0,897.0,812.0,662.0,543.0,1386.0
14060,14,Jalisco,060,Mexticacán,2.0,3.0,2.0,1.0,15.0,0.0,0.0,,,,5454.0,2940.0,2514.0,397.0,401.0,414.0,400.0,348.0,337.0,342.0,339.0,347.0,363.0,337.0,296.0,278.0,855.0
14061,14,Jalisco,061,Mezquitic,7.0,20.0,1.0,1.0,11.0,1.0,1.0,,,,20988.0,10792.0,10196.0,2897.0,2709.0,2487.0,2142.0,1702.0,1440.0,1261.0,1064.0,923.0,865.0,761.0,645.0,540.0,1552.0
14062,14,Jalisco,062,Mixtlán,3.0,5.0,1.0,2.0,6.0,0.0,2.0,,,,3801.0,1887.0,1914.0,292.0,292.0,307.0,311.0,278.0,256.0,245.0,235.0,235.0,241.0,210.0,171.0,156.0,572.0
14063,14,Jalisco,063,Ocotlán,36.0,105.0,31.0,64.0,277.0,8.0,37.0,7750.38,48750.0,1875.0,106942.0,54318.0,52624.0,8724.0,9304.0,9598.0,9692.0,9202.0,8483.0,7881.0,7527.0,6979.0,6448.0,5746.0,4994.0,4090.0,8274.0
14064,14,Jalisco,064,Ojuelos de Jalisco,13.0,60.0,13.0,22.0,40.0,3.0,3.0,6189.2,27270.0,,34342.0,17586.0,16756.0,3518.0,3650.0,3721.0,3455.0,2965.0,2656.0,2418.0,2122.0,1815.0,1618.0,1411.0,1215.0,1057.0,2721.0
14065,14,Jalisco,065,Pihuamo,2.0,13.0,2.0,4.0,26.0,1.0,8.0,,,,12084.0,5995.0,6089.0,923.0,866.0,948.0,996.0,917.0,799.0,709.0,697.0,741.0,782.0,720.0,625.0,571.0,1790.0
14066,14,Jalisco,066,Poncitlán,22.0,35.0,17.0,20.0,123.0,0.0,4.0,,,,55675.0,28190.0,27485.0,6151.0,5889.0,5787.0,5460.0,4826.0,4281.0,3729.0,3300.0,3041.0,2855.0,2506.0,2121.0,1730.0,3999.0
14067,14,Jalisco,067,Puerto Vallarta,502.0,279.0,227.0,208.0,783.0,52.0,77.0,7565.58,105963.0,10193.0,302720.0,149541.0,153179.0,24582.0,25706.0,26106.0,27005.0,27687.0,27876.0,26275.0,23831.0,21425.0,19160.0,15564.0,12238.0,9434.0,15831.0
14068,14,Jalisco,068,Villa Purificación,9.0,13.0,7.0,8.0,11.0,0.0,0.0,,,,11731.0,5650.0,6081.0,926.0,986.0,1072.0,1053.0,869.0,720.0,660.0,645.0,643.0,665.0,653.0,599.0,551.0,1689.0
14069,14,Jalisco,069,Quitupan,4.0,2.0,0.0,1.0,4.0,0.0,1.0,,,,8844.0,4662.0,4182.0,637.0,633.0,683.0,688.0,612.0,570.0,564.0,543.0,504.0,491.0,482.0,475.0,472.0,1490.0
14070,14,Jalisco,070,El Salto,60.0,103.0,26.0,91.0,222.0,4.0,32.0,6784.22,47245.0,4090.0,203385.0,102142.0,101243.0,20840.0,21392.0,20797.0,19562.0,17760.0,17040.0,16680.0,15357.0,13155.0,11267.0,9170.0,6919.0,4916.0,8530.0
14071,14,Jalisco,071,San Cristóbal de la Barranca,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,3164.0,1587.0,1577.0,246.0,251.0,283.0,291.0,252.0,217.0,191.0,185.0,186.0,187.0,175.0,158.0,146.0,396.0
14072,14,Jalisco,072,San Diego de Alejandría,4.0,12.0,8.0,4.0,20.0,0.0,2.0,,,,7779.0,4024.0,3755.0,720.0,747.0,758.0,705.0,633.0,613.0,590.0,507.0,414.0,372.0,349.0,324.0,291.0,756.0
14073,14,Jalisco,073,San Juan de los Lagos,36.0,130.0,41.0,51.0,108.0,3.0,22.0,6235.28,40212.0,4468.0,74929.0,37700.0,37229.0,7136.0,7048.0,6998.0,6871.0,6619.0,6467.0,5927.0,5092.0,4453.0,4106.0,3594.0,3049.0,2505.0,5064.0
14074,14,Jalisco,074,San Julián,6.0,16.0,4.0,10.0,18.0,0.0,4.0,6418.3,7500.0,750.0,17171.0,9001.0,8170.0,1458.0,1357.0,1441.0,1524.0,1478.0,1404.0,1265.0,1122.0,1055.0,1033.0,930.0,799.0,686.0,1619.0
14075,14,Jalisco,075,San Marcos,3.0,1.0,0.0,4.0,7.0,0.0,0.0,,,,4086.0,2018.0,2068.0,329.0,363.0,387.0,365.0,306.0,272.0,266.0,259.0,242.0,233.0,217.0,192.0,167.0,488.0
14076,14,Jalisco,076,San Martín de Bolaños,2.0,3.0,1.0,2.0,5.0,0.0,1.0,,,,3259.0,1627.0,1632.0,279.0,274.0,299.0,305.0,274.0,236.0,204.0,186.0,180.0,172.0,150.0,136.0,127.0,437.0
14077,14,Jalisco,077,San Martín Hidalgo,5.0,33.0,10.0,19.0,55.0,1.0,4.0,,,,29799.0,15253.0,14546.0,2337.0,2382.0,2398.0,2335.0,2101.0,1987.0,1972.0,1907.0,1784.0,1738.0,1679.0,1568.0,1422.0,4189.0
14078,14,Jalisco,078,San Miguel el Alto,25.0,47.0,13.0,16.0,58.0,4.0,10.0,,,,35434.0,18141.0,17293.0,3018.0,3104.0,3263.0,3296.0,3068.0,2825.0,2467.0,2136.0,2037.0,2073.0,1905.0,1628.0,1378.0,3236.0
14079,14,Jalisco,079,Gómez Farías,0.0,15.0,2.0,7.0,36.0,1.0,5.0,,,,15486.0,7984.0,7502.0,1334.0,1330.0,1319.0,1363.0,1397.0,1350.0,1191.0,1032.0,907.0,839.0,765.0,681.0,581.0,1397.0
14080,14,Jalisco,080,San Sebastián del Oeste,9.0,4.0,0.0,0.0,2.0,0.0,1.0,,,,5991.0,2841.0,3150.0,402.0,453.0,503.0,499.0,409.0,344.0,329.0,345.0,379.0,409.0,374.0,311.0,282.0,952.0
14081,14,Jalisco,081,Santa María de los Ángeles,3.0,4.0,0.0,2.0,4.0,0.0,0.0,,,,3417.0,1794.0,1623.0,237.0,262.0,292.0,274.0,211.0,181.0,190.0,202.0,202.0,199.0,181.0,156.0,152.0,678.0
14082,14,Jalisco,082,Sayula,22.0,39.0,7.0,29.0,80.0,3.0,21.0,,,,39693.0,20560.0,19133.0,3588.0,3523.0,3439.0,3375.0,3222.0,3144.0,2978.0,2730.0,2524.0,2370.0,2110.0,1804.0,1431.0,3455.0
14083,14,Jalisco,083,Tala,29.0,64.0,13.0,61.0,163.0,5.0,19.0,6920.66,43008.0,,86930.0,43753.0,43177.0,7823.0,8446.0,8234.0,7496.0,6881.0,7059.0,7014.0,6387.0,5656.0,4997.0,4223.0,3576.0,2890.0,6248.0
14084,14,Jalisco,084,Talpa de Allende,23.0,16.0,7.0,11.0,25.0,1.0,3.0,,,,16172.0,8027.0,8145.0,1253.0,1398.0,1537.0,1466.0,1233.0,1117.0,1057.0,970.0,915.0,922.0,876.0,770.0,672.0,1986.0
14085,14,Jalisco,085,Tamazula de Gordiano,17.0,24.0,6.0,15.0,46.0,1.0,12.0,,,,41484.0,21189.0,20295.0,3087.0,3123.0,3269.0,3397.0,3218.0,2992.0,2754.0,2611.0,2584.0,2594.0,2426.0,2226.0,2002.0,5201.0
14086,14,Jalisco,086,Tapalpa,23.0,16.0,0.0,9.0,29.0,1.0,1.0,,,,20831.0,10622.0,10209.0,2253.0,2096.0,2062.0,2009.0,1860.0,1732.0,1561.0,1342.0,1160.0,1064.0,925.0,742.0,585.0,1440.0
14087,14,Jalisco,087,Tecalitlán,3.0,18.0,2.0,10.0,37.0,0.0,5.0,,,,17839.0,9111.0,8728.0,1471.0,1494.0,1546.0,1568.0,1444.0,1294.0,1159.0,1060.0,1005.0,1019.0,960.0,838.0,766.0,2215.0
14088,14,Jalisco,088,Tecolotlán,14.0,18.0,5.0,11.0,33.0,0.0,1.0,,,,18675.0,9331.0,9344.0,1570.0,1576.0,1568.0,1510.0,1379.0,1332.0,1287.0,1217.0,1150.0,1095.0,964.0,842.0,778.0,2407.0
14089,14,Jalisco,089,Techaluta de Montenegro,2.0,5.0,1.0,0.0,4.0,0.0,0.0,,,,4047.0,2053.0,1994.0,344.0,336.0,318.0,326.0,327.0,318.0,290.0,250.0,217.0,210.0,204.0,190.0,172.0,545.0
14090,14,Jalisco,090,Tenamaxtlán,5.0,6.0,2.0,7.0,10.0,1.0,2.0,,,,7545.0,3762.0,3783.0,572.0,601.0,640.0,616.0,534.0,479.0,451.0,460.0,481.0,474.0,405.0,349.0,338.0,1145.0
14091,14,Jalisco,091,Teocaltiche,8.0,68.0,9.0,15.0,60.0,0.0,6.0,7610.1,19894.0,,44595.0,23319.0,21276.0,4021.0,4173.0,4114.0,3824.0,3393.0,3212.0,3095.0,2917.0,2693.0,2491.0,2194.0,1957.0,1799.0,4712.0
14092,14,Jalisco,092,Teocuitatlán de Corona,3.0,7.0,2.0,3.0,7.0,0.0,1.0,,,,11256.0,5720.0,5536.0,846.0,846.0,871.0,838.0,765.0,736.0,721.0,703.0,682.0,678.0,648.0,601.0,556.0,1765.0
14093,14,Jalisco,093,Tepatitlán de Morelos,86.0,97.0,70.0,76.0,187.0,9.0,17.0,7466.01,92745.0,2862.0,152249.0,77432.0,74817.0,13266.0,13777.0,14069.0,13943.0,13407.0,12871.0,11544.0,10268.0,9545.0,8963.0,7498.0,6090.0,5207.0,11801.0
14094,14,Jalisco,094,Tequila,42.0,86.0,18.0,42.0,122.0,5.0,12.0,,,,45080.0,22669.0,22411.0,4286.0,4540.0,4637.0,4325.0,3749.0,3427.0,3236.0,2995.0,2691.0,2439.0,2128.0,1804.0,1474.0,3349.0
14095,14,Jalisco,095,Teuchitlán,2.0,8.0,0.0,7.0,31.0,0.0,5.0,,,,10459.0,5324.0,5135.0,800.0,862.0,895.0,867.0,760.0,717.0,731.0,705.0,662.0,624.0,551.0,504.0,484.0,1297.0
14096,14,Jalisco,096,Tizapán el Alto,6.0,21.0,5.0,6.0,37.0,0.0,4.0,5978.95,12138.0,,22738.0,11642.0,11096.0,2074.0,2059.0,2045.0,1939.0,1690.0,1564.0,1558.0,1488.0,1360.0,1304.0,1209.0,1043.0,877.0,2528.0
14097,14,Jalisco,097,Tlajomulco de Zúñiga,148.0,332.0,88.0,269.0,633.0,38.0,89.0,7546.5,284161.0,10375.0,659547.0,332394.0,327153.0,73563.0,73634.0,65185.0,54842.0,51675.0,60625.0,66357.0,58456.0,44932.0,33472.0,24129.0,17812.0,13018.0,21847.0
14098,14,Jalisco,098,Tlaquepaque,201.0,541.0,112.0,341.0,884.0,44.0,164.0,7200.26,298988.0,23510.0,715140.0,359147.0,355993.0,62774.0,66209.0,65675.0,64251.0,61764.0,61548.0,59940.0,55192.0,48608.0,42705.0,35798.0,28890.0,21834.0,39952.0
14099,14,Jalisco,099,Tolimán,1.0,4.0,1.0,4.0,6.0,0.0,3.0,,,,11037.0,5558.0,5479.0,1005.0,950.0,988.0,991.0,891.0,808.0,724.0,627.0,580.0,599.0,582.0,517.0,451.0,1324.0
14100,14,Jalisco,100,Tomatlán,23.0,32.0,15.0,32.0,88.0,1.0,5.0,5588.21,39832.0,,38193.0,18617.0,19576.0,3485.0,3554.0,3667.0,3468.0,2945.0,2712.0,2575.0,2352.0,2231.0,2258.0,2101.0,1807.0,1517.0,3521.0
14101,14,Jalisco,101,Tonalá,100.0,331.0,95.0,236.0,625.0,26.0,114.0,7749.23,236224.0,17387.0,583708.0,291655.0,292053.0,55382.0,55941.0,55843.0,54462.0,52330.0,51670.0,48616.0,44099.0,40236.0,36234.0,28542.0,21039.0,14968.0,24346.0
14102,14,Jalisco,102,Tonaya,5.0,7.0,0.0,5.0,14.0,0.0,0.0,,,,6482.0,3306.0,3176.0,512.0,479.0,432.0,448.0,492.0,531.0,495.0,409.0,356.0,356.0,349.0,329.0,303.0,991.0
14103,14,Jalisco,103,Tonila,6.0,3.0,2.0,7.0,17.0,1.0,5.0,,,,8510.0,4266.0,4244.0,653.0,685.0,708.0,713.0,640.0,581.0,557.0,552.0,553.0,562.0,508.0,432.0,379.0,987.0
14104,14,Jalisco,104,Totatiche,1.0,3.0,0.0,1.0,3.0,0.0,0.0,,,,4746.0,2384.0,2362.0,335.0,324.0,353.0,364.0,326.0,294.0,283.0,273.0,265.0,262.0,253.0,234.0,225.0,955.0
14105,14,Jalisco,105,Tototlán,7.0,22.0,7.0,11.0,30.0,2.0,4.0,5779.6,28805.0,823.0,24935.0,12612.0,12323.0,2267.0,2328.0,2290.0,2148.0,1926.0,1836.0,1807.0,1734.0,1578.0,1386.0,1168.0,1038.0,943.0,2486.0
14106,14,Jalisco,106,Tuxcacuesco,0.0,8.0,0.0,1.0,2.0,0.0,0.0,,,,4683.0,2289.0,2394.0,411.0,365.0,342.0,369.0,397.0,395.0,340.0,267.0,222.0,217.0,226.0,229.0,220.0,683.0
14107,14,Jalisco,107,Tuxcueca,6.0,9.0,3.0,4.0,9.0,1.0,3.0,,,,6726.0,3470.0,3256.0,642.0,642.0,593.0,548.0,513.0,504.0,468.0,412.0,363.0,339.0,331.0,315.0,273.0,783.0
14108,14,Jalisco,108,Tuxpan,18.0,55.0,3.0,21.0,51.0,0.0,7.0,,,,37553.0,19339.0,18214.0,3208.0,3229.0,3217.0,3228.0,3110.0,2937.0,2683.0,2389.0,2183.0,2203.0,2113.0,1875.0,1577.0,3601.0
14109,14,Jalisco,109,Unión de San Antonio,2.0,23.0,4.0,10.0,24.0,0.0,3.0,,,,19430.0,10036.0,9394.0,1750.0,1847.0,1863.0,1788.0,1615.0,1503.0,1398.0,1250.0,1115.0,1029.0,908.0,797.0,701.0,1866.0
14110,14,Jalisco,110,Unión de Tula,14.0,13.0,2.0,13.0,37.0,0.0,1.0,,,,14543.0,7504.0,7039.0,1163.0,1118.0,1127.0,1167.0,1108.0,1003.0,911.0,864.0,870.0,890.0,820.0,728.0,655.0,2119.0
14111,14,Jalisco,111,Valle de Guadalupe,3.0,7.0,1.0,8.0,13.0,0.0,0.0,,,,7562.0,3790.0,3772.0,680.0,650.0,648.0,653.0,631.0,609.0,556.0,493.0,444.0,424.0,386.0,332.0,280.0,776.0
14112,14,Jalisco,112,Valle de Juárez,3.0,6.0,2.0,4.0,9.0,0.0,4.0,,,,5944.0,3049.0,2895.0,448.0,460.0,461.0,456.0,431.0,400.0,369.0,359.0,359.0,375.0,359.0,334.0,310.0,823.0
14113,14,Jalisco,113,San Gabriel,4.0,7.0,0.0,3.0,13.0,0.0,3.0,,,,17593.0,8964.0,8629.0,1570.0,1441.0,1388.0,1431.0,1468.0,1452.0,1282.0,1091.0,998.0,972.0,901.0,821.0,726.0,2052.0
14114,14,Jalisco,114,Villa Corona,6.0,24.0,3.0,13.0,28.0,0.0,6.0,,,,19335.0,9782.0,9553.0,1669.0,1664.0,1571.0,1554.0,1508.0,1467.0,1345.0,1180.0,1124.0,1145.0,1061.0,941.0,822.0,2284.0
14115,14,Jalisco,115,Villa Guerrero,4.0,7.0,2.0,2.0,6.0,0.0,2.0,4448.12,6072.0,,5935.0,3010.0,2925.0,557.0,535.0,512.0,491.0,443.0,411.0,369.0,311.0,272.0,275.0,276.0,259.0,248.0,976.0
14116,14,Jalisco,116,Villa Hidalgo,15.0,43.0,6.0,14.0,44.0,1.0,10.0,6567.94,28152.0,,22028.0,11371.0,10657.0,2089.0,2191.0,2145.0,1968.0,1731.0,1639.0,1613.0,1517.0,1380.0,1264.0,1071.0,885.0,739.0,1796.0
14117,14,Jalisco,117,Cañadas de Obregón,3.0,3.0,1.0,2.0,4.0,0.0,1.0,,,,4486.0,2289.0,2197.0,339.0,324.0,323.0,328.0,320.0,305.0,281.0,260.0,259.0,268.0,258.0,242.0,237.0,742.0
14118,14,Jalisco,118,Yahualica de González Gallo,12.0,30.0,11.0,16.0,46.0,5.0,1.0,,,,24072.0,12553.0,11519.0,1772.0,1922.0,1936.0,1870.0,1709.0,1621.0,1565.0,1535.0,1547.0,1544.0,1386.0,1222.0,1134.0,3309.0
14119,14,Jalisco,119,Zacoalco de Torres,13.0,18.0,8.0,13.0,79.0,2.0,6.0,,,,30713.0,15465.0,15248.0,2603.0,2612.0,2647.0,2613.0,2428.0,2297.0,2140.0,1959.0,1842.0,1778.0,1589.0,1372.0,1185.0,3648.0
14120,14,Jalisco,120,Zapopan,885.0,770.0,345.0,704.0,1888.0,192.0,407.0,8245.81,411492.0,23698.0,1446244.0,734640.0,711604.0,110952.0,114510.0,118435.0,127078.0,133078.0,130465.0,117817.0,105822.0,97515.0,93385.0,83231.0,68464.0,52743.0,92749.0
14121,14,Jalisco,121,Zapotiltic,9.0,40.0,3.0,11.0,35.0,1.0,5.0,,,,31557.0,16090.0,15467.0,2477.0,2497.0,2571.0,2684.0,2657.0,2479.0,2197.0,2029.0,1956.0,1922.0,1772.0,1572.0,1353.0,3391.0
14122,14,Jalisco,122,Zapotitlán de Vadillo,4.0,2.0,1.0,5.0,9.0,0.0,0.0,,,,7545.0,3754.0,3791.0,659.0,706.0,725.0,678.0,580.0,531.0,487.0,428.0,379.0,358.0,345.0,333.0,312.0,1024.0
14123,14,Jalisco,123,Zapotlán del Rey,2.0,5.0,2.0,6.0,36.0,0.0,2.0,,,,19519.0,9784.0,9735.0,1787.0,1767.0,1765.0,1718.0,1582.0,1502.0,1415.0,1289.0,1171.0,1097.0,957.0,829.0,744.0,1896.0
14124,14,Jalisco,124,Zapotlanejo,42.0,44.0,19.0,25.0,104.0,2.0,13.0,5614.58,28992.0,1208.0,73099.0,37013.0,36086.0,6637.0,6851.0,6927.0,6814.0,6280.0,5866.0,5439.0,4987.0,4576.0,4173.0,3485.0,2864.0,2434.0,5766.0
14125,14,Jalisco,125,San Ignacio Cerro Gordo,5.0,11.0,3.0,11.0,28.0,0.0,1.0,5348.75,14940.0,747.0,20385.0,10493.0,9892.0,1968.0,2072.0,2050.0,1816.0,1580.0,1555.0,1523.0,1389.0,1224.0,1126.0,974.0,800.0,682.0,1626.0
15001,15,México,001,Acambay,5.0,22.0,4.0,17.0,33.0,0.0,15.0,,,,70172.0,36140.0,34032.0,6371.0,6973.0,7281.0,6824.0,5707.0,5068.0,4786.0,4363.0,3936.0,3684.0,3213.0,2775.0,2504.0,6687.0
15002,15,México,002,Acolman,39.0,134.0,13.0,89.0,106.0,4.0,142.0,4617.34,206714.0,8452.0,190073.0,94805.0,95268.0,15907.0,16420.0,16680.0,16340.0,15651.0,16110.0,16577.0,15830.0,13951.0,11877.0,9670.0,7894.0,6084.0,11082.0
15003,15,México,003,Aculco,17.0,11.0,1.0,8.0,18.0,0.0,8.0,,,,52742.0,26699.0,26043.0,4687.0,5006.0,5171.0,4957.0,4451.0,4214.0,3899.0,3358.0,2934.0,2768.0,2541.0,2258.0,1888.0,4610.0
15004,15,México,004,Almoloya de Alquisiras,8.0,3.0,0.0,6.0,17.0,0.0,7.0,,,,15708.0,8188.0,7520.0,1402.0,1560.0,1664.0,1534.0,1216.0,1055.0,1010.0,919.0,852.0,863.0,812.0,700.0,584.0,1537.0
15005,15,México,005,Almoloya de Juárez,8.0,50.0,4.0,47.0,58.0,1.0,35.0,5333.93,63100.0,2376.0,190877.0,96379.0,94498.0,18796.0,18430.0,17881.0,17423.0,17081.0,17216.0,16099.0,13988.0,12039.0,10629.0,8737.0,6838.0,5173.0,10547.0
15006,15,México,006,Almoloya del Río,1.0,6.0,0.0,8.0,8.0,0.0,7.0,,,,12314.0,6365.0,5949.0,1048.0,1040.0,1002.0,1020.0,1071.0,1093.0,975.0,808.0,731.0,751.0,702.0,577.0,446.0,1050.0
15007,15,México,007,Amanalco,4.0,3.0,2.0,6.0,11.0,0.0,6.0,5989.22,26838.0,,26082.0,13298.0,12784.0,2495.0,2518.0,2610.0,2606.0,2347.0,2125.0,1901.0,1634.0,1433.0,1335.0,1170.0,1001.0,856.0,2051.0
15008,15,México,008,Amatepec,10.0,13.0,0.0,9.0,21.0,2.0,14.0,,,,28601.0,14725.0,13876.0,2421.0,2382.0,2687.0,2679.0,2112.0,1672.0,1479.0,1353.0,1365.0,1541.0,1578.0,1521.0,1455.0,4356.0
15009,15,México,009,Amecameca,32.0,58.0,6.0,25.0,63.0,1.0,28.0,,,,54970.0,28399.0,26571.0,4301.0,4474.0,4619.0,4649.0,4517.0,4467.0,4332.0,3981.0,3596.0,3385.0,3023.0,2606.0,2176.0,4844.0
15010,15,México,010,Apaxco,20.0,28.0,5.0,15.0,23.0,2.0,39.0,5990.54,70746.0,1666.0,31891.0,16142.0,15749.0,2510.0,2604.0,2734.0,2814.0,2713.0,2568.0,2479.0,2415.0,2272.0,2092.0,1787.0,1468.0,1153.0,2282.0
15011,15,México,011,Atenco,6.0,42.0,1.0,28.0,35.0,0.0,39.0,6029.38,83193.0,7812.0,71122.0,35905.0,35217.0,6034.0,6361.0,6413.0,6358.0,5985.0,5788.0,5631.0,5369.0,4988.0,4480.0,3735.0,3091.0,2458.0,4431.0
15012,15,México,012,Atizapán,0.0,14.0,1.0,3.0,14.0,0.0,9.0,,,,12665.0,6508.0,6157.0,1247.0,1171.0,1089.0,1103.0,1152.0,1165.0,1039.0,874.0,781.0,747.0,662.0,525.0,386.0,724.0
15013,15,México,013,Atizapán de Zaragoza,166.0,396.0,43.0,220.0,381.0,37.0,353.0,5168.98,130922.0,47442.0,560994.0,288473.0,272521.0,36709.0,37702.0,38984.0,43429.0,47684.0,49224.0,45052.0,40406.0,39005.0,39883.0,38111.0,33979.0,27397.0,43429.0
15014,15,México,014,Atlacomulco,80.0,56.0,12.0,68.0,139.0,6.0,83.0,,,,108581.0,56448.0,52133.0,9813.0,10165.0,10447.0,10417.0,9796.0,9333.0,8495.0,7350.0,6555.0,6149.0,5276.0,4226.0,3279.0,7280.0
15015,15,México,015,Atlautla,3.0,16.0,0.0,13.0,21.0,0.0,8.0,4300.0,70902.0,,33040.0,16889.0,16151.0,2741.0,2742.0,2913.0,3036.0,2888.0,2654.0,2408.0,2182.0,2015.0,1954.0,1759.0,1439.0,1164.0,3145.0
15016,15,México,016,Axapusco,2.0,21.0,1.0,8.0,16.0,0.0,14.0,,,,30436.0,15307.0,15129.0,2493.0,2733.0,2772.0,2643.0,2424.0,2341.0,2278.0,2111.0,1953.0,1863.0,1608.0,1307.0,1084.0,2826.0
15017,15,México,017,Ayapango,2.0,3.0,0.0,1.0,4.0,0.0,1.0,,,,11268.0,5741.0,5527.0,969.0,974.0,973.0,971.0,939.0,928.0,894.0,821.0,755.0,698.0,599.0,506.0,407.0,834.0
15018,15,México,018,Calimaya,3.0,25.0,4.0,20.0,39.0,0.0,21.0,4911.22,39072.0,2699.0,61241.0,31341.0,29900.0,5423.0,5421.0,5252.0,5168.0,5154.0,5259.0,5146.0,4755.0,4254.0,3772.0,3105.0,2496.0,1953.0,4083.0
15019,15,México,019,Capulhuac,10.0,648.0,4.0,21.0,65.0,0.0,10.0,,,,38546.0,19814.0,18732.0,3298.0,3300.0,3338.0,3405.0,3363.0,3254.0,2976.0,2689.0,2489.0,2387.0,2108.0,1738.0,1376.0,2825.0
15020,15,México,020,Coacalco de Berriozábal,117.0,270.0,29.0,133.0,229.0,31.0,221.0,7732.91,100042.0,25819.0,312389.0,161876.0,150513.0,18877.0,20395.0,22262.0,24419.0,25143.0,24762.0,23330.0,23062.0,24194.0,25176.0,22900.0,18875.0,14657.0,24337.0
15021,15,México,021,Coatepec Harinas,11.0,24.0,5.0,19.0,44.0,0.0,11.0,4861.52,76776.0,,42133.0,21830.0,20303.0,4515.0,4335.0,4313.0,4156.0,3706.0,3285.0,2813.0,2404.0,2196.0,2173.0,2011.0,1670.0,1298.0,3258.0
15022,15,México,022,Cocotitlán,2.0,4.0,0.0,6.0,12.0,0.0,5.0,,,,15587.0,7970.0,7617.0,1191.0,1245.0,1299.0,1296.0,1246.0,1230.0,1228.0,1177.0,1105.0,1050.0,901.0,719.0,558.0,1342.0
15023,15,México,023,Coyotepec,12.0,11.0,3.0,14.0,16.0,1.0,17.0,,,,44468.0,22449.0,22019.0,4103.0,4007.0,3905.0,3951.0,3982.0,3914.0,3552.0,3141.0,2873.0,2696.0,2272.0,1782.0,1398.0,2892.0
15024,15,México,024,Cuautitlán,60.0,119.0,16.0,65.0,135.0,9.0,101.0,17080.0,15617.0,10438.0,177731.0,89879.0,87852.0,13671.0,14516.0,14947.0,14417.0,13534.0,14497.0,16389.0,16964.0,15715.0,13237.0,9817.0,7058.0,4915.0,8054.0
15025,15,México,025,Chalco,72.0,272.0,26.0,160.0,265.0,16.0,211.0,6288.06,156551.0,28254.0,405488.0,207009.0,198479.0,33786.0,35062.0,37020.0,37170.0,35292.0,34408.0,33579.0,31242.0,28430.0,26560.0,22448.0,17373.0,12691.0,20427.0
15026,15,México,026,Chapa de Mota,0.0,3.0,0.0,7.0,11.0,0.0,8.0,4634.5,51648.0,1614.0,30663.0,15623.0,15040.0,3028.0,2975.0,2955.0,2904.0,2771.0,2664.0,2351.0,1908.0,1636.0,1527.0,1331.0,1151.0,1004.0,2458.0
15027,15,México,027,Chapultepec,3.0,6.0,1.0,5.0,9.0,0.0,9.0,,,,13234.0,6724.0,6510.0,1185.0,1228.0,1161.0,1012.0,969.0,1150.0,1281.0,1164.0,947.0,762.0,606.0,523.0,438.0,808.0
15028,15,México,028,Chiautla,10.0,18.0,2.0,16.0,24.0,0.0,13.0,4085.0,33558.0,,32263.0,16407.0,15856.0,2483.0,2678.0,2779.0,2778.0,2670.0,2610.0,2489.0,2340.0,2235.0,2148.0,1866.0,1501.0,1165.0,2521.0
15029,15,México,029,Chicoloapan,27.0,131.0,14.0,78.0,127.0,6.0,142.0,7418.46,16497.0,19947.0,230653.0,118664.0,111989.0,19929.0,21022.0,21125.0,19773.0,18086.0,18899.0,20555.0,20175.0,17761.0,14911.0,11885.0,9401.0,6863.0,10268.0
15030,15,México,030,Chiconcuac,10.0,70.0,1.0,17.0,21.0,0.0,23.0,2000.0,6204.0,,27952.0,14161.0,13791.0,2360.0,2369.0,2364.0,2435.0,2501.0,2442.0,2223.0,2027.0,1852.0,1719.0,1508.0,1248.0,966.0,1938.0
