Municipality ID,Municipality,Population Age Range ID,Population Age Range,Sex ID,Sex,Projected Population
3002,Mulegé,7,30 to 34 years,1,Male,2626
3002,Mulegé,7,30 to 34 years,2,Female,2356
3002,Mulegé,8,35 to 39 years,1,Male,2435
3002,Mulegé,8,35 to 39 years,2,Female,2324
3002,Mulegé,9,40 to 44 years,1,Male,2381
3002,Mulegé,9,40 to 44 years,2,Female,2271
3002,Mulegé,10,45 to 49 years,1,Male,2327
3002,Mulegé,10,45 to 49 years,2,Female,2156
3002,Mulegé,11,50 to 54 years,1,Male,2010
3002,Mulegé,11,50 to 54 years,2,Female,1829
3002,Mulegé,12,55 to 59 years,1,Male,1575
3002,Mulegé,12,55 to 59 years,2,Female,1497
3002,Mulegé,13,60 to 64 years,1,Male,1224
3002,Mulegé,13,60 to 64 years,2,Female,1278
3002,Mulegé,14,65 or more years,1,Male,2796
3002,Mulegé,14,65 or more years,2,Female,2833
3003,La Paz,1,0 to 4 years,1,Male,11494
3003,La Paz,1,0 to 4 years,2,Female,11291
3003,La Paz,2,5 to 9 years,1,Male,11627
3003,La Paz,2,5 to 9 years,2,Female,11512
3003,La Paz,3,10 to 14 years,1,Male,11637
3003,La Paz,3,10 to 14 years,2,Female,11523
3003,La Paz,4,15 to 19 years,1,Male,12355
3003,La Paz,4,15 to 19 years,2,Female,12005
3003,La Paz,5,20 to 24 years,1,Male,12878
3003,La Paz,5,20 to 24 years,2,Female,12399
3003,La Paz,6,25 to 29 years,1,Male,13060
3003,La Paz,6,25 to 29 years,2,Female,12114
3003,La Paz,7,30 to 34 years,1,Male,12388
3003,La Paz,7,30 to 34 years,2,Female,11260
3003,La Paz,8,35 to 39 years,1,Male,11270
3003,La Paz,8,35 to 39 years,2,Female,10869
3003,La Paz,9,40 to 44 years,1,Male,10483
3003,La Paz,9,40 to 44 years,2,Female,11045
3003,La Paz,10,45 to 49 years,1,Male,10496
3003,La Paz,10,45 to 49 years,2,Female,11379
3003,La Paz,11,50 to 54 years,1,Male,9922
3003,La Paz,11,50 to 54 years,2,Female,10404
3003,La Paz,12,55 to 59 years,1,Male,8446
3003,La Paz,12,55 to 59 years,2,Female,8562
3003,La Paz,13,60 to 64 years,1,Male,6293
3003,La Paz,13,60 to 64 years,2,Female,6607
3003,La Paz,14,65 or more years,1,Male,10740
3003,La Paz,14,65 or more years,2,Female,13271
3008,Los Cabos,1,0 to 4 years,1,Male,16712
3008,Los Cabos,1,0 to 4 years,2,Female,16583
3008,Los Cabos,2,5 to 9 years,1,Male,15870
3008,Los Cabos,2,5 to 9 years,2,Female,16087
3008,Los Cabos,3,10 to 14 years,1,Male,14708
3008,Los Cabos,3,10 to 14 years,2,Female,14604
3008,Los Cabos,4,15 to 19 years,1,Male,14778
3008,Los Cabos,4,15 to 19 years,2,Female,14176
3008,Los Cabos,5,20 to 24 years,1,Male,16083
3008,Los Cabos,5,20 to 24 years,2,Female,14724
3008,Los Cabos,6,25 to 29 years,1,Male,17558
3008,Los Cabos,6,25 to 29 years,2,Female,15741
3008,Los Cabos,7,30 to 34 years,1,Male,17106
3008,Los Cabos,7,30 to 34 years,2,Female,15542
3008,Los Cabos,8,35 to 39 years,1,Male,15329
3008,Los Cabos,8,35 to 39 years,2,Female,13957
3008,Los Cabos,9,40 to 44 years,1,Male,12782
3008,Los Cabos,9,40 to 44 years,2,Female,11580
3008,Los Cabos,10,45 to 49 years,1,Male,10332
3008,Los Cabos,10,45 to 49 years,2,Female,8957
3008,Los Cabos,11,50 to 54 years,1,Male,7610
3008,Los Cabos,11,50 to 54 years,2,Female,6641
3008,Los Cabos,12,55 to 59 years,1,Male,5366
3008,Los Cabos,12,55 to 59 years,2,Female,5208
3008,Los Cabos,13,60 to 64 years,1,Male,3924
3008,Los Cabos,13,60 to 64 years,2,Female,3898
3008,Los Cabos,14,65 or more years,1,Male,5886
3008,Los Cabos,14,65 or more years,2,Female,6561
3009,Loreto,1,0 to 4 years,1,Male,925
3009,Loreto,1,0 to 4 years,2,Female,845
3009,Loreto,2,5 to 9 years,1,Male,918
3009,Loreto,2,5 to 9 years,2,Female,883
3009,Loreto,3,10 to 14 years,1,Male,909
3009,Loreto,3,10 to 14 years,2,Female,873
3009,Loreto,4,15 to 19 years,1,Male,919
3009,Loreto,4,15 to 19 years,2,Female,833
3009,Loreto,5,20 to 24 years,1,Male,917
3009,Loreto,5,20 to 24 years,2,Female,779
3009,Loreto,6,25 to 29 years,1,Male,915
3009,Loreto,6,25 to 29 years,2,Female,761
3009,Loreto,7,30 to 34 years,1,Male,888
3009,Loreto,7,30 to 34 years,2,Female,741
3009,Loreto,8,35 to 39 years,1,Male,851
3009,Loreto,8,35 to 39 years,2,Female,744
3009,Loreto,9,40 to 44 years,1,Male,815
3009,Loreto,9,40 to 44 years,2,Female,771
3009,Loreto,10,45 to 49 years,1,Male,804
3009,Loreto,10,45 to 49 years,2,Female,769
3009,Loreto,11,50 to 54 years,1,Male,729
3009,Loreto,11,50 to 54 years,2,Female,657
3009,Loreto,12,55 to 59 years,1,Male,614
3009,Loreto,12,55 to 59 years,2,Female,553
3009,Loreto,13,60 to 64 years,1,Male,492
3009,Loreto,13,60 to 64 years,2,Female,482
3009,Loreto,14,65 or more years,1,Male,874
3009,Loreto,14,65 or more years,2,Female,909
4001,Calkiní,1,0 to 4 years,1,Male,2700
4001,Calkiní,1,0 to 4 years,2,Female,2618
4001,Calkiní,2,5 to 9 years,1,Male,2710
4001,Calkiní,2,5 to 9 years,2,Female,2713
4001,Calkiní,3,10 to 14 years,1,Male,2661
4001,Calkiní,3,10 to 14 years,2,Female,2610
4001,Calkiní,4,15 to 19 years,1,Male,2762
4001,Calkiní,4,15 to 19 years,2,Female,2708
4001,Calkiní,5,20 to 24 years,1,Male,2921
4001,Calkiní,5,20 to 24 years,2,Female,2844
4001,Calkiní,6,25 to 29 years,1,Male,2930
4001,Calkiní,6,25 to 29 years,2,Female,2824
4001,Calkiní,7,30 to 34 years,1,Male,2588
4001,Calkiní,7,30 to 34 years,2,Female,2592
4001,Calkiní,8,35 to 39 years,1,Male,2125
4001,Calkiní,8,35 to 39 years,2,Female,2264
4001,Calkiní,9,40 to 44 years,1,Male,1777
4001,Calkiní,9,40 to 44 years,2,Female,1975
4001,Calkiní,10,45 to 49 years,1,Male,1663
4001,Calkiní,10,45 to 49 years,2,Female,1859
4001,Calkiní,11,50 to 54 years,1,Male,1537
4001,Calkiní,11,50 to 54 years,2,Female,1715
4001,Calkiní,12,55 to 59 years,1,Male,1381
4001,Calkiní,12,55 to 59 years,2,Female,1520
4001,Calkiní,13,60 to 64 years,1,Male,1178
4001,Calkiní,13,60 to 64 years,2,Female,1321
4001,Calkiní,14,65 or more years,1,Male,2692
4001,Calkiní,14,65 or more years,2,Female,3081
4002,Campeche,1,0 to 4 years,1,Male,12747
4002,Campeche,1,0 to 4 years,2,Female,12217
4002,Campeche,2,5 to 9 years,1,Male,12954
4002,Campeche,2,5 to 9 years,2,Female,12902
4002,Campeche,3,10 to 14 years,1,Male,12435
4002,Campeche,3,10 to 14 years,2,Female,12421
4002,Campeche,4,15 to 19 years,1,Male,12611
4002,Campeche,4,15 to 19 years,2,Female,12683
4002,Campeche,5,20 to 24 years,1,Male,13351
4002,Campeche,5,20 to 24 years,2,Female,13310
4002,Campeche,6,25 to 29 years,1,Male,14002
4002,Campeche,6,25 to 29 years,2,Female,13906
4002,Campeche,7,30 to 34 years,1,Male,13223
4002,Campeche,7,30 to 34 years,2,Female,13850
4002,Campeche,8,35 to 39 years,1,Male,11950
4002,Campeche,8,35 to 39 years,2,Female,13262
4002,Campeche,9,40 to 44 years,1,Male,10809
4002,Campeche,9,40 to 44 years,2,Female,12268
4002,Campeche,10,45 to 49 years,1,Male,9939
4002,Campeche,10,45 to 49 years,2,Female,11210
4002,Campeche,11,50 to 54 years,1,Male,8449
4002,Campeche,11,50 to 54 years,2,Female,9787
4002,Campeche,12,55 to 59 years,1,Male,6942
4002,Campeche,12,55 to 59 years,2,Female,8438
4002,Campeche,13,60 to 64 years,1,Male,5618
4002,Campeche,13,60 to 64 years,2,Female,6912
4002,Campeche,14,65 or more years,1,Male,10642
4002,Campeche,14,65 or more years,2,Female,13918
4003,Carmen,1,0 to 4 years,1,Male,12067
4003,Carmen,1,0 to 4 years,2,Female,12075
4003,Carmen,2,5 to 9 years,1,Male,11870
4003,Carmen,2,5 to 9 years,2,Female,11630
4003,Carmen,3,10 to 14 years,1,Male,11155
4003,Carmen,3,10 to 14 years,2,Female,11079
4003,Carmen,4,15 to 19 years,1,Male,11274
4003,Carmen,4,15 to 19 years,2,Female,11210
4003,Carmen,5,20 to 24 years,1,Male,12285
4003,Carmen,5,20 to 24 years,2,Female,12297
4003,Carmen,6,25 to 29 years,1,Male,13698
4003,Carmen,6,25 to 29 years,2,Female,13466
4003,Carmen,7,30 to 34 years,1,Male,13175
4003,Carmen,7,30 to 34 years,2,Female,12998
4003,Carmen,8,35 to 39 years,1,Male,11197
4003,Carmen,8,35 to 39 years,2,Female,11524
4003,Carmen,9,40 to 44 years,1,Male,9530
4003,Carmen,9,40 to 44 years,2,Female,10100
4003,Carmen,10,45 to 49 years,1,Male,8717
4003,Carmen,10,45 to 49 years,2,Female,8841
4003,Carmen,11,50 to 54 years,1,Male,7472
4003,Carmen,11,50 to 54 years,2,Female,7222
4003,Carmen,12,55 to 59 years,1,Male,5797
4003,Carmen,12,55 to 59 years,2,Female,5638
4003,Carmen,13,60 to 64 years,1,Male,4172
4003,Carmen,13,60 to 64 years,2,Female,4265
4003,Carmen,14,65 or more years,1,Male,7113
4003,Carmen,14,65 or more years,2,Female,8300
4004,Champotón,1,0 to 4 years,1,Male,4848
4004,Champotón,1,0 to 4 years,2,Female,4605
4004,Champotón,2,5 to 9 years,1,Male,4866
4004,Champotón,2,5 to 9 years,2,Female,4874
4004,Champotón,3,10 to 14 years,1,Male,4740
4004,Champotón,3,10 to 14 years,2,Female,4687
4004,Champotón,4,15 to 19 years,1,Male,4505
4004,Champotón,4,15 to 19 years,2,Female,4428
4004,Champotón,5,20 to 24 years,1,Male,4172
4004,Champotón,5,20 to 24 years,2,Female,4177
4004,Champotón,6,25 to 29 years,1,Male,4059
4004,Champotón,6,25 to 29 years,2,Female,4153
4004,Champotón,7,30 to 34 years,1,Male,3959
4004,Champotón,7,30 to 34 years,2,Female,4061
4004,Champotón,8,35 to 39 years,1,Male,3610
4004,Champotón,8,35 to 39 years,2,Female,3755
4004,Champotón,9,40 to 44 years,1,Male,3182
4004,Champotón,9,40 to 44 years,2,Female,3283
4004,Champotón,10,45 to 49 years,1,Male,2906
4004,Champotón,10,45 to 49 years,2,Female,2850
4004,Champotón,11,50 to 54 years,1,Male,2489
4004,Champotón,11,50 to 54 years,2,Female,2463
4004,Champotón,12,55 to 59 years,1,Male,2076
4004,Champotón,12,55 to 59 years,2,Female,2084
4004,Champotón,13,60 to 64 years,1,Male,1704
4004,Champotón,13,60 to 64 years,2,Female,1677
4004,Champotón,14,65 or more years,1,Male,3891
4004,Champotón,14,65 or more years,2,Female,3571
4005,Hecelchakán,1,0 to 4 years,1,Male,1723
4005,Hecelchakán,1,0 to 4 years,2,Female,1638
4005,Hecelchakán,2,5 to 9 years,1,Male,1650
4005,Hecelchakán,2,5 to 9 years,2,Female,1583
4005,Hecelchakán,3,10 to 14 years,1,Male,1465
4005,Hecelchakán,3,10 to 14 years,2,Female,1442
4005,Hecelchakán,4,15 to 19 years,1,Male,1426
4005,Hecelchakán,4,15 to 19 years,2,Female,1425
4005,Hecelchakán,5,20 to 24 years,1,Male,1527
4005,Hecelchakán,5,20 to 24 years,2,Female,1494
4005,Hecelchakán,6,25 to 29 years,1,Male,1619
4005,Hecelchakán,6,25 to 29 years,2,Female,1557
4005,Hecelchakán,7,30 to 34 years,1,Male,1483
4005,Hecelchakán,7,30 to 34 years,2,Female,1465
4005,Hecelchakán,8,35 to 39 years,1,Male,1222
4005,Hecelchakán,8,35 to 39 years,2,Female,1280
4005,Hecelchakán,9,40 to 44 years,1,Male,1025
4005,Hecelchakán,9,40 to 44 years,2,Female,1112
4005,Hecelchakán,10,45 to 49 years,1,Male,946
4005,Hecelchakán,10,45 to 49 years,2,Female,996
4005,Hecelchakán,11,50 to 54 years,1,Male,840
4005,Hecelchakán,11,50 to 54 years,2,Female,878
4005,Hecelchakán,12,55 to 59 years,1,Male,705
4005,Hecelchakán,12,55 to 59 years,2,Female,764
4005,Hecelchakán,13,60 to 64 years,1,Male,578
4005,Hecelchakán,13,60 to 64 years,2,Female,628
4005,Hecelchakán,14,65 or more years,1,Male,1366
4005,Hecelchakán,14,65 or more years,2,Female,1385
4006,Hopelchén,1,0 to 4 years,1,Male,2428
4006,Hopelchén,1,0 to 4 years,2,Female,2350
4006,Hopelchén,2,5 to 9 years,1,Male,2448
4006,Hopelchén,2,5 to 9 years,2,Female,2289
4006,Hopelchén,3,10 to 14 years,1,Male,2307
4006,Hopelchén,3,10 to 14 years,2,Female,2172
4006,Hopelchén,4,15 to 19 years,1,Male,2169
4006,Hopelchén,4,15 to 19 years,2,Female,2029
4006,Hopelchén,5,20 to 24 years,1,Male,2012
4006,Hopelchén,5,20 to 24 years,2,Female,1861
4006,Hopelchén,6,25 to 29 years,1,Male,1900
4006,Hopelchén,6,25 to 29 years,2,Female,1765
4006,Hopelchén,7,30 to 34 years,1,Male,1709
4006,Hopelchén,7,30 to 34 years,2,Female,1634
4006,Hopelchén,8,35 to 39 years,1,Male,1435
4006,Hopelchén,8,35 to 39 years,2,Female,1425
4006,Hopelchén,9,40 to 44 years,1,Male,1187
4006,Hopelchén,9,40 to 44 years,2,Female,1223
4006,Hopelchén,10,45 to 49 years,1,Male,1053
4006,Hopelchén,10,45 to 49 years,2,Female,1086
4006,Hopelchén,11,50 to 54 years,1,Male,928
4006,Hopelchén,11,50 to 54 years,2,Female,945
4006,Hopelchén,12,55 to 59 years,1,Male,820
4006,Hopelchén,12,55 to 59 years,2,Female,836
4006,Hopelchén,13,60 to 64 years,1,Male,735
4006,Hopelchén,13,60 to 64 years,2,Female,719
4006,Hopelchén,14,65 or more years,1,Male,1747
4006,Hopelchén,14,65 or more years,2,Female,1568
4007,Palizada,1,0 to 4 years,1,Male,454
4007,Palizada,1,0 to 4 years,2,Female,449
4007,Palizada,2,5 to 9 years,1,Male,489
4007,Palizada,2,5 to 9 years,2,Female,462
4007,Palizada,3,10 to 14 years,1,Male,468
4007,Palizada,3,10 to 14 years,2,Female,422
4007,Palizada,4,15 to 19 years,1,Male,418
4007,Palizada,4,15 to 19 years,2,Female,383
4007,Palizada,5,20 to 24 years,1,Male,361
4007,Palizada,5,20 to 24 years,2,Female,343
4007,Palizada,6,25 to 29 years,1,Male,358
4007,Palizada,6,25 to 29 years,2,Female,346
4007,Palizada,7,30 to 34 years,1,Male,373
4007,Palizada,7,30 to 34 years,2,Female,378
4007,Palizada,8,35 to 39 years,1,Male,363
4007,Palizada,8,35 to 39 years,2,Female,390
4007,Palizada,9,40 to 44 years,1,Male,339
4007,Palizada,9,40 to 44 years,2,Female,354
4007,Palizada,10,45 to 49 years,1,Male,307
4007,Palizada,10,45 to 49 years,2,Female,299
4007,Palizada,11,50 to 54 years,1,Male,247
4007,Palizada,11,50 to 54 years,2,Female,248
4007,Palizada,12,55 to 59 years,1,Male,207
4007,Palizada,12,55 to 59 years,2,Female,211
4007,Palizada,13,60 to 64 years,1,Male,193
4007,Palizada,13,60 to 64 years,2,Female,189
4007,Palizada,14,65 or more years,1,Male,480
4007,Palizada,14,65 or more years,2,Female,469
4008,Tenabo,1,0 to 4 years,1,Male,586
4008,Tenabo,1,0 to 4 years,2,Female,530
4008,Tenabo,2,5 to 9 years,1,Male,558
4008,Tenabo,2,5 to 9 years,2,Female,508
4008,Tenabo,3,10 to 14 years,1,Male,487
4008,Tenabo,3,10 to 14 years,2,Female,430
4008,Tenabo,4,15 to 19 years,1,Male,490
4008,Tenabo,4,15 to 19 years,2,Female,443
4008,Tenabo,5,20 to 24 years,1,Male,539
4008,Tenabo,5,20 to 24 years,2,Female,501
4008,Tenabo,6,25 to 29 years,1,Male,591
4008,Tenabo,6,25 to 29 years,2,Female,546
4008,Tenabo,7,30 to 34 years,1,Male,551
4008,Tenabo,7,30 to 34 years,2,Female,522
4008,Tenabo,8,35 to 39 years,1,Male,437
4008,Tenabo,8,35 to 39 years,2,Female,443
4008,Tenabo,9,40 to 44 years,1,Male,353
4008,Tenabo,9,40 to 44 years,2,Female,377
4008,Tenabo,10,45 to 49 years,1,Male,334
4008,Tenabo,10,45 to 49 years,2,Female,349
4008,Tenabo,11,50 to 54 years,1,Male,309
4008,Tenabo,11,50 to 54 years,2,Female,297
4008,Tenabo,12,55 to 59 years,1,Male,265
4008,Tenabo,12,55 to 59 years,2,Female,249
4008,Tenabo,13,60 to 64 years,1,Male,219
4008,Tenabo,13,60 to 64 years,2,Female,227
4008,Tenabo,14,65 or more years,1,Male,501
4008,Tenabo,14,65 or more years,2,Female,479
4009,Escárcega,1,0 to 4 years,1,Male,3300
4009,Escárcega,1,0 to 4 years,2,Female,3047
4009,Escárcega,2,5 to 9 years,1,Male,3406
4009,Escárcega,2,5 to 9 years,2,Female,3294
4009,Escárcega,3,10 to 14 years,1,Male,3354
4009,Escárcega,3,10 to 14 years,2,Female,3203
4009,Escárcega,4,15 to 19 years,1,Male,3091
4009,Escárcega,4,15 to 19 years,2,Female,3066
4009,Escárcega,5,20 to 24 years,1,Male,2622
4009,Escárcega,5,20 to 24 years,2,Female,2823
4009,Escárcega,6,25 to 29 years,1,Male,2338
4009,Escárcega,6,25 to 29 years,2,Female,2668
4009,Escárcega,7,30 to 34 years,1,Male,2203
4009,Escárcega,7,30 to 34 years,2,Female,2485
4009,Escárcega,8,35 to 39 years,1,Male,2029
4009,Escárcega,8,35 to 39 years,2,Female,2249
4009,Escárcega,9,40 to 44 years,1,Male,1825
4009,Escárcega,9,40 to 44 years,2,Female,2033
4009,Escárcega,10,45 to 49 years,1,Male,1713
4009,Escárcega,10,45 to 49 years,2,Female,1839
4009,Escárcega,11,50 to 54 years,1,Male,1498
4009,Escárcega,11,50 to 54 years,2,Female,1534
4009,Escárcega,12,55 to 59 years,1,Male,1223
4009,Escárcega,12,55 to 59 years,2,Female,1243
4009,Escárcega,13,60 to 64 years,1,Male,986
4009,Escárcega,13,60 to 64 years,2,Female,990
4009,Escárcega,14,65 or more years,1,Male,2214
4009,Escárcega,14,65 or more years,2,Female,2097
4010,Calakmul,1,0 to 4 years,1,Male,1920
4010,Calakmul,1,0 to 4 years,2,Female,1794
4010,Calakmul,2,5 to 9 years,1,Male,2000
4010,Calakmul,2,5 to 9 years,2,Female,1937
4010,Calakmul,3,10 to 14 years,1,Male,2000
4010,Calakmul,3,10 to 14 years,2,Female,1912
4010,Calakmul,4,15 to 19 years,1,Male,1749
4010,Calakmul,4,15 to 19 years,2,Female,1685
4010,Calakmul,5,20 to 24 years,1,Male,1325
4010,Calakmul,5,20 to 24 years,2,Female,1358
4010,Calakmul,6,25 to 29 years,1,Male,1118
4010,Calakmul,6,25 to 29 years,2,Female,1209
4010,Calakmul,7,30 to 34 years,1,Male,1051
4010,Calakmul,7,30 to 34 years,2,Female,1152
4010,Calakmul,8,35 to 39 years,1,Male,957
4010,Calakmul,8,35 to 39 years,2,Female,1017
4010,Calakmul,9,40 to 44 years,1,Male,851
4010,Calakmul,9,40 to 44 years,2,Female,832
4010,Calakmul,10,45 to 49 years,1,Male,751
4010,Calakmul,10,45 to 49 years,2,Female,695
4010,Calakmul,11,50 to 54 years,1,Male,614
4010,Calakmul,11,50 to 54 years,2,Female,577
4010,Calakmul,12,55 to 59 years,1,Male,529
4010,Calakmul,12,55 to 59 years,2,Female,490
4010,Calakmul,13,60 to 64 years,1,Male,469
4010,Calakmul,13,60 to 64 years,2,Female,407
4010,Calakmul,14,65 or more years,1,Male,1027
4010,Calakmul,14,65 or more years,2,Female,748
4011,Candelaria,1,0 to 4 years,1,Male,2663
4011,Candelaria,1,0 to 4 years,2,Female,2677
4011,Candelaria,2,5 to 9 years,1,Male,2768
4011,Candelaria,2,5 to 9 years,2,Female,2728
4011,Candelaria,3,10 to 14 years,1,Male,2763
4011,Candelaria,3,10 to 14 years,2,Female,2624
4011,Candelaria,4,15 to 19 years,1,Male,2446
4011,Candelaria,4,15 to 19 years,2,Female,2340
4011,Candelaria,5,20 to 24 years,1,Male,1928
4011,Candelaria,5,20 to 24 years,2,Female,1967
4011,Candelaria,6,25 to 29 years,1,Male,1706
4011,Candelaria,6,25 to 29 years,2,Female,1792
4011,Candelaria,7,30 to 34 years,1,Male,1643
4011,Candelaria,7,30 to 34 years,2,Female,1713
4011,Candelaria,8,35 to 39 years,1,Male,1539
4011,Candelaria,8,35 to 39 years,2,Female,1613
4011,Candelaria,9,40 to 44 years,1,Male,1437
4011,Candelaria,9,40 to 44 years,2,Female,1449
4011,Candelaria,10,45 to 49 years,1,Male,1374
4011,Candelaria,10,45 to 49 years,2,Female,1257
4011,Candelaria,11,50 to 54 years,1,Male,1194
4011,Candelaria,11,50 to 54 years,2,Female,1058
4011,Candelaria,12,55 to 59 years,1,Male,992
4011,Candelaria,12,55 to 59 years,2,Female,913
4011,Candelaria,13,60 to 64 years,1,Male,807
4011,Candelaria,13,60 to 64 years,2,Female,772
4011,Candelaria,14,65 or more years,1,Male,1795
4011,Candelaria,14,65 or more years,2,Female,1516
5001,Abasolo,1,0 to 4 years,1,Male,38
5001,Abasolo,1,0 to 4 years,2,Female,38
5001,Abasolo,2,5 to 9 years,1,Male,34
5001,Abasolo,2,5 to 9 years,2,Female,38
5001,Abasolo,3,10 to 14 years,1,Male,40
5001,Abasolo,3,10 to 14 years,2,Female,41
5001,Abasolo,4,15 to 19 years,1,Male,43
5001,Abasolo,4,15 to 19 years,2,Female,41
5001,Abasolo,5,20 to 24 years,1,Male,35
5001,Abasolo,5,20 to 24 years,2,Female,38
5001,Abasolo,6,25 to 29 years,1,Male,28
5001,Abasolo,6,25 to 29 years,2,Female,34
5001,Abasolo,7,30 to 34 years,1,Male,28
5001,Abasolo,7,30 to 34 years,2,Female,34
5001,Abasolo,8,35 to 39 years,1,Male,31
5001,Abasolo,8,35 to 39 years,2,Female,36
5001,Abasolo,9,40 to 44 years,1,Male,37
5001,Abasolo,9,40 to 44 years,2,Female,37
5001,Abasolo,10,45 to 49 years,1,Male,44
5001,Abasolo,10,45 to 49 years,2,Female,36
5001,Abasolo,11,50 to 54 years,1,Male,43
5001,Abasolo,11,50 to 54 years,2,Female,34
5001,Abasolo,12,55 to 59 years,1,Male,37
5001,Abasolo,12,55 to 59 years,2,Female,34
5001,Abasolo,13,60 to 64 years,1,Male,36
5001,Abasolo,13,60 to 64 years,2,Female,32
5001,Abasolo,14,65 or more years,1,Male,101
5001,Abasolo,14,65 or more years,2,Female,97
5002,Acuña,1,0 to 4 years,1,Male,8706
5002,Acuña,1,0 to 4 years,2,Female,8366
5002,Acuña,2,5 to 9 years,1,Male,8296
5002,Acuña,2,5 to 9 years,2,Female,8103
5002,Acuña,3,10 to 14 years,1,Male,8007
5002,Acuña,3,10 to 14 years,2,Female,7679
5002,Acuña,4,15 to 19 years,1,Male,7592
5002,Acuña,4,15 to 19 years,2,Female,7226
5002,Acuña,5,20 to 24 years,1,Male,7066
5002,Acuña,5,20 to 24 years,2,Female,6902
5002,Acuña,6,25 to 29 years,1,Male,6978
5002,Acuña,6,25 to 29 years,2,Female,6873
5002,Acuña,7,30 to 34 years,1,Male,6778
5002,Acuña,7,30 to 34 years,2,Female,6647
5002,Acuña,8,35 to 39 years,1,Male,6332
5002,Acuña,8,35 to 39 years,2,Female,6304
5002,Acuña,9,40 to 44 years,1,Male,5683
5002,Acuña,9,40 to 44 years,2,Female,5708
5002,Acuña,10,45 to 49 years,1,Male,4864
5002,Acuña,10,45 to 49 years,2,Female,4775
5002,Acuña,11,50 to 54 years,1,Male,3761
5002,Acuña,11,50 to 54 years,2,Female,3684
5002,Acuña,12,55 to 59 years,1,Male,2852
5002,Acuña,12,55 to 59 years,2,Female,2937
5002,Acuña,13,60 to 64 years,1,Male,2139
5002,Acuña,13,60 to 64 years,2,Female,2374
5002,Acuña,14,65 or more years,1,Male,3702
5002,Acuña,14,65 or more years,2,Female,4333
5003,Allende,1,0 to 4 years,1,Male,1162
5003,Allende,1,0 to 4 years,2,Female,1104
5003,Allende,2,5 to 9 years,1,Male,1130
5003,Allende,2,5 to 9 years,2,Female,1084
5003,Allende,3,10 to 14 years,1,Male,1127
5003,Allende,3,10 to 14 years,2,Female,1098
5003,Allende,4,15 to 19 years,1,Male,1131
5003,Allende,4,15 to 19 years,2,Female,1098
5003,Allende,5,20 to 24 years,1,Male,1039
5003,Allende,5,20 to 24 years,2,Female,1009
5003,Allende,6,25 to 29 years,1,Male,922
5003,Allende,6,25 to 29 years,2,Female,907
5003,Allende,7,30 to 34 years,1,Male,794
5003,Allende,7,30 to 34 years,2,Female,817
5003,Allende,8,35 to 39 years,1,Male,729
5003,Allende,8,35 to 39 years,2,Female,796
5003,Allende,9,40 to 44 years,1,Male,775
5003,Allende,9,40 to 44 years,2,Female,847
5003,Allende,10,45 to 49 years,1,Male,837
5003,Allende,10,45 to 49 years,2,Female,879
5003,Allende,11,50 to 54 years,1,Male,731
5003,Allende,11,50 to 54 years,2,Female,768
5003,Allende,12,55 to 59 years,1,Male,564
5003,Allende,12,55 to 59 years,2,Female,606
5003,Allende,13,60 to 64 years,1,Male,438
