"imun","idmes","asegurados","casos_diarios_prom","muertos_diarios_prom","hospitalizados_diarios_prom","tasa_empleabilidad"
20021,201910,1208,0,0,0,3
20021,201911,1192,0,0,0,-16
20021,201912,1381,0,0,0,189
20021,202001,1542,0,0,0,161
20021,202002,1576,0,0,0,34
20021,202003,1400,0,0,0,-176
20021,202004,1146,0,0,0,-254
20021,202005,1132,0,0,0,-14
20021,202006,1136,27,2,11,4
20021,202007,1062,17,4,6,-74
20021,202008,1089,4,0,1,27
20021,202009,1094,0,0,0,5
20021,202010,1115,0,0,0,21
20022,201901,1,0,0,0,0
20022,201902,1,0,0,0,0
20022,201903,1,0,0,0,0
20022,201904,1,0,0,0,0
20022,201905,1,0,0,0,0
20022,201906,1,0,0,0,0
20022,201907,1,0,0,0,0
20022,201908,1,0,0,0,0
20022,201909,1,0,0,0,0
20022,201910,1,0,0,0,0
20022,201911,1,0,0,0,0
20022,201912,1,0,0,0,0
20022,202001,1,0,0,0,0
20022,202002,1,0,0,0,0
20022,202003,1,0,0,0,0
20022,202004,1,0,0,0,0
20022,202005,1,0,0,0,0
20022,202006,1,0,0,0,0
20023,201901,133,0,0,0,0
20023,201902,133,0,0,0,0
20023,201903,130,0,0,0,-3
20023,201904,135,0,0,0,5
20023,201905,128,0,0,0,-7
20023,201906,127,0,0,0,-1
20023,201907,130,0,0,0,3
20023,201908,148,0,0,0,18
20023,201909,149,0,0,0,1
20023,201910,148,0,0,0,-1
20023,201911,163,0,0,0,15
20023,201912,146,0,0,0,-17
20023,202001,151,0,0,0,5
20023,202002,161,0,0,0,10
20023,202003,166,0,0,0,5
20023,202004,166,2,0,1,0
20023,202005,157,15,1,3,-9
20023,202006,152,35,1,5,-5
20023,202007,146,43,3,12,-6
20023,202008,160,26,1,2,14
20023,202009,164,25,2,3,4
20023,202010,165,43,1,2,1
20024,201901,1,0,0,0,0
20024,201902,1,0,0,0,0
20024,201907,5,0,0,0,4
20024,201908,4,0,0,0,-1
20025,201901,335,0,0,0,0
20025,201902,433,0,0,0,98
20025,201903,617,0,0,0,184
20025,201904,672,0,0,0,55
20025,201905,569,0,0,0,-103
20025,201906,276,0,0,0,-293
20025,201907,196,0,0,0,-80
20025,201908,212,0,0,0,16
20025,201909,216,0,0,0,4
20025,201910,198,0,0,0,-18
20025,201911,196,0,0,0,-2
20025,201912,168,0,0,0,-28
20025,202001,221,0,0,0,53
20025,202002,568,0,0,0,347
20025,202003,681,0,0,0,113
20025,202004,679,1,0,1,-2
20025,202005,277,0,0,0,-402
20025,202006,196,5,1,3,-81
20025,202007,202,1,0,1,6
20025,202008,229,0,1,0,27
20025,202009,221,1,0,1,-8
20025,202010,237,0,0,0,16
20026,201901,59,0,0,0,0
20026,201902,72,0,0,0,13
20026,201903,59,0,0,0,-13
20026,201904,56,0,0,0,-3
20026,201905,56,0,0,0,0
20026,201906,56,0,0,0,0
20026,201907,66,0,0,0,10
20026,201908,66,0,0,0,0
20026,201909,70,0,0,0,4
20026,201910,89,0,0,0,19
20026,201911,89,0,0,0,0
20026,201912,69,0,0,0,-20
20026,202001,70,0,0,0,1
20026,202002,80,0,0,0,10
20026,202003,69,0,0,0,-11
20026,202004,49,1,0,0,-20
20026,202005,48,4,1,3,-1
20026,202006,48,2,0,0,0
20026,202007,53,2,1,0,5
20026,202008,58,6,0,2,5
20026,202009,58,2,0,1,0
20026,202010,80,6,0,0,22
20027,201901,8,0,0,0,0
20027,201909,18,0,0,0,10
20027,201910,8,0,0,0,-10
20027,201911,9,0,0,0,1
20028,201901,158,0,0,0,0
20028,201902,157,0,0,0,-1
20028,201903,154,0,0,0,-3
20028,201904,158,0,0,0,4
20028,201905,205,0,0,0,47
20028,201906,275,0,0,0,70
20028,201907,301,0,0,0,26
20028,201908,385,0,0,0,84
20028,201909,449,0,0,0,64
20028,201910,478,0,0,0,29
20028,201911,445,0,0,0,-33
20028,201912,455,0,0,0,10
20028,202001,496,0,0,0,41
20028,202002,477,0,0,0,-19
20028,202003,486,0,0,0,9
20028,202004,483,0,0,0,-3
20028,202005,524,2,0,1,41
20028,202006,600,20,0,1,76
20028,202007,694,70,0,7,94
20028,202008,704,10,3,1,10
20028,202009,759,7,0,0,55
20028,202010,791,5,0,0,32
20029,202003,1,0,0,0,0
20029,202004,1,0,0,0,0
20029,202005,1,0,0,0,0
20030,201901,467,0,0,0,0
20030,201902,451,0,0,0,-16
20030,201903,487,0,0,0,36
20030,201904,506,0,0,0,19
20030,201905,536,0,0,0,30
20030,201906,484,0,0,0,-52
20030,201907,443,0,0,0,-41
20030,201908,431,0,0,0,-12
20030,201909,450,0,0,0,19
20030,201910,507,0,0,0,57
20030,201911,508,0,0,0,1
20030,201912,509,0,0,0,1
20030,202001,528,0,0,0,19
20030,202002,502,0,0,0,-26
20030,202003,474,0,0,0,-28
20030,202004,424,0,0,0,-50
20030,202005,478,0,0,0,54
20030,202006,492,10,2,5,14
20030,202007,476,10,1,3,-16
20030,202008,446,13,2,2,-30
20030,202009,548,7,2,3,102
20030,202010,556,4,0,0,8
20031,201901,3,0,0,0,0
20031,201902,3,0,0,0,0
20031,201903,3,0,0,0,0
20031,201904,3,0,0,0,0
20031,201905,3,0,0,0,0
20031,201906,3,0,0,0,0
20031,201907,3,0,0,0,0
20031,201908,3,0,0,0,0
20031,201909,5,0,0,0,2
20031,201910,5,0,0,0,0
20031,201911,5,0,0,0,0
20031,201912,5,0,0,0,0
20031,202001,5,0,0,0,0
20031,202002,5,0,0,0,0
20031,202003,5,0,0,0,0
20031,202004,5,0,0,0,0
20031,202005,5,6,0,0,0
20031,202006,5,5,1,2,0
20031,202007,6,2,0,1,1
20031,202008,5,6,1,0,-1
20031,202009,6,5,0,1,1
20031,202010,12,5,0,1,6
20033,201901,299,0,0,0,0
20033,201902,307,0,0,0,8
20033,201903,313,0,0,0,6
20033,201904,308,0,0,0,-5
20033,201905,314,0,0,0,6
20033,201906,305,0,0,0,-9
20033,201907,315,0,0,0,10
20033,201908,311,0,0,0,-4
20033,201909,315,0,0,0,4
20033,201910,322,0,0,0,7
20033,201911,323,0,0,0,1
20033,201912,321,0,0,0,-2
20033,202001,257,0,0,0,-64
20033,202002,307,0,0,0,50
20033,202003,311,0,0,0,4
20033,202004,311,1,0,0,0
20033,202005,312,0,0,0,1
20033,202006,312,12,2,2,0
20033,202007,312,0,0,0,0
20033,202008,311,3,0,0,-1
20033,202009,313,4,0,1,2
20033,202010,312,1,1,0,-1
20034,201901,18,0,0,0,0
20034,201902,18,0,0,0,0
20034,201903,17,0,0,0,-1
20034,201904,18,0,0,0,1
20034,201905,17,0,0,0,-1
20034,201906,17,0,0,0,0
20034,201907,18,0,0,0,1
20034,201908,17,0,0,0,-1
20034,201909,17,0,0,0,0
20034,201910,18,0,0,0,1
20034,201911,18,0,0,0,0
20034,201912,18,0,0,0,0
20034,202001,17,0,0,0,-1
20034,202002,16,0,0,0,-1
20034,202003,18,0,0,0,2
20034,202004,17,0,0,0,-1
20034,202005,17,0,0,0,0
20034,202006,18,0,0,0,1
20034,202007,18,0,0,0,0
20034,202008,23,0,0,0,5
20034,202009,23,0,0,0,0
20034,202010,23,0,0,0,0
20035,201901,7,0,0,0,0
20035,201902,6,0,0,0,-1
20035,201903,2,0,0,0,-4
20035,201904,2,0,0,0,0
20035,201905,2,0,0,0,0
20035,201906,2,0,0,0,0
20035,201907,6,0,0,0,4
20035,201908,5,0,0,0,-1
20035,201909,5,0,0,0,0
20035,201910,5,0,0,0,0
20035,201911,5,0,0,0,0
20035,201912,5,0,0,0,0
20036,202003,2,0,0,0,0
20036,202004,4,0,0,0,2
20036,202005,5,0,0,0,1
20036,202006,2,2,0,2,-3
20036,202008,11,0,0,0,9
20036,202009,18,1,0,1,7
20036,202010,13,0,0,0,-5
20037,201901,54,0,0,0,0
20037,201902,44,0,0,0,-10
20037,201903,29,0,0,0,-15
20037,201904,33,0,0,0,4
20037,201905,29,0,0,0,-4
20037,201906,39,0,0,0,10
20037,201907,39,0,0,0,0
20037,201908,38,0,0,0,-1
20037,201909,36,0,0,0,-2
20037,201910,40,0,0,0,4
20037,201911,33,0,0,0,-7
20037,201912,33,0,0,0,0
20037,202001,33,0,0,0,0
20037,202002,36,0,0,0,3
20037,202003,37,0,0,0,1
20037,202004,39,1,0,1,2
20037,202005,40,0,0,0,1
20037,202006,50,0,0,0,10
20037,202007,42,1,0,1,-8
20037,202008,43,0,0,0,1
20037,202009,46,2,1,2,3
20037,202010,44,0,0,0,-2
20039,201901,4271,0,0,0,0
20039,201902,4263,0,0,0,-8
20039,201903,4297,0,0,0,34
20039,201904,4278,0,0,0,-19
20039,201905,4387,0,0,0,109
20039,201906,4392,0,0,0,5
20039,201907,4355,0,0,0,-37
20039,201908,4359,0,0,0,4
20039,201909,4321,0,0,0,-38
20039,201910,4343,0,0,0,22
20039,201911,4351,0,0,0,8
20039,201912,4353,0,0,0,2
20039,202001,4263,0,0,0,-90
20039,202002,4366,0,0,0,103
20039,202003,4385,0,0,0,19
20039,202004,4413,7,1,2,28
20039,202005,4366,28,6,6,-47
20039,202006,4361,105,9,16,-5
20039,202007,4334,204,9,26,-27
20039,202008,4371,136,13,30,37
20039,202009,4349,142,8,18,-22
20039,202010,4412,161,9,25,63
20040,201901,2,0,0,0,0
20040,201902,2,0,0,0,0
20040,201903,2,0,0,0,0
20040,201904,2,0,0,0,0
20040,201905,2,0,0,0,0
20040,201906,2,0,0,0,0
20040,201907,2,0,0,0,0
20040,201908,11,0,0,0,9
20040,201909,18,0,0,0,7
20040,201910,17,0,0,0,-1
20040,201911,15,0,0,0,-2
20040,201912,15,0,0,0,0
20040,202001,13,0,0,0,-2
20040,202002,11,0,0,0,-2
20040,202003,9,0,0,0,-2
20040,202004,1,0,0,0,-8
20040,202005,1,0,0,0,0
20040,202006,2,0,0,0,1
20040,202007,2,0,0,0,0
20040,202008,4,0,0,0,2
20040,202009,3,0,0,0,-1
20040,202010,3,2,1,1,0
20041,201901,46,0,0,0,0
20041,201902,46,0,0,0,0
20041,201903,59,0,0,0,13
20041,201904,60,0,0,0,1
20041,201905,58,0,0,0,-2
20041,201906,72,0,0,0,14
20041,201907,86,0,0,0,14
20041,201908,93,0,0,0,7
20041,201909,81,0,0,0,-12
20041,201910,75,0,0,0,-6
20041,201911,85,0,0,0,10
20041,201912,80,0,0,0,-5
20041,202001,71,0,0,0,-9
20041,202002,64,0,0,0,-7
20041,202003,65,0,0,0,1
20041,202004,82,0,0,0,17
20041,202005,82,6,1,0,0
20041,202006,64,6,0,3,-18
20041,202007,82,19,2,13,18
20041,202008,77,3,1,2,-5
20041,202009,77,1,3,0,0
20041,202010,77,1,0,1,0
20042,201901,558,0,0,0,0
20042,201902,532,0,0,0,-26
20042,201903,505,0,0,0,-27
20042,201904,505,0,0,0,0
20042,201905,516,0,0,0,11
20042,201906,526,0,0,0,10
20042,201907,525,0,0,0,-1
20042,201908,498,0,0,0,-27
20042,201909,495,0,0,0,-3
20042,201910,493,0,0,0,-2
20042,201911,481,0,0,0,-12
20042,201912,475,0,0,0,-6
20042,202001,471,0,0,0,-4
20042,202002,477,0,0,0,6
20042,202003,490,0,0,0,13
20042,202004,512,0,0,0,22
20042,202005,513,2,1,1,1
20042,202006,514,2,0,1,1
20042,202007,521,0,0,0,7
20042,202008,414,5,0,1,-107
20042,202009,385,2,0,0,-29
20042,202010,387,1,0,0,2
20043,201901,5154,0,0,0,0
20043,201902,5190,0,0,0,36
20043,201903,5266,0,0,0,76
20043,201904,5433,0,0,0,167
20043,201905,5380,0,0,0,-53
20043,201906,5776,0,0,0,396
20043,201907,5625,0,0,0,-151
20043,201908,5534,0,0,0,-91
20043,201909,5534,0,0,0,0
20043,201910,5561,0,0,0,27
20043,201911,5549,0,0,0,-12
20043,201912,5450,0,0,0,-99
20043,202001,5247,0,0,0,-203
20043,202002,5363,0,0,0,116
20043,202003,5324,1,0,0,-39
20043,202004,5069,7,2,6,-255
20043,202005,5061,7,6,6,-8
20043,202006,5029,74,6,22,-32
20043,202007,5046,150,26,49,17
20043,202008,5006,89,16,12,-40
20043,202009,5043,54,3,10,37
20043,202010,5143,26,6,6,100
20044,201901,1362,0,0,0,0
20044,201902,1514,0,0,0,152
20044,201903,1611,0,0,0,97
20044,201904,1561,0,0,0,-50
20044,201905,1543,0,0,0,-18
20044,201906,1584,0,0,0,41
20044,201907,1410,0,0,0,-174
20044,201908,1338,0,0,0,-72
20044,201909,1328,0,0,0,-10
20044,201910,1329,0,0,0,1
20044,201911,1452,0,0,0,123
20044,201912,1311,0,0,0,-141
20044,202001,1465,0,0,0,154
20044,202002,1462,0,0,0,-3
20044,202003,1679,1,0,1,217
20044,202004,1618,1,0,1,-61
20044,202005,1607,6,0,4,-11
20044,202006,1579,24,3,12,-28
20044,202007,1288,39,5,10,-291
20044,202008,1412,12,2,3,124
20044,202009,1446,3,1,2,34
20044,202010,1498,3,0,1,52
20045,201901,731,0,0,0,0
20045,201902,737,0,0,0,6
20045,201903,765,0,0,0,28
20045,201904,786,0,0,0,21
20045,201905,803,0,0,0,17
20045,201906,815,0,0,0,12
20045,201907,734,0,0,0,-81
20045,201908,697,0,0,0,-37
20045,201909,703,0,0,0,6
20045,201910,691,0,0,0,-12
20045,201911,699,0,0,0,8
20045,201912,654,0,0,0,-45
20045,202001,784,0,0,0,130
20045,202002,799,0,0,0,15
20045,202003,791,3,0,0,-8
20045,202004,778,3,0,1,-13
20045,202005,784,7,0,0,6
20045,202006,783,21,3,6,-1
20045,202007,842,22,0,1,59
20045,202008,938,16,0,2,96
20045,202009,953,17,2,2,15
20045,202010,958,15,1,4,5
20046,201901,18,0,0,0,0
20046,201902,16,0,0,0,-2
20046,201903,16,0,0,0,0
20046,201904,13,0,0,0,-3
20046,201905,13,0,0,0,0
20046,201906,13,0,0,0,0
20049,201901,11,0,0,0,0
20049,201902,11,0,0,0,0
20049,201903,11,0,0,0,0
20049,201904,11,0,0,0,0
20049,201905,11,0,0,0,0
20049,201906,11,0,0,0,0
20049,201907,11,0,0,0,0
20049,201908,11,0,0,0,0
20049,201909,11,0,0,0,0
20049,201910,11,0,0,0,0
20049,201911,16,0,0,0,5
20049,201912,11,0,0,0,-5
20049,202001,10,0,0,0,-1
20049,202002,11,0,0,0,1
20049,202003,11,0,0,0,0
20049,202004,11,0,0,0,0
20049,202005,11,1,0,0,0
20049,202006,11,0,0,0,0
20049,202007,11,3,0,1,0
20049,202008,11,1,0,0,0
20049,202009,11,1,0,0,0
20049,202010,11,2,0,0,0
20050,201909,8,0,0,0,0
20051,201901,23,0,0,0,0
20051,201902,21,0,0,0,-2
20051,201903,19,0,0,0,-2
20051,201904,19,0,0,0,0
20051,201905,20,0,0,0,1
20051,201906,20,0,0,0,0
20051,201907,26,0,0,0,6
20051,201908,27,0,0,0,1
20051,201909,26,0,0,0,-1
20051,201910,26,0,0,0,0
20051,201911,26,0,0,0,0
20051,201912,27,0,0,0,1
20051,202001,22,0,0,0,-5
20051,202002,24,0,0,0,2
20051,202003,24,0,0,0,0
20051,202004,24,0,0,0,0
20051,202005,24,0,0,0,0
20051,202006,24,2,2,1,0
20051,202007,27,1,1,1,3
20051,202008,28,0,0,0,1
20051,202009,29,0,0,0,1
20051,202010,29,0,0,0,0
20052,201901,69,0,0,0,0
20052,201902,52,0,0,0,-17
20052,201903,47,0,0,0,-5
20052,201904,49,0,0,0,2
20052,201905,53,0,0,0,4
20052,201906,50,0,0,0,-3
20052,201907,52,0,0,0,2
20052,201908,48,0,0,0,-4
20052,201909,45,0,0,0,-3
20052,201910,48,0,0,0,3
20052,201911,46,0,0,0,-2
20052,201912,47,0,0,0,1
20052,202001,44,0,0,0,-3
20052,202002,45,0,0,0,1
20052,202003,48,0,0,0,3
20052,202004,39,0,0,0,-9
20052,202005,38,1,0,1,-1
20052,202006,38,3,0,2,0
20052,202007,39,4,1,2,1
20052,202008,63,2,0,0,24
20052,202009,80,0,0,0,17
20052,202010,73,0,0,0,-7
20053,202003,1,0,0,0,0
20053,202004,2,0,0,0,1
20053,202005,10,0,0,0,8
20053,202006,16,0,0,0,6
20053,202007,12,0,0,0,-4
20054,201912,2,0,0,0,0
20055,201901,12,0,0,0,0
20055,201902,12,0,0,0,0
20055,201903,12,0,0,0,0
20055,201904,10,0,0,0,-2
20055,201905,10,0,0,0,0
20055,201906,9,0,0,0,-1
20055,201907,10,0,0,0,1
20055,201908,10,0,0,0,0
20055,201909,21,0,0,0,11
20055,201910,21,0,0,0,0
20055,201911,21,0,0,0,0
20055,201912,63,0,0,0,42
20055,202001,113,0,0,0,50
20055,202002,163,0,0,0,50
20055,202003,175,0,0,0,12
20055,202004,163,0,0,0,-12
20055,202005,45,0,0,0,-118
20055,202006,22,0,0,0,-23
20055,202007,20,0,0,0,-2
20055,202008,22,1,0,1,2
20055,202009,22,2,0,0,0
20055,202010,20,1,0,0,-2
20056,201901,35,0,0,0,0
20056,201902,34,0,0,0,-1
20056,201903,31,0,0,0,-3
20056,201904,40,0,0,0,9
20056,201905,37,0,0,0,-3
20056,201906,34,0,0,0,-3
20056,201907,32,0,0,0,-2
20056,201908,38,0,0,0,6
20056,201909,38,0,0,0,0
20056,201910,27,0,0,0,-11
20056,201911,28,0,0,0,1
20056,201912,29,0,0,0,1
20056,202001,24,0,0,0,-5
20056,202002,27,0,0,0,3
20056,202003,28,0,0,0,1
20056,202004,27,0,0,0,-1
20056,202005,25,0,0,0,-2
20056,202006,26,0,0,0,1
20056,202007,26,1,0,0,0
20056,202008,26,1,0,0,0
20056,202009,25,0,0,0,-1
20056,202010,24,1,1,1,-1
20057,201901,1727,0,0,0,0
20057,201902,1734,0,0,0,7
20057,201903,1748,0,0,0,14
20057,201904,1733,0,0,0,-15
20057,201905,1751,0,0,0,18
20057,201906,1732,0,0,0,-19
20057,201907,1715,0,0,0,-17
20057,201908,1714,0,0,0,-1
20057,201909,1777,0,0,0,63
20057,201910,1811,0,0,0,34
20057,201911,1841,0,0,0,30
20057,201912,1829,0,0,0,-12
20057,202001,1858,0,0,0,29
20057,202002,1945,0,0,0,87
20057,202003,1923,0,0,0,-22
20057,202004,1858,0,0,0,-65
20057,202005,1799,7,0,3,-59
20057,202006,1848,23,4,7,49
20057,202007,1897,72,4,15,49
20057,202008,1886,25,7,5,-11
20057,202009,1872,10,1,1,-14
20057,202010,1937,5,0,2,65
20059,201901,1179,0,0,0,0
20059,201902,1204,0,0,0,25
20059,201903,1175,0,0,0,-29
20059,201904,1191,0,0,0,16
20059,201905,1184,0,0,0,-7
20059,201906,1192,0,0,0,8
20059,201907,1219,0,0,0,27
20059,201908,1219,0,0,0,0
20059,201909,1219,0,0,0,0
20059,201910,1224,0,0,0,5
20059,201911,1263,0,0,0,39
20059,201912,1254,0,0,0,-9
20059,202001,1230,0,0,0,-24
20059,202002,1256,0,0,0,26
20059,202003,1241,0,0,0,-15
20059,202004,1226,0,0,0,-15
20059,202005,1209,13,4,5,-17
20059,202006,1215,42,6,11,6
20059,202007,1222,83,3,8,7
20059,202008,1220,35,2,5,-2
20059,202009,1223,34,3,5,3
20059,202010,1238,76,3,11,15
20060,201901,5,0,0,0,0
20060,201912,15,0,0,0,10
20060,202007,4,0,0,0,-11
20060,202008,1,0,0,0,-3
20061,201905,4,0,0,0,0
20061,201906,6,0,0,0,2
20061,201907,6,0,0,0,0
20061,201908,6,0,0,0,0
20061,201909,6,0,0,0,0
20061,201910,9,0,0,0,3
20061,201911,5,0,0,0,-4
20061,201912,9,0,0,0,4
20061,202001,16,0,0,0,7
20061,202002,17,0,0,0,1
20061,202003,25,0,0,0,8
20061,202004,25,0,0,0,0
20061,202005,30,0,0,0,5
20061,202006,31,1,0,1,1
20061,202007,31,0,0,0,0
20061,202008,28,3,0,0,-3
20061,202009,31,3,0,0,3
20061,202010,32,2,1,1,1
20063,201901,11,0,0,0,0
20063,201902,11,0,0,0,0
20063,201903,11,0,0,0,0
20063,201904,13,0,0,0,2
20063,201905,15,0,0,0,2
20063,201906,13,0,0,0,-2
20063,201907,13,0,0,0,0
20063,201908,12,0,0,0,-1
20063,201909,13,0,0,0,1
20063,201910,13,0,0,0,0
20063,201911,12,0,0,0,-1
20063,201912,11,0,0,0,-1
20063,202001,10,0,0,0,-1
20063,202002,11,0,0,0,1
20063,202003,10,0,0,0,-1
20063,202004,10,1,0,1,0
20063,202005,10,11,1,2,0
20063,202006,10,14,4,2,0
20063,202007,11,13,1,3,1
20063,202008,12,12,1,3,1
20063,202009,13,9,2,1,1
20063,202010,13,4,0,2,0
20064,201901,27,0,0,0,0
20064,201902,26,0,0,0,-1
20064,201903,26,0,0,0,0
20064,201904,39,0,0,0,13
20064,201905,47,0,0,0,8
20064,201906,50,0,0,0,3
20064,201907,27,0,0,0,-23
20064,201908,28,0,0,0,1
20064,201909,28,0,0,0,0
20064,201910,25,0,0,0,-3
20064,201911,26,0,0,0,1
20064,201912,26,0,0,0,0
20064,202001,26,0,0,0,0
20064,202002,26,0,0,0,0
20064,202003,34,0,0,0,8
20064,202004,60,0,0,0,26
20064,202005,66,2,0,2,6
20064,202006,87,0,1,0,21
20064,202007,71,1,0,1,-16
20064,202008,68,1,0,1,-3
20064,202009,75,6,0,2,7
20064,202010,82,3,0,3,7
20065,201901,3,0,0,0,0
20065,201902,3,0,0,0,0
20065,201903,3,0,0,0,0
20065,201904,5,0,0,0,2
20065,201905,5,0,0,0,0
20065,201906,5,0,0,0,0
20065,201907,5,0,0,0,0
20065,201908,5,0,0,0,0
20065,201909,5,0,0,0,0
20065,201910,5,0,0,0,0
20065,201911,5,0,0,0,0
20065,201912,5,0,0,0,0
20065,202001,5,0,0,0,0
20065,202002,5,0,0,0,0
20065,202003,5,0,0,0,0
20065,202004,5,0,0,0,0
20065,202005,5,0,0,0,0
20065,202006,5,0,0,0,0
20065,202007,5,0,0,0,0
20065,202008,5,0,0,0,0
20065,202009,4,2,0,2,-1
20065,202010,4,0,0,0,0
20066,201901,17,0,0,0,0
20066,201902,18,0,0,0,1
20066,201903,19,0,0,0,1
20066,201904,19,0,0,0,0
20066,201905,19,0,0,0,0
20066,201906,19,0,0,0,0
20066,201907,19,0,0,0,0
20066,201908,18,0,0,0,-1
20066,201909,17,0,0,0,-1
20066,201910,18,0,0,0,1
20066,201911,18,0,0,0,0
20066,201912,18,0,0,0,0
20066,202001,21,0,0,0,3
20066,202002,24,0,0,0,3
20066,202003,24,0,0,0,0
20066,202004,26,0,0,0,2
20066,202005,23,0,0,0,-3
20066,202006,24,0,0,0,1
20066,202007,24,0,0,0,0
20066,202008,23,0,0,0,-1
20066,202009,25,1,0,1,2
20066,202010,25,0,0,0,0
20067,201901,105587,0,0,0,0
20067,201902,106114,0,0,0,527
20067,201903,108330,0,0,0,2216
20067,201904,108638,0,0,0,308
20067,201905,109279,0,0,0,641
20067,201906,105889,0,0,0,-3390
20067,201907,105170,0,0,0,-719
20067,201908,105612,0,0,0,442
20067,201909,105962,0,0,0,350
20067,201910,107621,0,0,0,1659
20067,201911,108463,0,0,0,842
20067,201912,107394,0,0,0,-1069
20067,202001,109858,0,0,0,2464
20067,202002,111329,0,0,0,1471
20067,202003,112672,11,0,1,1343
20067,202004,111115,24,4,12,-1557
20067,202005,110378,549,46,86,-737
20067,202006,108241,1239,103,187,-2137
20067,202007,105967,1217,57,105,-2274
20067,202008,105817,813,51,100,-150
20067,202009,106132,1143,40,94,315
20067,202010,106704,1145,45,96,572
20068,201901,583,0,0,0,0
20068,201902,564,0,0,0,-19
20068,201903,581,0,0,0,17
20068,201904,596,0,0,0,15
20068,201905,607,0,0,0,11
20068,201906,598,0,0,0,-9
20068,201907,588,0,0,0,-10
20068,201908,590,0,0,0,2
20068,201909,587,0,0,0,-3
20068,201910,589,0,0,0,2
20068,201911,591,0,0,0,2
20068,201912,573,0,0,0,-18
20068,202001,593,0,0,0,20
20068,202002,604,0,0,0,11
20068,202003,597,0,0,0,-7
20068,202004,568,1,0,1,-29
20068,202005,587,17,1,3,19
20068,202006,593,57,6,5,6
20068,202007,619,46,1,5,26
20068,202008,594,28,1,4,-25
20068,202009,597,31,2,1,3
20068,202010,591,30,2,2,-6
20069,202006,2,0,0,0,0
20070,201901,0,0,0,0,0
20070,201902,0,0,0,0,0
20070,201903,6,0,0,0,6
20070,201904,0,0,0,0,-6
20070,201905,1,0,0,0,1
20070,201906,1,0,0,0,0
20070,201907,0,0,0,0,-1
20070,201908,0,0,0,0,0
20070,201909,0,0,0,0,0
20070,201910,0,0,0,0,0
20070,201911,0,0,0,0,0
20070,201912,1,0,0,0,1
20070,202001,1,0,0,0,0
20070,202002,1,0,0,0,0
20070,202003,1,0,0,0,0
20070,202004,0,0,0,0,-1
20070,202005,0,1,1,1,0
20070,202006,0,1,0,1,0
20070,202007,0,3,0,1,0
20070,202008,0,2,2,2,0
20070,202009,0,0,0,0,0
20070,202010,0,1,1,1,0
20071,201901,18,0,0,0,0
20071,201902,17,0,0,0,-1
20071,201903,15,0,0,0,-2
20071,201904,15,0,0,0,0
20071,201905,15,0,0,0,0
20071,201906,23,0,0,0,8
20071,201907,15,0,0,0,-8
20071,201908,22,0,0,0,7
20071,201909,16,0,0,0,-6
20071,201910,24,0,0,0,8
20071,201911,28,0,0,0,4
20071,201912,15,0,0,0,-13
20071,202001,21,0,0,0,6
20071,202002,17,0,0,0,-4
20071,202003,17,0,0,0,0
20071,202004,18,0,0,0,1
20071,202005,17,0,0,0,-1
20071,202006,18,0,0,0,1
20071,202007,17,0,0,0,-1
20071,202008,16,1,0,1,-1
20071,202009,18,1,0,0,2
20071,202010,19,1,0,0,1
20072,201901,619,0,0,0,0
20072,201902,632,0,0,0,13
20072,201903,645,0,0,0,13
20072,201904,644,0,0,0,-1
20072,201905,620,0,0,0,-24
20072,201906,635,0,0,0,15
20072,201907,656,0,0,0,21
20072,201908,685,0,0,0,29
20072,201909,692,0,0,0,7
20072,201910,704,0,0,0,12
20072,201911,672,0,0,0,-32
20072,201912,639,0,0,0,-33
20072,202001,643,0,0,0,4
20072,202002,662,0,0,0,19
20072,202003,651,0,0,0,-11
20072,202004,605,0,0,0,-46
20072,202005,614,1,0,0,9
20072,202006,640,8,0,2,26
20072,202007,641,27,1,0,1
20072,202008,651,35,1,2,10
20072,202009,644,6,0,0,-7
20072,202010,647,4,1,0,3
20073,201901,208,0,0,0,0
20073,201902,236,0,0,0,28
20073,201903,222,0,0,0,-14
20073,201904,208,0,0,0,-14
20073,201905,205,0,0,0,-3
20073,201906,217,0,0,0,12
20073,201907,220,0,0,0,3
20073,201908,218,0,0,0,-2
20073,201909,248,0,0,0,30
20073,201910,240,0,0,0,-8
20073,201911,249,0,0,0,9
20073,201912,226,0,0,0,-23
20073,202001,197,0,0,0,-29
20073,202002,199,0,0,0,2
20073,202003,230,0,0,0,31
20073,202004,207,0,0,0,-23
20073,202005,208,0,0,0,1
20073,202006,190,31,2,3,-18
20073,202007,183,14,2,9,-7
20073,202008,194,14,2,10,11
20073,202009,206,27,6,12,12
20073,202010,210,30,1,6,4
20075,201901,2,0,0,0,0
20075,201902,3,0,0,0,1
20075,201903,3,0,0,0,0
20075,201904,3,0,0,0,0
20075,201905,3,0,0,0,0
20075,201906,3,0,0,0,0
20075,201907,3,0,0,0,0
20075,201908,3,0,0,0,0
20075,201909,4,0,0,0,1
20075,201910,4,0,0,0,0
20075,201911,4,0,0,0,0
20075,201912,4,0,0,0,0
20075,202001,5,0,0,0,1
20075,202002,5,0,0,0,0
20075,202003,5,0,0,0,0
20075,202004,6,0,0,0,1
20075,202005,3,0,0,0,-3
20075,202006,3,0,0,0,0
20075,202007,3,0,0,0,0
20075,202008,3,0,0,0,0
20075,202009,3,0,0,0,0
20075,202010,3,0,0,0,0
