"imun","idmes","asegurados","casos_diarios_prom","muertos_diarios_prom","hospitalizados_diarios_prom","tasa_empleabilidad"
13041,201911,1953,0,0,0,42
13041,201912,1920,0,0,0,-33
13041,202001,1917,0,0,0,-3
13041,202002,1940,0,0,0,23
13041,202003,1913,0,0,0,-27
13041,202004,1841,4,1,3,-72
13041,202005,1809,20,5,13,-32
13041,202006,1848,20,3,9,39
13041,202007,1789,42,4,21,-59
13041,202008,1838,63,16,33,49
13041,202009,1763,51,9,13,-75
13041,202010,1782,36,8,16,19
13042,201901,74,0,0,0,0
13042,201902,74,0,0,0,0
13042,201903,71,0,0,0,-3
13042,201904,71,0,0,0,0
13042,201905,71,0,0,0,0
13042,201906,73,0,0,0,2
13042,201907,64,0,0,0,-9
13042,201908,69,0,0,0,5
13042,201909,68,0,0,0,-1
13042,201910,63,0,0,0,-5
13042,201911,75,0,0,0,12
13042,201912,77,0,0,0,2
13042,202001,76,0,0,0,-1
13042,202002,76,0,0,0,0
13042,202003,74,0,0,0,-2
13042,202004,73,0,0,0,-1
13042,202005,67,0,0,0,-6
13042,202006,69,2,0,1,2
13042,202007,68,0,1,0,-1
13042,202008,69,3,1,1,1
13042,202009,71,2,1,2,2
13042,202010,72,40,0,3,1
13043,201909,9,0,0,0,0
13043,201910,12,0,0,0,3
13043,201911,8,0,0,0,-4
13043,201912,13,0,0,0,5
13043,202001,18,0,0,0,5
13043,202002,18,0,0,0,0
13043,202003,1,0,0,0,-17
13043,202008,12,1,0,1,11
13043,202009,12,1,0,0,0
13043,202010,12,0,0,0,0
13044,201901,493,0,0,0,0
13044,201902,534,0,0,0,41
13044,201903,385,0,0,0,-149
13044,201904,237,0,0,0,-148
13044,201905,189,0,0,0,-48
13044,201906,177,0,0,0,-12
13044,201907,184,0,0,0,7
13044,201908,176,0,0,0,-8
13044,201909,166,0,0,0,-10
13044,201910,168,0,0,0,2
13044,201911,171,0,0,0,3
13044,201912,173,0,0,0,2
13044,202001,150,0,0,0,-23
13044,202002,153,0,0,0,3
13044,202003,145,0,0,0,-8
13044,202004,146,0,0,0,1
13044,202005,154,0,0,0,8
13044,202006,154,2,0,1,0
13044,202007,154,6,0,3,0
13044,202008,162,16,1,2,8
13044,202009,174,16,0,1,12
13044,202010,171,12,0,2,-3
13045,201901,56,0,0,0,0
13045,201902,52,0,0,0,-4
13045,201903,50,0,0,0,-2
13045,201904,32,0,0,0,-18
13045,201905,32,0,0,0,0
13045,201906,38,0,0,0,6
13045,201907,55,0,0,0,17
13045,201908,56,0,0,0,1
13045,201909,41,0,0,0,-15
13045,201910,44,0,0,0,3
13045,201911,44,0,0,0,0
13045,201912,42,0,0,0,-2
13045,202001,41,0,0,0,-1
13045,202002,45,0,0,0,4
13045,202003,50,0,0,0,5
13045,202004,49,0,0,0,-1
13045,202005,46,5,0,0,-3
13045,202006,45,1,0,0,-1
13045,202007,47,3,0,2,2
13045,202008,49,3,2,1,2
13045,202009,52,8,2,3,3
13045,202010,56,14,0,5,4
13046,201901,64,0,0,0,0
13046,201902,66,0,0,0,2
13046,201903,56,0,0,0,-10
13046,201904,49,0,0,0,-7
13046,201905,37,0,0,0,-12
13046,201906,35,0,0,0,-2
13046,201907,38,0,0,0,3
13046,201908,37,0,0,0,-1
13046,201909,36,0,0,0,-1
13046,201910,37,0,0,0,1
13046,201911,32,0,0,0,-5
13046,201912,47,0,0,0,15
13046,202001,39,0,0,0,-8
13046,202002,40,0,0,0,1
13046,202003,41,0,0,0,1
13046,202004,32,0,0,0,-9
13046,202005,32,6,3,3,0
13046,202006,33,9,1,6,1
13046,202007,51,12,4,4,18
13046,202008,51,8,3,4,0
13046,202009,59,7,3,5,8
13046,202010,69,8,1,5,10
13047,202002,8,0,0,0,0
13047,202003,31,0,0,0,23
13047,202004,2,0,0,0,-29
13048,201901,72749,0,0,0,0
13048,201902,73137,0,0,0,388
13048,201903,73870,0,0,0,733
13048,201904,74344,0,0,0,474
13048,201905,73774,0,0,0,-570
13048,201906,73427,0,0,0,-347
13048,201907,71668,0,0,0,-1759
13048,201908,73531,0,0,0,1863
13048,201909,73894,0,0,0,363
13048,201910,74600,0,0,0,706
13048,201911,75084,0,0,0,484
13048,201912,73151,0,0,0,-1933
13048,202001,73176,0,0,0,25
13048,202002,74032,1,0,0,856
13048,202003,73539,17,3,5,-493
13048,202004,72587,79,12,42,-952
13048,202005,71714,441,60,152,-873
13048,202006,71018,474,55,142,-696
13048,202007,66824,629,42,138,-4194
13048,202008,68185,697,77,184,1361
13048,202009,69014,536,49,125,829
13048,202010,69228,682,63,156,214
13049,201901,10,0,0,0,0
13049,201902,10,0,0,0,0
13049,201903,10,0,0,0,0
13049,201904,10,0,0,0,0
13049,201905,11,0,0,0,1
13049,201906,11,0,0,0,0
13049,201907,11,0,0,0,0
13049,201908,11,0,0,0,0
13049,201909,12,0,0,0,1
13049,201910,12,0,0,0,0
13049,201911,12,0,0,0,0
13049,201912,12,0,0,0,0
13049,202001,12,0,0,0,0
13049,202002,13,0,0,0,1
13049,202003,13,0,0,0,0
13049,202004,13,0,0,0,0
13049,202005,13,1,1,1,0
13049,202006,13,2,0,1,0
13049,202007,13,0,0,0,0
13049,202008,13,0,0,0,0
13049,202009,13,1,1,1,0
13049,202010,13,0,0,0,0
13050,201901,1578,0,0,0,0
13050,201902,1576,0,0,0,-2
13050,201903,1477,0,0,0,-99
13050,201904,1505,0,0,0,28
13050,201905,1599,0,0,0,94
13050,201906,1641,0,0,0,42
13050,201907,1592,0,0,0,-49
13050,201908,1562,0,0,0,-30
13050,201909,1531,0,0,0,-31
13050,201910,1550,0,0,0,19
13050,201911,1566,0,0,0,16
13050,201912,1487,0,0,0,-79
13050,202001,1484,0,0,0,-3
13050,202002,1532,0,0,0,48
13050,202003,1494,0,0,0,-38
13050,202004,1410,2,0,2,-84
13050,202005,1471,13,3,5,61
13050,202006,1473,9,2,5,2
13050,202007,1388,29,2,13,-85
13050,202008,1403,26,6,10,15
13050,202009,1391,20,7,8,-12
13050,202010,1371,25,7,9,-20
13051,201901,14805,0,0,0,0
13051,201902,15206,0,0,0,401
13051,201903,15273,0,0,0,67
13051,201904,15311,0,0,0,38
13051,201905,15520,0,0,0,209
13051,201906,15611,0,0,0,91
13051,201907,15060,0,0,0,-551
13051,201908,15214,0,0,0,154
13051,201909,15578,0,0,0,364
13051,201910,15801,0,0,0,223
13051,201911,16121,0,0,0,320
13051,201912,15946,0,0,0,-175
13051,202001,15583,0,0,0,-363
13051,202002,15617,0,0,0,34
13051,202003,15418,6,0,1,-199
13051,202004,15072,25,4,14,-346
13051,202005,14281,126,14,25,-791
13051,202006,14778,143,8,27,497
13051,202007,16033,263,24,60,1255
13051,202008,16203,372,32,66,170
13051,202009,16284,276,21,44,81
13051,202010,16564,335,25,60,280
13052,201901,2523,0,0,0,0
13052,201902,2632,0,0,0,109
13052,201903,2689,0,0,0,57
13052,201904,2682,0,0,0,-7
13052,201905,2733,0,0,0,51
13052,201906,2672,0,0,0,-61
13052,201907,2570,0,0,0,-102
13052,201908,2580,0,0,0,10
13052,201909,2593,0,0,0,13
13052,201910,2691,0,0,0,98
13052,201911,2766,0,0,0,75
13052,201912,2700,0,0,0,-66
13052,202001,2693,0,0,0,-7
13052,202002,2758,0,0,0,65
13052,202003,2777,1,0,1,19
13052,202004,2747,6,2,4,-30
13052,202005,2708,27,5,9,-39
13052,202006,2798,38,8,14,90
13052,202007,2897,29,8,17,99
13052,202008,2925,27,6,16,28
13052,202009,2888,22,8,11,-37
13052,202010,2881,33,8,14,-7
13053,201901,11,0,0,0,0
13053,201902,11,0,0,0,0
13053,201903,11,0,0,0,0
13053,201904,10,0,0,0,-1
13053,201905,11,0,0,0,1
13053,201906,11,0,0,0,0
13053,201907,11,0,0,0,0
13053,201908,11,0,0,0,0
13053,201909,11,0,0,0,0
13053,201910,11,0,0,0,0
13053,201911,11,0,0,0,0
13053,201912,23,0,0,0,12
13053,202001,23,0,0,0,0
13053,202002,35,0,0,0,12
13053,202003,70,0,0,0,35
13053,202004,19,0,0,0,-51
13053,202005,17,2,1,1,-2
13053,202006,18,0,0,0,1
13053,202007,12,2,0,0,-6
13053,202008,25,9,0,0,13
13053,202009,12,6,0,0,-13
13053,202010,12,18,1,3,0
13054,201901,139,0,0,0,0
13054,201902,133,0,0,0,-6
13054,201903,128,0,0,0,-5
13054,201904,130,0,0,0,2
13054,201905,130,0,0,0,0
13054,201906,124,0,0,0,-6
13054,201907,127,0,0,0,3
13054,201908,134,0,0,0,7
13054,201909,139,0,0,0,5
13054,201910,138,0,0,0,-1
13054,201911,140,0,0,0,2
13054,201912,151,0,0,0,11
13054,202001,159,0,0,0,8
13054,202002,168,0,0,0,9
13054,202003,171,0,0,0,3
13054,202004,154,5,1,4,-17
13054,202005,156,17,7,13,2
13054,202006,161,9,0,3,5
13054,202007,169,22,4,15,8
13054,202008,168,45,12,22,-1
13054,202009,179,11,4,5,11
13054,202010,174,22,3,12,-5
13055,201901,269,0,0,0,0
13055,201902,303,0,0,0,34
13055,201903,337,0,0,0,34
13055,201904,296,0,0,0,-41
13055,201905,297,0,0,0,1
13055,201906,317,0,0,0,20
13055,201907,317,0,0,0,0
13055,201908,317,0,0,0,0
13055,201909,290,0,0,0,-27
13055,201910,248,0,0,0,-42
13055,201911,251,0,0,0,3
13055,201912,240,0,0,0,-11
13055,202001,225,0,0,0,-15
13055,202002,244,0,0,0,19
13055,202003,242,0,0,0,-2
13055,202004,236,2,0,2,-6
13055,202005,274,7,0,4,38
13055,202006,253,5,2,3,-21
13055,202007,259,8,1,7,6
13055,202008,253,12,5,7,-6
13055,202009,249,15,6,5,-4
13055,202010,256,5,1,3,7
13056,201901,1323,0,0,0,0
13056,201902,1346,0,0,0,23
13056,201903,1374,0,0,0,28
13056,201904,1382,0,0,0,8
13056,201905,1413,0,0,0,31
13056,201906,1352,0,0,0,-61
13056,201907,1302,0,0,0,-50
13056,201908,1317,0,0,0,15
13056,201909,1458,0,0,0,141
13056,201910,1475,0,0,0,17
13056,201911,1546,0,0,0,71
13056,201912,1490,0,0,0,-56
13056,202001,1522,0,0,0,32
13056,202002,1505,0,0,0,-17
13056,202003,1514,0,0,0,9
13056,202004,1531,4,1,2,17
13056,202005,1490,10,1,3,-41
13056,202006,1442,19,6,14,-48
13056,202007,1477,43,5,11,35
13056,202008,1460,51,12,16,-17
13056,202009,1464,20,2,8,4
13056,202010,1519,20,4,7,55
13057,201901,895,0,0,0,0
13057,201902,895,0,0,0,0
13057,201903,845,0,0,0,-50
13057,201904,891,0,0,0,46
13057,201905,870,0,0,0,-21
13057,201906,856,0,0,0,-14
13057,201907,857,0,0,0,1
13057,201908,781,0,0,0,-76
13057,201909,802,0,0,0,21
13057,201910,859,0,0,0,57
13057,201911,868,0,0,0,9
13057,201912,822,0,0,0,-46
13057,202001,795,0,0,0,-27
13057,202002,794,0,0,0,-1
13057,202003,810,0,0,0,16
13057,202004,809,1,0,1,-1
13057,202005,806,3,2,3,-3
13057,202006,776,13,3,9,-30
13057,202007,769,19,4,8,-7
13057,202008,753,15,2,6,-16
13057,202009,726,0,0,0,-27
13057,202010,876,4,2,2,150
13058,201901,97,0,0,0,0
13058,201902,94,0,0,0,-3
13058,201903,96,0,0,0,2
13058,201904,93,0,0,0,-3
13058,201905,112,0,0,0,19
13058,201906,109,0,0,0,-3
13058,201907,107,0,0,0,-2
13058,201908,94,0,0,0,-13
13058,201909,87,0,0,0,-7
13058,201910,92,0,0,0,5
13058,201911,71,0,0,0,-21
13058,201912,77,0,0,0,6
13058,202001,98,0,0,0,21
13058,202002,88,0,0,0,-10
13058,202003,91,0,0,0,3
13058,202004,100,0,0,0,9
13058,202005,117,1,0,0,17
13058,202006,105,1,1,1,-12
13058,202007,103,1,0,0,-2
13058,202008,94,3,0,1,-9
13058,202009,93,5,1,4,-1
13058,202010,83,2,0,1,-10
13059,201901,257,0,0,0,0
13059,201902,264,0,0,0,7
13059,201903,257,0,0,0,-7
13059,201904,254,0,0,0,-3
13059,201905,251,0,0,0,-3
13059,201906,243,0,0,0,-8
13059,201907,250,0,0,0,7
13059,201908,240,0,0,0,-10
13059,201909,245,0,0,0,5
13059,201910,245,0,0,0,0
13059,201911,254,0,0,0,9
13059,201912,281,0,0,0,27
13059,202001,277,0,0,0,-4
13059,202002,275,0,0,0,-2
13059,202003,274,0,0,0,-1
13059,202004,279,3,0,2,5
13059,202005,273,3,1,2,-6
13059,202006,273,9,2,1,0
13059,202007,255,15,0,4,-18
13059,202008,259,3,0,2,4
13059,202009,242,9,1,5,-17
13059,202010,239,4,1,2,-3
13060,201901,3,0,0,0,0
13060,201902,3,0,0,0,0
13060,201903,4,0,0,0,1
13060,201904,4,0,0,0,0
13060,201905,4,0,0,0,0
13060,201906,4,0,0,0,0
13060,201907,6,0,0,0,2
13060,201908,33,0,0,0,27
13060,201909,39,0,0,0,6
13060,201910,36,0,0,0,-3
13060,201911,28,0,0,0,-8
13060,201912,57,0,0,0,29
13060,202001,32,0,0,0,-25
13060,202002,12,0,0,0,-20
13060,202003,12,0,0,0,0
13060,202004,12,1,0,0,0
13060,202005,12,1,0,0,0
13060,202006,12,5,0,1,0
13060,202007,11,12,1,2,-1
13060,202008,12,28,0,2,1
13060,202009,12,22,1,1,0
13060,202010,11,17,1,1,-1
13061,201901,16012,0,0,0,0
13061,201902,16222,0,0,0,210
13061,201903,16372,0,0,0,150
13061,201904,16464,0,0,0,92
13061,201905,16633,0,0,0,169
13061,201906,16734,0,0,0,101
13061,201907,16643,0,0,0,-91
13061,201908,15816,0,0,0,-827
13061,201909,15678,0,0,0,-138
13061,201910,14991,0,0,0,-687
13061,201911,14615,0,0,0,-376
13061,201912,10990,0,0,0,-3625
13061,202001,13849,0,0,0,2859
13061,202002,13617,0,0,0,-232
13061,202003,13165,0,0,0,-452
13061,202004,12055,11,0,1,-1110
13061,202005,11774,49,19,30,-281
13061,202006,11204,122,12,35,-570
13061,202007,10964,116,12,30,-240
13061,202008,10878,110,14,34,-86
13061,202009,10165,72,10,19,-713
13061,202010,10147,82,6,17,-18
13062,201901,43,0,0,0,0
13062,201902,55,0,0,0,12
13062,201903,53,0,0,0,-2
13062,201904,53,0,0,0,0
13062,201905,53,0,0,0,0
13062,201906,61,0,0,0,8
13062,201907,57,0,0,0,-4
13062,201908,8,0,0,0,-49
13062,201909,13,0,0,0,5
13062,201910,16,0,0,0,3
13062,201911,21,0,0,0,5
13062,201912,32,0,0,0,11
13062,202001,39,0,0,0,7
13062,202002,49,0,0,0,10
13062,202003,57,0,0,0,8
13062,202004,58,0,0,0,1
13062,202005,36,1,0,1,-22
13062,202006,22,0,0,0,-14
13062,202007,2,0,0,0,-20
13062,202008,2,1,0,0,0
13062,202009,2,1,0,0,0
13062,202010,2,1,0,0,0
13063,201901,19428,0,0,0,0
13063,201902,19400,0,0,0,-28
13063,201903,19315,0,0,0,-85
13063,201904,19487,0,0,0,172
13063,201905,19506,0,0,0,19
13063,201906,19490,0,0,0,-16
13063,201907,19445,0,0,0,-45
13063,201908,19530,0,0,0,85
13063,201909,19789,0,0,0,259
13063,201910,19747,0,0,0,-42
13063,201911,19834,0,0,0,87
13063,201912,19562,0,0,0,-272
13063,202001,19775,0,0,0,213
13063,202002,19983,0,0,0,208
13063,202003,19730,1,0,0,-253
13063,202004,19481,6,1,4,-249
13063,202005,18759,63,13,29,-722
13063,202006,17940,82,13,30,-819
13063,202007,17968,128,26,55,28
13063,202008,17936,164,27,56,-32
13063,202009,18393,72,11,30,457
13063,202010,19189,79,5,29,796
13064,201901,36,0,0,0,0
13064,201902,50,0,0,0,14
13064,201903,40,0,0,0,-10
13064,201904,36,0,0,0,-4
13064,201905,50,0,0,0,14
13064,201906,42,0,0,0,-8
13064,201907,27,0,0,0,-15
13064,201908,34,0,0,0,7
13064,201909,36,0,0,0,2
13064,201910,50,0,0,0,14
13064,201911,47,0,0,0,-3
13064,201912,46,0,0,0,-1
13064,202001,46,0,0,0,0
13064,202002,115,0,0,0,69
13064,202003,123,0,0,0,8
13064,202004,107,1,0,1,-16
13064,202005,91,2,0,2,-16
13064,202006,88,3,0,3,-3
13064,202007,101,11,4,7,13
13064,202008,73,5,3,5,-28
13064,202009,55,8,2,2,-18
13064,202010,63,12,4,5,8
13065,201901,66,0,0,0,0
13065,201902,60,0,0,0,-6
13065,201903,54,0,0,0,-6
13065,201904,55,0,0,0,1
13065,201905,49,0,0,0,-6
13065,201906,54,0,0,0,5
13065,201907,52,0,0,0,-2
13065,201908,70,0,0,0,18
13065,201909,73,0,0,0,3
13065,201910,68,0,0,0,-5
13065,201911,73,0,0,0,5
13065,201912,79,0,0,0,6
13065,202001,81,0,0,0,2
13065,202002,83,0,0,0,2
13065,202003,86,0,0,0,3
13065,202004,84,3,0,1,-2
13065,202005,80,2,0,1,-4
13065,202006,82,10,2,4,2
13065,202007,79,7,3,4,-3
13065,202008,78,8,1,5,-1
13065,202009,84,5,1,2,6
13065,202010,90,13,1,3,6
13066,201901,528,0,0,0,0
13066,201902,595,0,0,0,67
13066,201903,651,0,0,0,56
13066,201904,705,0,0,0,54
13066,201905,815,0,0,0,110
13066,201906,934,0,0,0,119
13066,201907,1009,0,0,0,75
13066,201908,1066,0,0,0,57
13066,201909,1056,0,0,0,-10
13066,201910,1075,0,0,0,19
13066,201911,1264,0,0,0,189
13066,201912,1243,0,0,0,-21
13066,202001,1244,0,0,0,1
13066,202002,1276,0,0,0,32
13066,202003,1062,0,0,0,-214
13066,202004,877,0,0,0,-185
13066,202005,790,7,2,4,-87
13066,202006,849,15,5,7,59
13066,202007,860,1,0,1,11
13066,202008,892,14,3,3,32
13066,202009,963,1,0,0,71
13066,202010,1030,5,0,0,67
13067,201901,576,0,0,0,0
13067,201902,553,0,0,0,-23
13067,201903,536,0,0,0,-17
13067,201904,522,0,0,0,-14
13067,201905,512,0,0,0,-10
13067,201906,506,0,0,0,-6
13067,201907,502,0,0,0,-4
13067,201908,494,0,0,0,-8
13067,201909,518,0,0,0,24
13067,201910,551,0,0,0,33
13067,201911,549,0,0,0,-2
13067,201912,514,0,0,0,-35
13067,202001,524,0,0,0,10
13067,202002,527,0,0,0,3
13067,202003,562,0,0,0,35
13067,202004,559,22,2,15,-3
13067,202005,525,26,16,14,-34
13067,202006,509,24,4,10,-16
13067,202007,517,36,4,10,8
13067,202008,517,56,11,28,0
13067,202009,524,50,7,14,7
13067,202010,540,55,7,14,16
13068,201901,14,0,0,0,0
13068,201902,15,0,0,0,1
13068,201903,15,0,0,0,0
13068,201904,17,0,0,0,2
13068,201905,18,0,0,0,1
13068,201906,32,0,0,0,14
13068,201907,32,0,0,0,0
13068,201908,21,0,0,0,-11
13068,201909,22,0,0,0,1
13068,201910,24,0,0,0,2
13068,201911,20,0,0,0,-4
13068,201912,25,0,0,0,5
13068,202001,22,0,0,0,-3
13068,202002,22,0,0,0,0
13068,202003,21,0,0,0,-1
13068,202004,21,0,0,0,0
13068,202005,20,0,0,0,-1
13068,202006,20,1,0,1,0
13068,202007,18,3,2,2,-2
13068,202008,18,4,1,2,0
13068,202009,19,2,1,2,1
13068,202010,20,1,1,0,1
13069,201901,18898,0,0,0,0
13069,201902,19589,0,0,0,691
13069,201903,19730,0,0,0,141
13069,201904,19537,0,0,0,-193
13069,201905,19469,0,0,0,-68
13069,201906,19722,0,0,0,253
13069,201907,19878,0,0,0,156
13069,201908,20143,0,0,0,265
13069,201909,20726,0,0,0,583
13069,201910,20760,0,0,0,34
13069,201911,20810,0,0,0,50
13069,201912,20079,0,0,0,-731
13069,202001,20303,0,0,0,224
13069,202002,20316,0,0,0,13
13069,202003,20481,4,0,1,165
13069,202004,19909,41,6,13,-572
13069,202005,19498,189,30,86,-411
13069,202006,19440,184,34,71,-58
13069,202007,19517,165,22,50,77
13069,202008,19558,259,20,56,41
13069,202009,19391,160,23,43,-167
13069,202010,19838,175,17,39,447
13070,201901,495,0,0,0,0
13070,201902,613,0,0,0,118
13070,201903,604,0,0,0,-9
13070,201904,583,0,0,0,-21
13070,201905,554,0,0,0,-29
13070,201906,550,0,0,0,-4
13070,201907,520,0,0,0,-30
13070,201908,518,0,0,0,-2
13070,201909,538,0,0,0,20
13070,201910,579,0,0,0,41
13070,201911,559,0,0,0,-20
13070,201912,521,0,0,0,-38
13070,202001,560,0,0,0,39
13070,202002,564,0,0,0,4
13070,202003,556,0,0,0,-8
13070,202004,538,2,0,1,-18
13070,202005,529,15,2,8,-9
13070,202006,518,9,3,6,-11
13070,202007,498,14,3,12,-20
13070,202008,547,24,5,12,49
13070,202009,626,18,2,5,79
13070,202010,614,18,3,7,-12
13071,201901,2,0,0,0,0
13071,201902,2,0,0,0,0
13071,201903,2,0,0,0,0
13071,201904,2,0,0,0,0
13071,201905,2,0,0,0,0
13071,201906,2,0,0,0,0
13071,201907,1,0,0,0,-1
13071,201908,1,0,0,0,0
13071,201909,2,0,0,0,1
13071,201910,2,0,0,0,0
13071,201911,2,0,0,0,0
13071,201912,2,0,0,0,0
13071,202001,3,0,0,0,1
13071,202002,4,0,0,0,1
13071,202003,4,0,0,0,0
13071,202004,3,0,0,0,-1
13071,202005,4,0,0,0,1
13071,202006,4,0,0,0,0
13071,202007,4,1,0,0,0
13071,202008,4,3,0,1,0
13071,202009,4,1,0,1,0
13071,202010,4,1,1,1,0
13072,201901,779,0,0,0,0
13072,201902,811,0,0,0,32
13072,201903,864,0,0,0,53
13072,201904,866,0,0,0,2
13072,201905,889,0,0,0,23
13072,201906,874,0,0,0,-15
13072,201907,877,0,0,0,3
13072,201908,899,0,0,0,22
13072,201909,853,0,0,0,-46
13072,201910,827,0,0,0,-26
13072,201911,736,0,0,0,-91
13072,201912,557,0,0,0,-179
13072,202001,558,0,0,0,1
13072,202002,589,0,0,0,31
13072,202003,592,0,0,0,3
13072,202004,572,1,0,1,-20
13072,202005,560,10,1,5,-12
13072,202006,552,12,2,3,-8
13072,202007,518,38,8,14,-34
13072,202008,497,19,3,11,-21
13072,202009,484,16,2,7,-13
13072,202010,501,12,1,5,17
13073,201901,61,0,0,0,0
13073,201902,77,0,0,0,16
13073,201903,75,0,0,0,-2
13073,201904,72,0,0,0,-3
13073,201905,81,0,0,0,9
13073,201906,75,0,0,0,-6
13073,201907,80,0,0,0,5
13073,201908,133,0,0,0,53
13073,201909,128,0,0,0,-5
13073,201910,127,0,0,0,-1
13073,201911,136,0,0,0,9
13073,201912,114,0,0,0,-22
13073,202001,137,0,0,0,23
13073,202002,142,0,0,0,5
13073,202003,134,0,0,0,-8
13073,202004,137,0,0,0,3
13073,202005,141,0,0,0,4
13073,202006,155,4,1,1,14
13073,202007,166,7,4,6,11
13073,202008,170,6,1,5,4
13073,202009,183,2,1,2,13
13073,202010,177,6,0,2,-6
13074,201901,696,0,0,0,0
13074,201902,691,0,0,0,-5
13074,201903,772,0,0,0,81
13074,201904,816,0,0,0,44
13074,201905,827,0,0,0,11
13074,201906,881,0,0,0,54
13074,201907,975,0,0,0,94
13074,201908,921,0,0,0,-54
13074,201909,905,0,0,0,-16
13074,201910,919,0,0,0,14
13074,201911,877,0,0,0,-42
13074,201912,814,0,0,0,-63
13074,202001,845,0,0,0,31
13074,202002,846,0,0,0,1
13074,202003,855,0,0,0,9
13074,202004,857,10,1,5,2
13074,202005,839,27,9,10,-18
13074,202006,839,11,3,6,0
13074,202007,843,54,11,25,4
13074,202008,857,43,6,13,14
13074,202009,881,25,3,14,24
13074,202010,909,53,9,16,28
13075,201901,730,0,0,0,0
13075,201902,724,0,0,0,-6
13075,201903,749,0,0,0,25
13075,201904,745,0,0,0,-4
13075,201905,743,0,0,0,-2
13075,201906,736,0,0,0,-7
13075,201907,757,0,0,0,21
13075,201908,738,0,0,0,-19
13075,201909,1044,0,0,0,306
13075,201910,1091,0,0,0,47
13075,201911,1136,0,0,0,45
13075,201912,1075,0,0,0,-61
13075,202001,1075,0,0,0,0
13075,202002,1021,0,0,0,-54
13075,202003,1049,0,0,0,28
13075,202004,1002,3,0,2,-47
13075,202005,948,41,6,9,-54
13075,202006,933,31,6,4,-15
13075,202007,918,23,4,8,-15
13075,202008,939,11,1,5,21
13075,202009,949,14,2,3,10
13075,202010,964,9,1,5,15
13076,201901,16467,0,0,0,0
13076,201902,16655,0,0,0,188
13076,201903,16791,0,0,0,136
13076,201904,16458,0,0,0,-333
13076,201905,16440,0,0,0,-18
13076,201906,16547,0,0,0,107
13076,201907,16593,0,0,0,46
13076,201908,16607,0,0,0,14
13076,201909,16778,0,0,0,171
13076,201910,16918,0,0,0,140
13076,201911,17121,0,0,0,203
13076,201912,16140,0,0,0,-981
13076,202001,16450,0,0,0,310
13076,202002,16689,0,0,0,239
13076,202003,16469,0,0,0,-220
13076,202004,15505,16,6,8,-964
13076,202005,15408,66,13,41,-97
13076,202006,15568,102,20,58,160
13076,202007,15672,84,21,49,104
13076,202008,15634,161,24,85,-38
13076,202009,15792,159,29,65,158
13076,202010,15958,162,19,53,166
13077,201901,15800,0,0,0,0
13077,201902,15707,0,0,0,-93
13077,201903,15748,0,0,0,41
13077,201904,16033,0,0,0,285
13077,201905,16039,0,0,0,6
13077,201906,15861,0,0,0,-178
13077,201907,15639,0,0,0,-222
13077,201908,15933,0,0,0,294
13077,201909,16058,0,0,0,125
13077,201910,16266,0,0,0,208
13077,201911,16394,0,0,0,128
13077,201912,15264,0,0,0,-1130
13077,202001,15653,0,0,0,389
13077,202002,15582,0,0,0,-71
13077,202003,15655,3,0,2,73
13077,202004,15594,19,2,15,-61
13077,202005,15418,67,15,36,-176
13077,202006,15388,97,11,33,-30
13077,202007,15441,299,35,107,53
13077,202008,15545,368,67,128,104
13077,202009,15486,150,27,44,-59
13077,202010,15539,153,24,66,53
13078,201901,2,0,0,0,0
13078,201902,2,0,0,0,0
13078,201908,5,0,0,0,3
13078,201909,5,0,0,0,0
13078,201910,5,0,0,0,0
13078,201911,5,0,0,0,0
13078,201912,5,0,0,0,0
13078,202001,5,0,0,0,0
13078,202002,14,0,0,0,9
13078,202003,14,0,0,0,0
13078,202004,9,3,0,0,-5
13078,202005,3,8,1,3,-6
13078,202009,5,0,0,0,2
13078,202010,5,4,0,3,0
13079,201901,4,0,0,0,0
13079,201902,4,0,0,0,0
13079,201903,4,0,0,0,0
13079,201904,4,0,0,0,0
13079,201905,4,0,0,0,0
13079,201906,4,0,0,0,0
13079,201907,4,0,0,0,0
13079,201908,4,0,0,0,0
13079,201909,4,0,0,0,0
13079,201910,4,0,0,0,0
13079,201911,4,0,0,0,0
13079,201912,4,0,0,0,0
13079,202001,4,0,0,0,0
13079,202002,18,0,0,0,14
13079,202003,18,0,0,0,0
13079,202004,4,0,0,0,-14
13079,202005,4,0,0,0,0
13079,202006,4,0,0,0,0
13079,202007,7,4,0,1,3
13079,202008,8,1,0,1,1
13079,202009,7,3,2,1,-1
13079,202010,8,0,0,0,1
13080,201901,2,0,0,0,0
13080,201902,2,0,0,0,0
13080,201903,2,0,0,0,0
13080,201904,2,0,0,0,0
13080,201905,2,0,0,0,0
13080,201906,2,0,0,0,0
13080,201907,2,0,0,0,0
13080,201908,3,0,0,0,1
13080,201909,7,0,0,0,4
13080,201910,9,0,0,0,2
13080,201911,9,0,0,0,0
13080,201912,15,0,0,0,6
13080,202001,15,0,0,0,0
13080,202002,2,0,0,0,-13
13080,202003,2,0,0,0,0
13080,202004,2,0,0,0,0
13080,202005,2,0,0,0,0
13080,202006,2,3,0,1,0
13080,202007,2,5,0,2,0
13080,202008,2,2,3,2,0
13080,202009,2,5,2,2,0
13080,202010,3,2,1,2,1
13081,201901,1881,0,0,0,0
13081,201902,1894,0,0,0,13
13081,201903,1919,0,0,0,25
13081,201904,1892,0,0,0,-27
