"cve_ent","cve_mun","anio","mes","asegurados","casos_diarios","muertos_diarios","hospitalizados_diarios"
"15","017",2020,10,105,2,0,0
"15","018",2020,1,1023,0,0,0
"15","018",2020,2,1086,0,0,0
"15","018",2020,3,1058,1,0,0
"15","018",2020,4,1006,7,0,4
"15","018",2020,5,976,51,9,25
"15","018",2020,6,945,91,19,41
"15","018",2020,7,890,55,9,18
"15","018",2020,8,1000,27,5,8
"15","018",2020,9,1024,58,2,16
"15","018",2020,10,1086,23,3,8
"15","019",2020,1,775,0,0,0
"15","019",2020,2,773,0,0,0
"15","019",2020,3,751,0,0,0
"15","019",2020,4,743,8,2,6
"15","019",2020,5,719,28,3,10
"15","019",2020,6,744,56,11,26
"15","019",2020,7,718,38,7,17
"15","019",2020,8,699,48,7,21
"15","019",2020,9,716,25,1,8
"15","019",2020,10,719,9,1,1
"15","020",2020,1,19344,0,0,0
"15","020",2020,2,19303,0,0,0
"15","020",2020,3,17707,5,0,2
"15","020",2020,4,17062,91,12,40
"15","020",2020,5,16663,250,41,111
"15","020",2020,6,17095,420,65,147
"15","020",2020,7,16617,354,54,113
"15","020",2020,8,16468,265,43,68
"15","020",2020,9,16511,275,28,71
"15","020",2020,10,16716,275,28,73
"15","021",2020,1,1428,0,0,0
"15","021",2020,2,1341,0,0,0
"15","021",2020,3,1331,1,0,0
"15","021",2020,4,1335,2,0,2
"15","021",2020,5,1306,8,2,3
"15","021",2020,6,1316,5,0,1
"15","021",2020,7,1326,13,0,4
"15","021",2020,8,1344,12,0,4
"15","021",2020,9,1365,3,0,1
"15","021",2020,10,1500,0,0,0
"15","022",2020,1,238,0,0,0
"15","022",2020,2,230,0,0,0
"15","022",2020,3,232,1,0,1
"15","022",2020,4,229,9,0,3
"15","022",2020,5,234,18,1,5
"15","022",2020,6,228,27,2,7
"15","022",2020,7,231,15,2,4
"15","022",2020,8,230,14,2,6
"15","022",2020,9,239,9,1,0
"15","022",2020,10,252,10,0,3
"15","024",2020,1,26337,0,0,0
"15","024",2020,2,27044,0,0,0
"15","024",2020,3,27281,8,0,2
"15","024",2020,4,27330,110,13,49
"15","024",2020,5,27227,326,37,111
"15","024",2020,6,27682,427,43,163
"15","024",2020,7,27625,322,39,97
"15","024",2020,8,27660,271,32,101
"15","024",2020,9,27851,270,26,89
"15","024",2020,10,27991,293,22,70
"15","025",2020,1,33483,0,0,0
"15","025",2020,2,33441,0,0,0
"15","025",2020,3,33845,21,0,18
"15","025",2020,4,33307,274,38,166
"15","025",2020,5,32207,785,111,361
"15","025",2020,6,32651,710,123,325
"15","025",2020,7,32342,675,101,280
"15","025",2020,8,32336,508,97,195
"15","025",2020,9,32464,467,55,185
"15","025",2020,10,32692,350,45,118
"15","026",2020,1,524,0,0,0
"15","026",2020,2,542,0,0,0
"15","026",2020,3,534,0,0,0
"15","026",2020,4,466,0,0,0
"15","026",2020,5,450,3,1,2
"15","026",2020,6,438,13,0,6
"15","026",2020,7,415,19,1,14
"15","026",2020,8,424,24,2,5
"15","026",2020,9,431,6,2,1
"15","026",2020,10,421,1,0,0
"15","027",2020,1,174,0,0,0
"15","027",2020,2,183,0,0,0
"15","027",2020,3,166,0,0,0
"15","027",2020,4,122,3,0,0
"15","027",2020,5,119,13,0,4
"15","027",2020,6,114,31,7,16
"15","027",2020,7,119,22,6,6
"15","027",2020,8,134,13,2,6
"15","027",2020,9,143,12,2,2
"15","027",2020,10,144,2,0,0
"15","029",2020,1,5471,0,0,0
"15","029",2020,2,5827,0,0,0
"15","029",2020,3,6289,4,0,3
"15","029",2020,4,6033,60,9,34
"15","029",2020,5,5994,148,15,56
"15","029",2020,6,5941,145,33,65
"15","029",2020,7,5938,201,26,58
"15","029",2020,8,5760,127,20,32
"15","029",2020,9,5568,109,8,29
"15","029",2020,10,5535,95,18,34
"15","030",2020,1,828,0,0,0
"15","030",2020,2,874,0,0,0
"15","030",2020,3,904,0,0,0
"15","030",2020,4,862,4,0,3
"15","030",2020,5,841,10,1,2
"15","030",2020,6,820,19,2,3
"15","030",2020,7,814,37,1,12
"15","030",2020,8,841,14,4,3
"15","030",2020,9,821,8,2,4
"15","030",2020,10,804,11,1,2
"15","031",2020,1,5880,0,0,0
"15","031",2020,2,5899,0,0,0
"15","031",2020,3,5970,15,0,12
"15","031",2020,4,5739,310,76,238
"15","031",2020,5,5716,638,152,370
"15","031",2020,6,5947,592,105,249
"15","031",2020,7,6001,530,79,195
"15","031",2020,8,6131,346,43,130
"15","031",2020,9,6408,322,39,110
"15","031",2020,10,6439,253,32,76
"15","032",2020,1,42,0,0,0
"15","032",2020,2,42,0,0,0
"15","032",2020,3,32,0,0,0
"15","032",2020,4,32,0,0,0
"15","032",2020,5,32,7,4,6
"15","032",2020,6,33,11,0,5
"15","032",2020,7,33,12,0,2
"15","032",2020,8,41,9,2,5
"15","032",2020,9,38,6,0,2
"15","032",2020,10,48,5,0,5
"15","033",2020,1,118106,0,0,0
"15","033",2020,2,118373,0,0,0
"15","033",2020,3,118925,40,1,29
"15","033",2020,4,117157,686,100,398
"15","033",2020,5,115907,1863,349,864
"15","033",2020,6,116158,2480,432,1038
"15","033",2020,7,115725,2221,351,748
"15","033",2020,8,115844,1745,271,585
"15","033",2020,9,115576,1438,183,452
"15","033",2020,10,116561,1489,199,442
"15","034",2020,1,16,0,0,0
"15","034",2020,2,19,0,0,0
"15","034",2020,3,10,0,0,0
"15","034",2020,4,23,0,0,0
"15","034",2020,5,29,5,1,2
"15","034",2020,6,15,5,1,2
"15","034",2020,7,52,1,0,0
"15","034",2020,8,24,7,2,1
"15","034",2020,9,5,5,0,0
"15","034",2020,10,0,0,0,0
"15","035",2020,1,10259,0,0,0
"15","035",2020,2,10440,0,0,0
"15","035",2020,3,10531,1,0,0
"15","035",2020,4,10219,24,0,11
"15","035",2020,5,10089,86,10,31
"15","035",2020,6,10360,142,21,62
"15","035",2020,7,10752,102,22,60
"15","035",2020,8,11056,76,5,34
"15","035",2020,9,11598,62,6,32
"15","035",2020,10,11257,65,5,38
"15","036",2020,1,620,0,0,0
"15","036",2020,2,623,0,0,0
"15","036",2020,3,506,0,0,0
"15","036",2020,4,512,4,0,3
"15","036",2020,5,475,13,2,7
"15","036",2020,6,496,57,13,21
"15","036",2020,7,521,45,9,14
"15","036",2020,8,531,31,3,10
"15","036",2020,9,527,17,1,6
"15","036",2020,10,532,9,5,6
"15","037",2020,1,33018,0,0,0
"15","037",2020,2,32758,0,0,0
"15","037",2020,3,32613,50,1,9
"15","037",2020,4,30269,76,4,26
"15","037",2020,5,29336,272,26,84
"15","037",2020,6,30806,342,29,99
"15","037",2020,7,31634,358,28,90
"15","037",2020,8,31615,378,23,59
"15","037",2020,9,32422,327,16,62
"15","037",2020,10,32915,298,22,65
"15","038",2020,1,399,0,0,0
"15","038",2020,2,409,0,0,0
"15","038",2020,3,479,0,0,0
"15","038",2020,4,515,2,0,0
"15","038",2020,5,486,9,0,3
"15","038",2020,6,500,6,0,0
"15","038",2020,7,515,0,0,0
"15","038",2020,8,525,3,0,0
"15","038",2020,9,539,2,0,0
"15","038",2020,10,532,3,0,1
"15","039",2020,1,18257,0,0,0
"15","039",2020,2,18448,0,0,0
"15","039",2020,3,18525,22,0,19
"15","039",2020,4,18072,189,36,124
"15","039",2020,5,17771,535,118,242
"15","039",2020,6,17870,542,87,194
"15","039",2020,7,17624,455,58,168
"15","039",2020,8,17919,680,67,152
"15","039",2020,9,17990,501,38,125
"15","039",2020,10,18128,328,28,101
"15","040",2020,1,1963,0,0,0
"15","040",2020,2,1977,0,0,0
"15","040",2020,3,1938,0,0,0
"15","040",2020,4,1827,1,0,1
"15","040",2020,5,1755,6,0,2
"15","040",2020,6,1644,24,4,8
"15","040",2020,7,1580,40,0,4
"15","040",2020,8,1565,36,1,4
"15","040",2020,9,1596,14,1,6
"15","040",2020,10,1642,8,1,2
"15","041",2020,1,0,0,0,0
"15","041",2020,2,0,0,0,0
"15","041",2020,3,0,0,0,0
"15","041",2020,4,0,0,0,0
"15","041",2020,5,0,1,0,0
"15","041",2020,6,0,2,0,1
"15","041",2020,7,0,0,0,0
"15","041",2020,8,0,3,0,3
"15","041",2020,9,0,0,0,0
"15","041",2020,10,0,1,0,1
"15","042",2020,1,9173,0,0,0
"15","042",2020,2,9289,0,0,0
"15","042",2020,3,9066,1,0,1
"15","042",2020,4,8932,45,15,41
"15","042",2020,5,8684,72,24,42
"15","042",2020,6,8593,110,36,64
"15","042",2020,7,8407,102,25,55
"15","042",2020,8,8293,126,14,53
"15","042",2020,9,8444,136,13,47
"15","042",2020,10,8633,28,10,22
"15","043",2020,1,178,0,0,0
"15","043",2020,2,199,0,0,0
"15","043",2020,3,199,0,0,0
"15","043",2020,4,180,9,2,3
"15","043",2020,5,190,34,6,13
"15","043",2020,6,199,25,6,8
"15","043",2020,7,200,20,2,8
"15","043",2020,8,192,30,3,8
"15","043",2020,9,199,35,2,6
"15","043",2020,10,201,3,0,0
"15","044",2020,1,757,0,0,0
"15","044",2020,2,703,0,0,0
"15","044",2020,3,640,0,0,0
"15","044",2020,4,647,2,0,1
"15","044",2020,5,658,16,3,9
"15","044",2020,6,762,26,8,15
"15","044",2020,7,880,27,9,15
"15","044",2020,8,996,12,4,4
"15","044",2020,9,1006,13,5,8
"15","044",2020,10,1051,9,2,3
"15","046",2020,1,589,0,0,0
"15","046",2020,2,598,0,0,0
"15","046",2020,3,648,0,0,0
"15","046",2020,4,625,2,0,0
"15","046",2020,5,620,14,1,3
"15","046",2020,6,619,22,1,6
"15","046",2020,7,658,22,3,1
"15","046",2020,8,681,11,1,4
"15","046",2020,9,695,15,0,7
"15","046",2020,10,727,9,1,4
"15","047",2020,1,281,0,0,0
"15","047",2020,2,265,0,0,0
"15","047",2020,3,253,1,0,1
"15","047",2020,4,200,7,1,7
"15","047",2020,5,214,20,6,16
"15","047",2020,6,220,27,7,13
"15","047",2020,7,227,32,6,17
"15","047",2020,8,273,35,0,10
"15","047",2020,9,239,26,5,10
"15","047",2020,10,218,3,1,2
"15","048",2020,1,6812,0,0,0
"15","048",2020,2,6771,0,0,0
"15","048",2020,3,6765,0,0,0
"15","048",2020,4,6796,4,1,3
"15","048",2020,5,6751,32,7,14
"15","048",2020,6,6814,69,7,24
"15","048",2020,7,6979,95,3,34
"15","048",2020,8,7066,82,4,16
"15","048",2020,9,7194,89,5,18
"15","048",2020,10,7325,26,2,11
"15","049",2020,1,21,0,0,0
"15","049",2020,2,21,0,0,0
"15","049",2020,3,21,0,0,0
"15","049",2020,4,20,0,0,0
"15","049",2020,5,20,7,3,5
"15","049",2020,6,22,7,1,4
"15","049",2020,7,22,17,3,6
"15","049",2020,8,22,7,0,3
"15","049",2020,9,20,21,0,2
"15","049",2020,10,20,2,1,1
"15","050",2020,1,159,0,0,0
"15","050",2020,2,159,0,0,0
"15","050",2020,3,164,0,0,0
"15","050",2020,4,162,0,0,0
"15","050",2020,5,157,12,1,5
"15","050",2020,6,148,7,2,2
"15","050",2020,7,155,13,0,8
"15","050",2020,8,141,19,2,4
"15","050",2020,9,144,23,1,14
"15","050",2020,10,143,7,1,5
"15","051",2020,1,56128,0,0,0
"15","051",2020,2,56345,0,0,0
"15","051",2020,3,56457,2,0,0
"15","051",2020,4,55607,25,1,9
"15","051",2020,5,54137,137,28,57
"15","051",2020,6,54067,221,49,98
"15","051",2020,7,54111,193,33,85
"15","051",2020,8,54593,125,10,28
"15","051",2020,9,54804,170,14,43
"15","051",2020,10,55497,96,14,36
"15","052",2020,1,492,0,0,0
"15","052",2020,2,507,0,0,0
"15","052",2020,3,547,0,0,0
"15","052",2020,4,530,7,0,7
"15","052",2020,5,539,11,2,5
"15","052",2020,6,521,10,6,5
"15","052",2020,7,490,16,4,11
"15","052",2020,8,527,7,1,0
"15","052",2020,9,490,8,0,6
"15","052",2020,10,498,7,1,5
"15","054",2020,1,49275,0,0,0
"15","054",2020,2,50955,0,0,0
"15","054",2020,3,48959,12,0,3
"15","054",2020,4,45911,46,5,15
"15","054",2020,5,44774,284,39,90
"15","054",2020,6,44114,480,75,164
"15","054",2020,7,43703,375,50,133
"15","054",2020,8,43717,280,24,78
"15","054",2020,9,43095,244,20,63
"15","054",2020,10,43642,230,28,93
"15","055",2020,1,799,0,0,0
"15","055",2020,2,808,0,0,0
"15","055",2020,3,829,0,0,0
"15","055",2020,4,630,0,0,0
"15","055",2020,5,749,14,2,9
"15","055",2020,6,857,38,7,22
"15","055",2020,7,922,30,3,16
"15","055",2020,8,992,17,5,7
"15","055",2020,9,1097,8,1,5
"15","055",2020,10,1118,8,0,3
"15","057",2020,1,217945,0,0,0
"15","057",2020,2,219201,0,0,0
"15","057",2020,3,219289,49,0,16
"15","057",2020,4,213222,408,53,217
"15","057",2020,5,211654,1323,246,741
"15","057",2020,6,211308,1477,231,819
"15","057",2020,7,211962,1203,155,479
"15","057",2020,8,212039,939,100,361
"15","057",2020,9,211771,1018,94,339
"15","057",2020,10,212732,938,99,305
"15","058",2020,1,44509,0,0,0
"15","058",2020,2,45273,0,0,0
"15","058",2020,3,45156,85,2,63
"15","058",2020,4,44971,765,116,447
"15","058",2020,5,44171,1821,363,775
"15","058",2020,6,43741,1640,326,604
"15","058",2020,7,42733,1555,218,454
"15","058",2020,8,42657,1344,150,350
"15","058",2020,9,42606,1368,151,326
"15","058",2020,10,43176,1391,126,300
"15","059",2020,1,882,0,0,0
"15","059",2020,2,979,0,0,0
"15","059",2020,3,1020,0,0,0
"15","059",2020,4,998,6,1,3
"15","059",2020,5,890,22,5,11
"15","059",2020,6,786,40,2,17
"15","059",2020,7,783,40,8,19
"15","059",2020,8,768,27,4,13
"15","059",2020,9,771,7,1,2
"15","059",2020,10,779,21,3,8
"15","060",2020,1,11105,0,0,0
"15","060",2020,2,11125,0,0,0
"15","060",2020,3,11226,21,1,6
"15","060",2020,4,10597,145,17,57
"15","060",2020,5,10346,362,64,188
"15","060",2020,6,10382,373,54,135
"15","060",2020,7,10428,259,66,120
"15","060",2020,8,10502,274,39,126
"15","060",2020,9,10656,322,27,108
"15","060",2020,10,10789,298,37,88
"15","061",2020,1,1045,0,0,0
"15","061",2020,2,1078,0,0,0
"15","061",2020,3,1082,1,0,1
"15","061",2020,4,1073,1,0,0
"15","061",2020,5,1068,3,0,2
"15","061",2020,6,1064,25,2,3
"15","061",2020,7,1086,42,1,4
"15","061",2020,8,1079,16,0,1
"15","061",2020,9,1069,7,0,2
"15","061",2020,10,1040,3,0,1
"15","062",2020,1,6619,0,0,0
"15","062",2020,2,6643,0,0,0
"15","062",2020,3,6736,0,0,0
"15","062",2020,4,6612,16,1,10
"15","062",2020,5,6493,37,4,15
"15","062",2020,6,6497,97,15,37
"15","062",2020,7,6685,85,12,39
"15","062",2020,8,6744,79,15,40
"15","062",2020,9,6757,47,6,22
"15","062",2020,10,6789,39,8,18
"15","063",2020,1,60,0,0,0
"15","063",2020,2,62,0,0,0
"15","063",2020,3,65,0,0,0
"15","063",2020,4,62,3,1,3
"15","063",2020,5,57,14,3,9
"15","063",2020,6,65,16,5,9
"15","063",2020,7,64,37,4,11
"15","063",2020,8,65,10,2,5
"15","063",2020,9,67,17,2,7
"15","063",2020,10,68,2,1,2
"15","064",2020,1,581,0,0,0
"15","064",2020,2,584,0,0,0
"15","064",2020,3,592,0,0,0
"15","064",2020,4,582,11,1,11
"15","064",2020,5,538,21,3,7
"15","064",2020,6,529,55,6,12
"15","064",2020,7,551,65,2,5
"15","064",2020,8,581,54,2,7
"15","064",2020,9,590,57,4,5
"15","064",2020,10,601,9,0,1
"15","065",2020,1,863,0,0,0
"15","065",2020,2,832,0,0,0
"15","065",2020,3,811,0,0,0
"15","065",2020,4,734,12,2,9
"15","065",2020,5,706,23,8,8
"15","065",2020,6,685,60,13,22
"15","065",2020,7,749,59,5,11
"15","065",2020,8,799,51,1,7
"15","065",2020,9,805,27,1,2
"15","065",2020,10,758,16,1,6
"15","066",2020,1,9,0,0,0
"15","066",2020,2,9,0,0,0
"15","066",2020,3,9,0,0,0
"15","066",2020,4,9,0,0,0
"15","066",2020,5,8,2,1,1
"15","066",2020,6,8,0,0,0
"15","066",2020,7,8,3,0,0
"15","066",2020,8,7,0,0,0
"15","066",2020,9,12,3,0,0
"15","066",2020,10,3,0,0,0
"15","067",2020,1,819,0,0,0
"15","067",2020,2,758,0,0,0
"15","067",2020,3,730,0,0,0
"15","067",2020,4,702,11,1,10
"15","067",2020,5,692,37,6,22
"15","067",2020,6,718,70,14,51
"15","067",2020,7,745,79,14,39
"15","067",2020,8,745,43,3,16
"15","067",2020,9,754,40,4,20
"15","067",2020,10,781,18,1,4
"15","068",2020,1,649,0,0,0
"15","068",2020,2,638,0,0,0
"15","068",2020,3,654,0,0,0
"15","068",2020,4,759,12,1,8
"15","068",2020,5,738,15,2,5
"15","068",2020,6,723,24,3,9
"15","068",2020,7,845,31,2,13
"15","068",2020,8,861,40,2,10
"15","068",2020,9,906,22,3,7
"15","068",2020,10,927,16,2,2
"15","069",2020,1,331,0,0,0
"15","069",2020,2,352,0,0,0
"15","069",2020,3,296,0,0,0
"15","069",2020,4,113,0,0,0
"15","069",2020,5,73,6,0,2
"15","069",2020,6,78,2,1,0
"15","069",2020,7,79,4,0,0
"15","069",2020,8,79,6,0,1
"15","069",2020,9,83,1,0,0
"15","069",2020,10,73,1,1,1
"15","070",2020,1,123331,0,0,0
"15","070",2020,2,122789,0,0,0
"15","070",2020,3,121260,6,1,6
"15","070",2020,4,118916,119,25,71
"15","070",2020,5,114911,286,72,149
"15","070",2020,6,114892,246,62,106
"15","070",2020,7,113913,191,38,73
"15","070",2020,8,114541,155,30,45
"15","070",2020,9,114471,199,24,56
"15","070",2020,10,115544,161,13,44
"15","071",2020,1,741,0,0,0
"15","071",2020,2,734,0,0,0
"15","071",2020,3,751,0,0,0
"15","071",2020,4,736,0,0,0
"15","071",2020,5,718,1,0,1
"15","071",2020,6,718,3,0,2
"15","071",2020,7,686,8,3,6
"15","071",2020,8,693,8,3,5
"15","071",2020,9,718,7,0,1
"15","071",2020,10,730,2,0,1
"15","073",2020,1,711,0,0,0
"15","073",2020,2,711,0,0,0
"15","073",2020,3,722,0,0,0
"15","073",2020,4,732,6,1,2
"15","073",2020,5,721,21,0,9
"15","073",2020,6,707,43,13,18
"15","073",2020,7,721,38,4,12
"15","073",2020,8,757,29,4,8
"15","073",2020,9,787,30,2,4
"15","073",2020,10,749,11,3,5
"15","074",2020,1,843,0,0,0
"15","074",2020,2,815,0,0,0
"15","074",2020,3,886,0,0,0
"15","074",2020,4,712,16,3,14
"15","074",2020,5,695,54,16,31
"15","074",2020,6,827,80,12,26
"15","074",2020,7,858,75,5,34
"15","074",2020,8,851,49,8,26
"15","074",2020,9,811,36,4,10
"15","074",2020,10,807,18,3,12
"15","075",2020,1,689,0,0,0
"15","075",2020,2,657,0,0,0
"15","075",2020,3,689,0,0,0
"15","075",2020,4,617,2,0,0
"15","075",2020,5,622,12,0,3
"15","075",2020,6,659,40,2,9
"15","075",2020,7,686,50,2,3
"15","075",2020,8,704,46,5,11
"15","075",2020,9,719,21,3,6
"15","075",2020,10,785,5,0,4
"15","076",2020,1,10087,0,0,0
"15","076",2020,2,10439,0,0,0
"15","076",2020,3,10536,2,0,2
"15","076",2020,4,10460,7,0,5
"15","076",2020,5,9876,84,18,30
"15","076",2020,6,9792,134,36,70
"15","076",2020,7,9778,94,14,48
"15","076",2020,8,9874,70,9,26
"15","076",2020,9,10185,96,3,12
"15","076",2020,10,10353,82,7,18
"15","077",2020,1,53,0,0,0
"15","077",2020,2,54,0,0,0
"15","077",2020,3,53,0,0,0
"15","077",2020,4,52,1,1,1
"15","077",2020,5,52,4,0,0
"15","077",2020,6,39,1,0,0
"15","077",2020,7,39,13,0,4
"15","077",2020,8,50,6,0,0
"15","077",2020,9,49,9,0,4
"15","077",2020,10,49,1,0,1
"15","078",2020,1,4,0,0,0
"15","078",2020,2,4,0,0,0
"15","078",2020,3,4,0,0,0
"15","078",2020,4,4,0,0,0
"15","078",2020,5,2,1,0,1
"15","078",2020,6,3,4,0,1
"15","078",2020,7,2,13,0,2
"15","078",2020,8,1,4,0,1
"15","078",2020,9,1,7,0,1
"15","078",2020,10,1,1,1,1
"15","079",2020,1,584,0,0,0
"15","079",2020,2,568,0,0,0
"15","079",2020,3,567,0,0,0
"15","079",2020,4,542,2,2,2
"15","079",2020,5,545,8,4,5
"15","079",2020,6,556,5,0,2
"15","079",2020,7,550,9,1,3
"15","079",2020,8,530,9,1,4
"15","079",2020,9,529,4,1,1
"15","079",2020,10,508,1,0,0
"15","080",2020,1,21,0,0,0
"15","080",2020,2,19,0,0,0
"15","080",2020,3,15,0,0,0
"15","080",2020,4,16,1,1,1
"15","080",2020,5,16,2,1,2
"15","080",2020,6,16,4,0,0
"15","080",2020,7,21,13,1,2
"15","080",2020,8,19,9,0,3
"15","080",2020,9,20,5,1,2
"15","080",2020,10,19,1,0,1
"15","081",2020,1,20058,0,0,0
"15","081",2020,2,20344,0,0,0
"15","081",2020,3,20182,8,1,4
"15","081",2020,4,19636,172,18,83
"15","081",2020,5,19301,389,59,143
"15","081",2020,6,19289,532,105,210
"15","081",2020,7,19392,542,71,185
"15","081",2020,8,19659,394,56,145
"15","081",2020,9,20188,325,40,93
"15","081",2020,10,20595,351,45,106
"15","082",2020,1,940,0,0,0
"15","082",2020,2,949,0,0,0
"15","082",2020,3,994,0,0,0
"15","082",2020,4,946,2,0,1
"15","082",2020,5,938,31,4,8
"15","082",2020,6,977,107,13,23
"15","082",2020,7,960,141,13,29
"15","082",2020,8,949,82,8,16
"15","082",2020,9,967,96,2,9
"15","082",2020,10,948,68,2,15
"15","083",2020,1,210,0,0,0
"15","083",2020,2,221,0,0,0
"15","083",2020,3,209,1,0,1
"15","083",2020,4,207,6,0,3
"15","083",2020,5,211,16,2,7
"15","083",2020,6,219,52,0,40
"15","083",2020,7,217,37,2,31
"15","083",2020,8,215,20,0,14
"15","083",2020,9,218,12,1,4
"15","083",2020,10,210,12,0,6
"15","084",2020,1,1083,0,0,0
"15","084",2020,2,1153,0,0,0
"15","084",2020,3,1296,0,0,0
"15","084",2020,4,1149,4,0,2
"15","084",2020,5,1152,23,7,13
"15","084",2020,6,1135,42,10,14
"15","084",2020,7,1441,55,5,14
"15","084",2020,8,1437,29,2,4
"15","084",2020,9,1347,17,1,5
"15","084",2020,10,1455,17,3,5
"15","085",2020,1,1737,0,0,0
"15","085",2020,2,1744,0,0,0
"15","085",2020,3,1751,0,0,0
"15","085",2020,4,1737,2,2,2
"15","085",2020,5,1736,20,3,9
"15","085",2020,6,1751,39,8,17
"15","085",2020,7,1745,50,1,8
"15","085",2020,8,1731,36,3,13
"15","085",2020,9,1749,84,5,12
"15","085",2020,10,1770,4,1,3
"15","086",2020,1,127,0,0,0
"15","086",2020,2,127,0,0,0
"15","086",2020,3,126,0,0,0
"15","086",2020,4,123,0,0,0
"15","086",2020,5,122,4,0,0
"15","086",2020,6,124,7,0,1
"15","086",2020,7,129,28,4,6
"15","086",2020,8,134,20,2,12
"15","086",2020,9,132,21,1,5
"15","086",2020,10,137,5,0,1
"15","087",2020,1,699,0,0,0
"15","087",2020,2,688,0,0,0
"15","087",2020,3,680,0,0,0
"15","087",2020,4,694,26,10,25
"15","087",2020,5,691,51,12,31
"15","087",2020,6,692,74,8,28
"15","087",2020,7,701,56,8,28
"15","087",2020,8,728,55,2,19
"15","087",2020,9,733,30,0,17
"15","087",2020,10,748,28,5,19
"15","089",2020,1,170,0,0,0
"15","089",2020,2,190,0,0,0
"15","089",2020,3,188,0,0,0
"15","089",2020,4,174,1,0,0
"15","089",2020,5,186,10,0,4
"15","089",2020,6,186,14,3,6
"15","089",2020,7,173,8,0,3
"15","089",2020,8,167,20,2,7
"15","089",2020,9,165,8,0,2
"15","089",2020,10,171,8,1,3
"15","090",2020,1,3621,0,0,0
"15","090",2020,2,3669,0,0,0
"15","090",2020,3,3668,0,0,0
"15","090",2020,4,3714,16,1,9
"15","090",2020,5,3682,68,9,35
"15","090",2020,6,3636,133,20,55
"15","090",2020,7,3489,83,17,34
"15","090",2020,8,3497,63,4,27
"15","090",2020,9,3495,69,7,30
"15","090",2020,10,3602,40,7,25
"15","091",2020,1,6190,0,0,0
"15","091",2020,2,6201,0,0,0
"15","091",2020,3,6014,0,0,0
"15","091",2020,4,5979,15,1,8
"15","091",2020,5,5899,56,13,28
"15","091",2020,6,5933,80,16,44
"15","091",2020,7,5982,77,13,36
"15","091",2020,8,5963,65,14,28
"15","091",2020,9,6030,44,3,14
"15","091",2020,10,6117,32,6,17
"15","092",2020,1,2617,0,0,0
"15","092",2020,2,2660,0,0,0
"15","092",2020,3,2724,0,0,0
"15","092",2020,4,2605,10,4,5
"15","092",2020,5,2630,51,9,25
"15","092",2020,6,2578,123,18,42
"15","092",2020,7,2549,162,15,27
"15","092",2020,8,2639,114,7,13
"15","092",2020,9,2623,60,8,11
"15","092",2020,10,2671,39,6,19
"15","093",2020,1,1048,0,0,0
"15","093",2020,2,1067,0,0,0
"15","093",2020,3,1061,0,0,0
"15","093",2020,4,1033,6,1,5
"15","093",2020,5,1108,10,3,5
"15","093",2020,6,1126,12,2,5
"15","093",2020,7,1142,13,0,1
"15","093",2020,8,1156,7,1,5
"15","093",2020,9,1166,11,1,4
"15","093",2020,10,1177,3,2,1
"15","094",2020,1,272,0,0,0
"15","094",2020,2,272,0,0,0
"15","094",2020,3,265,0,0,0
"15","094",2020,4,270,9,2,6
"15","094",2020,5,283,10,1,7
"15","094",2020,6,263,8,1,2
"15","094",2020,7,263,14,2,7
"15","094",2020,8,260,15,4,4
"15","094",2020,9,260,11,2,3
"15","094",2020,10,273,5,0,0
"15","095",2020,1,22655,0,0,0
"15","095",2020,2,23256,0,0,0
"15","095",2020,3,23570,1,0,0
"15","095",2020,4,22244,19,5,11
"15","095",2020,5,21308,57,9,31
"15","095",2020,6,21104,60,18,28
"15","095",2020,7,21367,29,7,20
"15","095",2020,8,21742,59,10,27
"15","095",2020,9,21862,34,8,11
"15","095",2020,10,22676,34,3,15
"15","096",2020,1,1607,0,0,0
"15","096",2020,2,1710,0,0,0
"15","096",2020,3,1699,0,0,0
"15","096",2020,4,1456,1,0,1
"15","096",2020,5,1395,14,4,10
"15","096",2020,6,1518,33,7,13
"15","096",2020,7,1505,29,6,13
"15","096",2020,8,1520,22,7,14
"15","096",2020,9,1533,12,2,3
"15","096",2020,10,1622,13,2,5
"15","097",2020,1,77,0,0,0
"15","097",2020,2,77,0,0,0
"15","097",2020,3,77,0,0,0
"15","097",2020,4,76,0,0,0
"15","097",2020,5,75,1,0,0
"15","097",2020,6,76,13,1,1
"15","097",2020,7,74,30,0,1
"15","097",2020,8,76,13,0,3
"15","097",2020,9,76,3,0,0
"15","097",2020,10,88,5,2,4
"15","098",2020,1,21,0,0,0
"15","098",2020,2,22,0,0,0
"15","098",2020,3,20,0,0,0
"15","098",2020,4,19,1,0,0
"15","098",2020,5,19,7,1,3
"15","098",2020,6,19,3,0,0
"15","098",2020,7,19,5,1,2
"15","098",2020,8,18,9,0,1
"15","098",2020,9,18,19,0,1
"15","098",2020,10,19,2,0,2
"15","099",2020,1,42676,0,0,0
"15","099",2020,2,42909,0,0,0
"15","099",2020,3,43460,10,0,8
"15","099",2020,4,43450,76,19,44
"15","099",2020,5,43698,215,39,90
"15","099",2020,6,44145,232,41,99
"15","099",2020,7,45543,243,43,94
"15","099",2020,8,45708,210,38,83
"15","099",2020,9,46242,153,24,64
"15","099",2020,10,46480,133,24,48
"15","100",2020,1,2192,0,0,0
"15","100",2020,2,2183,0,0,0
"15","100",2020,3,2136,1,0,0
"15","100",2020,4,2032,13,2,5
