"cve_ent","cve_mun","anio","mes","asegurados","casos_diarios","muertos_diarios","hospitalizados_diarios"
"24","002",2020,5,10,0,0,0
"24","002",2020,6,10,1,0,0
"24","002",2020,7,14,3,0,1
"24","002",2020,8,14,1,1,0
"24","002",2020,9,14,1,1,0
"24","002",2020,10,16,0,0,0
"24","003",2020,1,234,0,0,0
"24","003",2020,2,237,0,0,0
"24","003",2020,3,230,0,0,0
"24","003",2020,4,227,1,1,1
"24","003",2020,5,232,17,2,4
"24","003",2020,6,227,11,1,0
"24","003",2020,7,222,46,3,3
"24","003",2020,8,243,21,2,2
"24","003",2020,9,239,10,1,6
"24","003",2020,10,213,5,0,0
"24","004",2020,1,51,0,0,0
"24","004",2020,2,51,0,0,0
"24","004",2020,3,52,0,0,0
"24","004",2020,4,51,0,0,0
"24","004",2020,5,50,0,0,0
"24","004",2020,6,50,0,0,0
"24","004",2020,7,51,7,0,0
"24","004",2020,8,52,6,1,0
"24","004",2020,9,60,1,0,1
"24","004",2020,10,65,2,0,0
"24","006",2020,1,104,0,0,0
"24","006",2020,2,103,0,0,0
"24","006",2020,3,98,0,0,0
"24","006",2020,4,99,0,0,0
"24","006",2020,5,102,3,1,1
"24","006",2020,6,105,8,0,0
"24","006",2020,7,105,5,1,2
"24","006",2020,8,98,5,0,0
"24","006",2020,9,96,5,1,2
"24","006",2020,10,95,0,1,0
"24","007",2020,1,402,0,0,0
"24","007",2020,2,400,0,0,0
"24","007",2020,3,406,0,0,0
"24","007",2020,4,447,0,0,0
"24","007",2020,5,519,0,0,0
"24","007",2020,6,586,3,0,0
"24","007",2020,7,652,37,3,4
"24","007",2020,8,763,23,6,4
"24","007",2020,9,813,12,2,3
"24","007",2020,10,754,9,1,3
"24","008",2020,1,1073,0,0,0
"24","008",2020,2,1076,0,0,0
"24","008",2020,3,1054,0,0,0
"24","008",2020,4,1021,0,0,0
"24","008",2020,5,1016,0,0,0
"24","008",2020,6,1020,3,0,0
"24","008",2020,7,1035,13,1,6
"24","008",2020,8,985,11,0,3
"24","008",2020,9,983,11,1,0
"24","008",2020,10,1026,15,1,5
"24","009",2020,1,555,0,0,0
"24","009",2020,2,561,0,0,0
"24","009",2020,3,573,0,0,0
"24","009",2020,4,568,2,0,2
"24","009",2020,5,573,5,1,0
"24","009",2020,6,564,1,0,1
"24","009",2020,7,563,8,0,0
"24","009",2020,8,559,8,0,1
"24","009",2020,9,563,2,1,1
"24","009",2020,10,563,5,0,0
"24","010",2020,1,731,0,0,0
"24","010",2020,2,923,0,0,0
"24","010",2020,3,972,0,0,0
"24","010",2020,4,1391,0,0,0
"24","010",2020,5,1801,1,0,0
"24","010",2020,6,1694,7,1,1
"24","010",2020,7,1816,23,3,9
"24","010",2020,8,1774,23,7,8
"24","010",2020,9,2122,5,2,1
"24","010",2020,10,1562,4,1,1
"24","011",2020,1,1904,0,0,0
"24","011",2020,2,1936,0,0,0
"24","011",2020,3,1900,0,0,0
"24","011",2020,4,1857,2,1,1
"24","011",2020,5,1765,10,0,0
"24","011",2020,6,1763,30,0,0
"24","011",2020,7,1774,87,7,13
"24","011",2020,8,1795,56,10,8
"24","011",2020,9,1776,42,4,6
"24","011",2020,10,1878,63,4,8
"24","012",2020,1,605,0,0,0
"24","012",2020,2,631,0,0,0
"24","012",2020,3,636,0,0,0
"24","012",2020,4,462,0,0,0
"24","012",2020,5,444,8,2,1
"24","012",2020,6,424,10,1,1
"24","012",2020,7,420,86,1,3
"24","012",2020,8,431,41,5,2
"24","012",2020,9,512,1,0,1
"24","012",2020,10,556,1,0,0
"24","013",2020,1,29865,0,0,0
"24","013",2020,2,30667,0,0,0
"24","013",2020,3,30524,0,0,0
"24","013",2020,4,27355,5,0,2
"24","013",2020,5,26719,147,6,21
"24","013",2020,6,26602,376,19,30
"24","013",2020,7,26490,1671,83,196
"24","013",2020,8,26876,638,72,123
"24","013",2020,9,26464,233,25,35
"24","013",2020,10,27441,167,8,28
"24","014",2020,1,590,0,0,0
"24","014",2020,2,574,0,0,0
"24","014",2020,3,228,0,0,0
"24","014",2020,4,229,1,1,1
"24","014",2020,5,219,0,0,0
"24","014",2020,6,218,14,0,2
"24","014",2020,7,219,22,1,2
"24","014",2020,8,143,21,3,4
"24","014",2020,9,212,5,2,1
"24","014",2020,10,217,0,0,0
"24","015",2020,1,2282,0,0,0
"24","015",2020,2,2223,0,0,0
"24","015",2020,3,2237,0,0,0
"24","015",2020,4,2181,0,0,0
"24","015",2020,5,2005,2,0,0
"24","015",2020,6,2162,6,1,1
"24","015",2020,7,2299,20,3,4
"24","015",2020,8,2267,65,5,14
"24","015",2020,9,2243,25,4,8
"24","015",2020,10,2253,36,2,15
"24","016",2020,1,1804,0,0,0
"24","016",2020,2,1843,0,0,0
"24","016",2020,3,1864,0,0,0
"24","016",2020,4,1848,1,0,0
"24","016",2020,5,1846,9,1,4
"24","016",2020,6,1816,5,0,1
"24","016",2020,7,1747,42,2,6
"24","016",2020,8,1736,57,5,6
"24","016",2020,9,1568,31,3,6
"24","016",2020,10,1580,13,3,4
"24","017",2020,1,151,0,0,0
"24","017",2020,2,159,0,0,0
"24","017",2020,3,158,0,0,0
"24","017",2020,4,156,0,0,0
"24","017",2020,5,149,1,0,0
"24","017",2020,6,138,2,0,2
"24","017",2020,7,134,6,0,1
"24","017",2020,8,134,10,0,4
"24","017",2020,9,127,3,2,1
"24","017",2020,10,124,1,1,0
"24","018",2020,1,62,0,0,0
"24","018",2020,2,64,0,0,0
"24","018",2020,3,64,0,0,0
"24","018",2020,4,63,1,0,0
"24","018",2020,5,64,3,0,0
"24","018",2020,6,64,17,0,1
"24","018",2020,7,68,19,2,2
"24","018",2020,8,67,17,2,0
"24","018",2020,9,69,4,1,1
"24","018",2020,10,66,1,0,0
"24","019",2020,1,233,0,0,0
"24","019",2020,2,243,0,0,0
"24","019",2020,3,236,0,0,0
"24","019",2020,4,246,0,0,0
"24","019",2020,5,245,0,0,0
"24","019",2020,6,248,2,0,0
"24","019",2020,7,262,5,0,1
"24","019",2020,8,288,0,0,0
"24","019",2020,9,360,0,0,0
"24","019",2020,10,385,2,1,1
"24","020",2020,1,16287,0,0,0
"24","020",2020,2,16511,0,0,0
"24","020",2020,3,16655,2,0,2
"24","020",2020,4,16379,2,0,0
"24","020",2020,5,16524,9,0,0
"24","020",2020,6,16283,79,2,5
"24","020",2020,7,16347,571,22,40
"24","020",2020,8,16347,381,33,38
"24","020",2020,9,16340,155,11,12
"24","020",2020,10,16549,175,3,9
"24","021",2020,1,3004,0,0,0
"24","021",2020,2,3112,0,0,0
"24","021",2020,3,3142,0,0,0
"24","021",2020,4,3031,0,0,0
"24","021",2020,5,3011,12,1,3
"24","021",2020,6,2939,22,1,5
"24","021",2020,7,2919,74,6,15
"24","021",2020,8,2940,67,11,18
"24","021",2020,9,3039,47,8,10
"24","021",2020,10,3216,73,6,16
"24","024",2020,1,7630,0,0,0
"24","024",2020,2,7760,0,0,0
"24","024",2020,3,7883,0,0,0
"24","024",2020,4,7808,0,0,0
"24","024",2020,5,7641,21,0,1
"24","024",2020,6,7516,61,3,7
"24","024",2020,7,7451,210,16,17
"24","024",2020,8,7396,171,17,25
"24","024",2020,9,7709,115,10,11
"24","024",2020,10,7826,182,12,16
"24","025",2020,1,1404,0,0,0
"24","025",2020,2,1463,0,0,0
"24","025",2020,3,1459,0,0,0
"24","025",2020,4,1442,0,0,0
"24","025",2020,5,1457,2,0,2
"24","025",2020,6,1430,21,3,5
"24","025",2020,7,1401,33,7,5
"24","025",2020,8,1423,28,7,6
"24","025",2020,9,1489,11,3,1
"24","025",2020,10,1580,25,2,2
"24","026",2020,1,7,0,0,0
"24","026",2020,2,7,0,0,0
"24","026",2020,3,7,0,0,0
"24","026",2020,4,7,0,0,0
"24","026",2020,5,7,1,0,0
"24","026",2020,6,7,4,0,1
"24","026",2020,7,7,9,0,1
"24","026",2020,8,7,3,0,0
"24","026",2020,9,7,1,0,0
"24","026",2020,10,7,1,0,0
"24","027",2020,1,24,0,0,0
"24","027",2020,2,25,0,0,0
"24","027",2020,3,29,0,0,0
"24","027",2020,4,23,0,0,0
"24","027",2020,5,23,0,0,0
"24","027",2020,6,24,8,0,1
"24","027",2020,7,33,10,0,1
"24","027",2020,8,39,11,5,1
"24","027",2020,9,25,5,1,0
"24","027",2020,10,25,3,1,1
"24","028",2020,1,307843,0,0,0
"24","028",2020,2,310144,0,0,0
"24","028",2020,3,308771,38,3,5
"24","028",2020,4,303405,62,3,14
"24","028",2020,5,299428,344,18,55
"24","028",2020,6,296356,972,60,161
"24","028",2020,7,296676,3595,202,510
"24","028",2020,8,299088,4279,368,706
"24","028",2020,9,301560,3135,243,426
"24","028",2020,10,302699,4189,256,506
"24","029",2020,1,13,0,0,0
"24","029",2020,2,13,0,0,0
"24","029",2020,3,13,0,0,0
"24","029",2020,4,19,0,0,0
"24","029",2020,5,20,6,0,1
"24","029",2020,6,20,5,0,0
"24","029",2020,7,29,25,2,3
"24","029",2020,8,23,8,0,3
"24","029",2020,9,34,8,0,2
"24","029",2020,10,35,14,0,1
"24","030",2020,1,129,0,0,0
"24","030",2020,2,127,0,0,0
"24","030",2020,3,136,0,0,0
"24","030",2020,4,146,0,0,0
"24","030",2020,5,133,1,0,1
"24","030",2020,6,138,1,0,0
"24","030",2020,7,140,3,0,2
"24","030",2020,8,148,3,1,0
"24","030",2020,9,169,0,1,0
"24","030",2020,10,173,0,0,0
"24","031",2020,1,82740,0,0,0
"24","031",2020,2,84047,0,0,0
"24","031",2020,3,84127,0,0,0
"24","031",2020,4,81653,0,0,0
"24","031",2020,5,80019,3,0,0
"24","031",2020,6,80419,2,1,1
"24","031",2020,7,81537,4,2,2
"24","031",2020,8,82722,1,0,0
"24","031",2020,9,83543,0,0,0
"24","031",2020,10,82513,1,0,0
"24","032",2020,1,479,0,0,0
"24","032",2020,2,472,0,0,0
"24","032",2020,3,496,0,0,0
"24","032",2020,4,480,8,0,0
"24","032",2020,5,470,7,1,1
"24","032",2020,6,444,28,3,6
"24","032",2020,7,450,52,4,8
"24","032",2020,8,474,62,9,10
"24","032",2020,9,468,69,10,7
"24","032",2020,10,465,58,4,4
"24","033",2020,1,32,0,0,0
"24","033",2020,2,32,0,0,0
"24","033",2020,3,34,0,0,0
"24","033",2020,4,37,0,0,0
"24","033",2020,5,37,2,0,1
"24","033",2020,6,38,3,0,0
"24","033",2020,7,25,3,2,3
"24","033",2020,8,25,4,0,2
"24","033",2020,9,25,6,0,0
"24","033",2020,10,25,7,0,7
"24","034",2020,1,69,0,0,0
"24","034",2020,2,76,0,0,0
"24","034",2020,3,319,0,0,0
"24","034",2020,4,338,0,0,0
"24","034",2020,5,331,0,0,0
"24","034",2020,6,337,24,1,2
"24","034",2020,7,78,30,3,3
"24","034",2020,8,77,5,2,1
"24","034",2020,9,70,2,0,0
"24","034",2020,10,80,1,0,1
"24","035",2020,1,19239,0,0,0
"24","035",2020,2,19269,0,0,0
"24","035",2020,3,19363,1,0,0
"24","035",2020,4,18843,20,1,5
"24","035",2020,5,18762,65,4,15
"24","035",2020,6,18885,140,16,34
"24","035",2020,7,18956,578,46,94
"24","035",2020,8,18823,718,76,123
"24","035",2020,9,18954,475,40,68
"24","035",2020,10,19164,559,47,91
"24","036",2020,1,4874,0,0,0
"24","036",2020,2,5368,0,0,0
"24","036",2020,3,5655,0,0,0
"24","036",2020,4,5345,1,0,0
"24","036",2020,5,3483,3,1,1
"24","036",2020,6,3396,6,2,4
"24","036",2020,7,3469,16,3,5
"24","036",2020,8,3440,26,7,10
"24","036",2020,9,3490,22,3,6
"24","036",2020,10,3448,8,2,1
"24","037",2020,1,1952,0,0,0
"24","037",2020,2,1939,0,0,0
"24","037",2020,3,1967,1,0,0
"24","037",2020,4,1960,3,0,0
"24","037",2020,5,1923,125,6,13
"24","037",2020,6,1910,366,18,30
"24","037",2020,7,1985,421,37,42
"24","037",2020,8,2227,172,15,19
"24","037",2020,9,2428,55,7,6
"24","037",2020,10,2634,31,1,1
"24","038",2020,1,8,0,0,0
"24","038",2020,2,8,0,0,0
"24","038",2020,3,8,0,0,0
"24","038",2020,4,8,0,0,0
"24","038",2020,5,8,1,0,0
"24","038",2020,6,9,10,1,1
"24","038",2020,7,9,22,1,0
"24","038",2020,8,14,15,2,3
"24","038",2020,9,15,1,0,0
"24","038",2020,10,10,11,1,0
"24","039",2020,1,114,0,0,0
"24","039",2020,2,117,0,0,0
"24","039",2020,3,119,0,0,0
"24","039",2020,4,122,0,0,0
"24","039",2020,5,122,1,0,0
"24","039",2020,6,121,6,0,0
"24","039",2020,7,122,13,1,2
"24","039",2020,8,116,8,1,0
"24","039",2020,9,117,2,0,0
"24","039",2020,10,115,1,0,0
"24","040",2020,1,6641,0,0,0
"24","040",2020,2,6691,0,0,0
"24","040",2020,3,6654,0,0,0
"24","040",2020,4,6621,0,0,0
"24","040",2020,5,6580,3,0,1
"24","040",2020,6,6671,37,4,11
"24","040",2020,7,6761,112,10,19
"24","040",2020,8,6862,43,6,10
"24","040",2020,9,6776,11,3,2
"24","040",2020,10,6884,10,1,3
"24","041",2020,1,51,0,0,0
"24","041",2020,2,51,0,0,0
"24","041",2020,3,57,0,0,0
"24","041",2020,4,57,0,0,0
"24","041",2020,5,58,4,0,0
"24","041",2020,6,58,8,0,1
"24","041",2020,7,56,62,2,4
"24","041",2020,8,57,12,2,1
"24","041",2020,9,57,3,0,0
"24","041",2020,10,56,0,0,0
"24","042",2020,1,152,0,0,0
"24","042",2020,2,149,0,0,0
"24","042",2020,3,151,0,0,0
"24","042",2020,4,158,0,0,0
"24","042",2020,5,153,0,0,0
"24","042",2020,6,152,27,0,1
"24","042",2020,7,150,86,4,1
"24","042",2020,8,149,12,2,0
"24","042",2020,9,150,2,0,0
"24","042",2020,10,156,3,1,1
"24","043",2020,1,44,0,0,0
"24","043",2020,2,39,0,0,0
"24","043",2020,3,38,0,0,0
"24","043",2020,4,36,2,0,0
"24","043",2020,5,38,3,0,1
"24","043",2020,6,40,1,1,1
"24","043",2020,7,33,7,1,2
"24","043",2020,8,36,3,2,1
"24","043",2020,9,37,0,0,0
"24","043",2020,10,38,2,0,0
"24","044",2020,1,1075,0,0,0
"24","044",2020,2,1153,0,0,0
"24","044",2020,3,1183,0,0,0
"24","044",2020,4,1232,0,0,0
"24","044",2020,5,1480,0,0,0
"24","044",2020,6,1499,4,0,0
"24","044",2020,7,1526,9,5,5
"24","044",2020,8,1506,3,1,2
"24","044",2020,9,1513,2,0,0
"24","044",2020,10,1278,2,0,0
"24","045",2020,1,486,0,0,0
"24","045",2020,2,512,0,0,0
"24","045",2020,3,524,0,0,0
"24","045",2020,4,512,0,0,0
"24","045",2020,5,418,0,0,0
"24","045",2020,6,577,3,0,2
"24","045",2020,7,620,8,2,4
"24","045",2020,8,653,8,4,7
"24","045",2020,9,697,6,2,2
"24","045",2020,10,718,2,1,1
"24","046",2020,1,117,0,0,0
"24","046",2020,2,110,0,0,0
"24","046",2020,3,219,0,0,0
"24","046",2020,4,123,1,0,1
"24","046",2020,5,104,3,2,1
"24","046",2020,6,153,3,1,2
"24","046",2020,7,125,9,2,2
"24","046",2020,8,123,18,1,4
"24","046",2020,9,124,14,3,2
"24","046",2020,10,122,6,2,2
"24","047",2020,1,113,0,0,0
"24","047",2020,2,113,0,0,0
"24","047",2020,3,113,0,0,0
"24","047",2020,4,111,0,0,0
"24","047",2020,5,151,0,0,0
"24","047",2020,6,146,1,0,0
"24","047",2020,7,110,2,0,0
"24","047",2020,8,106,2,0,0
"24","047",2020,9,102,0,0,0
"24","047",2020,10,108,2,0,0
"24","048",2020,1,739,0,0,0
"24","048",2020,2,744,0,0,0
"24","048",2020,3,753,0,0,0
"24","048",2020,4,742,0,0,0
"24","048",2020,5,758,0,0,0
"24","048",2020,6,754,1,0,0
"24","048",2020,7,763,12,0,1
"24","048",2020,8,761,14,1,0
"24","048",2020,9,773,4,0,0
"24","048",2020,10,768,4,0,0
"24","049",2020,1,38,0,0,0
"24","049",2020,2,40,0,0,0
"24","049",2020,3,40,0,0,0
"24","049",2020,4,39,1,0,1
"24","049",2020,5,43,1,1,1
"24","049",2020,6,43,2,1,2
"24","049",2020,7,42,16,1,6
"24","049",2020,8,42,17,5,11
"24","049",2020,9,40,30,6,15
"24","049",2020,10,47,16,5,9
"24","050",2020,1,28971,0,0,0
"24","050",2020,2,28762,0,0,0
"24","050",2020,3,28485,0,0,0
"24","050",2020,4,28026,1,0,0
"24","050",2020,5,27946,6,1,3
"24","050",2020,6,27312,12,2,3
"24","050",2020,7,27476,40,3,12
"24","050",2020,8,27907,54,14,17
"24","050",2020,9,27767,46,14,16
"24","050",2020,10,27789,43,8,11
"24","052",2020,1,25,0,0,0
"24","052",2020,2,25,0,0,0
"24","052",2020,3,25,0,0,0
"24","052",2020,4,25,0,0,0
"24","052",2020,5,25,1,0,0
"24","052",2020,6,25,4,0,4
"24","052",2020,7,25,1,0,0
"24","052",2020,8,24,9,0,2
"24","052",2020,9,23,0,0,0
"24","052",2020,10,25,1,0,1
"24","053",2020,1,404,0,0,0
"24","053",2020,2,406,0,0,0
"24","053",2020,3,413,0,0,0
"24","053",2020,4,397,0,0,0
"24","053",2020,5,394,5,0,1
"24","053",2020,6,393,34,1,3
"24","053",2020,7,405,125,6,14
"24","053",2020,8,392,80,9,6
"24","053",2020,9,406,14,0,1
"24","053",2020,10,417,6,1,2
"24","054",2020,1,379,0,0,0
"24","054",2020,2,383,0,0,0
"24","054",2020,3,404,0,0,0
"24","054",2020,4,399,0,0,0
"24","054",2020,5,406,23,2,3
"24","054",2020,6,397,76,2,2
"24","054",2020,7,390,99,4,7
"24","054",2020,8,393,57,6,4
"24","054",2020,9,399,38,0,1
"24","054",2020,10,403,7,0,1
"24","056",2020,1,466,0,0,0
"24","056",2020,2,444,0,0,0
"24","056",2020,3,456,0,0,0
"24","056",2020,4,463,3,0,0
"24","056",2020,5,472,6,0,1
"24","056",2020,6,651,15,1,1
"24","056",2020,7,684,37,4,2
"24","056",2020,8,662,15,2,0
"24","056",2020,9,639,9,3,1
"24","056",2020,10,607,21,1,1
"24","057",2020,1,163,0,0,0
"24","057",2020,2,160,0,0,0
"24","057",2020,3,149,0,0,0
"24","057",2020,4,162,1,0,0
"24","057",2020,5,142,5,1,1
"24","057",2020,6,155,46,4,3
"24","057",2020,7,155,81,8,3
"24","057",2020,8,158,63,6,4
"24","057",2020,9,173,27,3,2
"24","057",2020,10,165,16,1,1
"24","058",2020,1,4520,0,0,0
"24","058",2020,2,4594,0,0,0
"24","058",2020,3,3903,0,0,0
"24","058",2020,4,3202,0,0,0
"24","058",2020,5,3142,3,0,2
"24","058",2020,6,3098,8,1,2
"24","058",2020,7,2291,29,5,8
"24","058",2020,8,2456,15,3,7
"24","058",2020,9,2509,57,3,7
"24","058",2020,10,2573,23,2,6
"25","001",2020,1,90695,0,0,0
"25","001",2020,2,92179,0,0,0
"25","001",2020,3,93315,7,0,7
"25","001",2020,4,91933,169,23,67
"25","001",2020,5,89068,468,79,216
"25","001",2020,6,87814,919,205,381
"25","001",2020,7,89991,535,224,302
"25","001",2020,8,90327,260,91,134
"25","001",2020,9,89090,234,37,66
"25","001",2020,10,92010,384,44,91
"25","002",2020,1,3798,0,0,0
"25","002",2020,2,3962,0,0,0
"25","002",2020,3,3568,0,0,0
"25","002",2020,4,3576,9,0,6
"25","002",2020,5,3583,31,3,12
"25","002",2020,6,3563,76,15,35
"25","002",2020,7,3534,60,22,47
"25","002",2020,8,3545,53,18,45
"25","002",2020,9,3495,54,12,11
"25","002",2020,10,3514,27,5,23
"25","003",2020,1,423,0,0,0
"25","003",2020,2,422,0,0,0
"25","003",2020,3,404,0,0,0
"25","003",2020,4,396,7,1,6
"25","003",2020,5,387,12,3,5
"25","003",2020,6,393,27,3,4
"25","003",2020,7,425,7,4,5
"25","003",2020,8,448,15,2,5
"25","003",2020,9,463,45,3,3
"25","003",2020,10,488,24,1,1
"25","004",2020,1,692,0,0,0
"25","004",2020,2,677,0,0,0
"25","004",2020,3,658,0,0,0
"25","004",2020,4,642,0,0,0
"25","004",2020,5,648,10,2,5
"25","004",2020,6,669,16,1,5
"25","004",2020,7,679,10,4,8
"25","004",2020,8,693,14,7,6
"25","004",2020,9,661,6,3,5
"25","004",2020,10,660,5,1,3
"25","005",2020,1,267,0,0,0
"25","005",2020,2,222,0,0,0
"25","005",2020,3,236,0,0,0
"25","005",2020,4,233,5,0,1
"25","005",2020,5,227,13,0,0
"25","005",2020,6,222,20,1,4
"25","005",2020,7,223,16,1,1
"25","005",2020,8,223,8,1,3
"25","005",2020,9,228,3,1,2
"25","005",2020,10,224,5,0,0
"25","006",2020,1,268645,1,0,0
"25","006",2020,2,268105,0,0,0
"25","006",2020,3,263665,60,5,35
"25","006",2020,4,254860,762,128,359
"25","006",2020,5,246598,1168,248,442
"25","006",2020,6,241587,1523,253,502
"25","006",2020,7,240429,1739,246,481
"25","006",2020,8,242199,1505,212,391
"25","006",2020,9,248609,1225,161,289
"25","006",2020,10,256251,1436,137,286
"25","007",2020,1,603,0,0,0
"25","007",2020,2,727,0,0,0
"25","007",2020,3,829,0,0,0
"25","007",2020,4,839,1,0,1
"25","007",2020,5,822,6,1,4
"25","007",2020,6,845,11,3,4
"25","007",2020,7,871,13,2,6
"25","007",2020,8,893,5,1,2
"25","007",2020,9,947,12,0,2
"25","007",2020,10,1003,15,1,3
"25","008",2020,1,10227,0,0,0
"25","008",2020,2,11489,0,0,0
"25","008",2020,3,13428,1,0,1
"25","008",2020,4,11373,3,1,1
"25","008",2020,5,7201,7,0,4
"25","008",2020,6,6262,13,4,10
"25","008",2020,7,4463,14,4,10
"25","008",2020,8,4953,12,4,5
"25","008",2020,9,7477,11,3,5
"25","008",2020,10,8515,3,0,1
"25","009",2020,1,4773,0,0,0
"25","009",2020,2,4024,0,0,0
"25","009",2020,3,4071,0,0,0
"25","009",2020,4,3943,8,2,6
"25","009",2020,5,3991,32,3,15
"25","009",2020,6,4179,129,23,42
"25","009",2020,7,3983,66,20,38
"25","009",2020,8,3574,32,4,13
"25","009",2020,9,3030,36,13,24
"25","009",2020,10,2908,13,3,4
"25","010",2020,1,4208,0,0,0
"25","010",2020,2,4837,0,0,0
"25","010",2020,3,5272,2,0,1
"25","010",2020,4,5154,7,1,4
"25","010",2020,5,4286,31,7,21
"25","010",2020,6,4269,106,22,45
"25","010",2020,7,5302,69,29,43
"25","010",2020,8,4357,33,14,15
"25","010",2020,9,4486,28,3,9
"25","010",2020,10,4733,19,4,8
"25","011",2020,1,38825,0,0,0
"25","011",2020,2,41703,0,0,0
"25","011",2020,3,45180,2,0,2
"25","011",2020,4,41868,42,5,22
"25","011",2020,5,39716,313,41,111
"25","011",2020,6,34730,1151,160,308
"25","011",2020,7,34821,609,122,217
"25","011",2020,8,35072,307,50,101
"25","011",2020,9,37969,277,31,65
"25","011",2020,10,38328,291,27,54
"25","012",2020,1,117071,0,0,0
"25","012",2020,2,117329,0,0,0
"25","012",2020,3,115500,6,0,0
"25","012",2020,4,112067,108,10,44
"25","012",2020,5,109003,624,79,229
"25","012",2020,6,108459,804,139,272
"25","012",2020,7,109351,746,112,275
"25","012",2020,8,109419,757,128,285
"25","012",2020,9,111799,597,79,180
"25","012",2020,10,113093,348,53,95
"25","013",2020,1,1713,0,0,0
"25","013",2020,2,1777,0,0,0
"25","013",2020,3,2814,0,0,0
"25","013",2020,4,2723,11,1,6
"25","013",2020,5,2733,19,4,10
"25","013",2020,6,2018,36,12,20
"25","013",2020,7,2021,14,4,12
"25","013",2020,8,2038,18,10,14
"25","013",2020,9,2384,11,6,10
"25","013",2020,10,2640,14,4,7
"25","015",2020,1,11834,0,0,0
"25","015",2020,2,11850,0,0,0
"25","015",2020,3,11877,4,0,1
"25","015",2020,4,11857,21,3,9
"25","015",2020,5,11751,192,10,53
"25","015",2020,6,11766,314,54,120
"25","015",2020,7,11928,110,37,78
"25","015",2020,8,11877,46,19,27
"25","015",2020,9,11971,54,9,30
"25","015",2020,10,12043,48,8,28
"25","016",2020,1,962,0,0,0
"25","016",2020,2,989,0,0,0
"25","016",2020,3,984,0,0,0
"25","016",2020,4,994,3,0,3
"25","016",2020,5,1025,5,1,3
"25","016",2020,6,668,11,7,9
"25","016",2020,7,580,3,0,2
"25","016",2020,8,592,23,2,1
"25","016",2020,9,724,8,1,4
"25","016",2020,10,749,2,2,0
"25","017",2020,1,1734,0,0,0
"25","017",2020,2,1859,0,0,0
"25","017",2020,3,1856,1,0,0
"25","017",2020,4,1835,11,2,5
"25","017",2020,5,1780,20,1,11
"25","017",2020,6,1800,101,10,19
"25","017",2020,7,1802,70,9,19
"25","017",2020,8,1651,46,9,10
"25","017",2020,9,1672,27,4,8
"25","017",2020,10,1737,36,7,12
"25","018",2020,1,20001,0,0,0
"25","018",2020,2,21954,0,0,0
"25","018",2020,3,22897,4,0,3
"25","018",2020,4,19954,41,16,33
"25","018",2020,5,16307,112,25,43
"25","018",2020,6,14259,96,15,31
"25","018",2020,7,13836,178,39,57
"25","018",2020,8,12642,115,18,39
"25","018",2020,9,14207,86,16,21
"25","018",2020,10,15477,62,7,19
"26","001",2020,1,77,0,0,0
"26","001",2020,2,77,0,0,0
"26","001",2020,3,78,0,0,0
"26","001",2020,4,76,0,0,0
"26","001",2020,5,74,0,0,0
"26","001",2020,6,73,3,0,2
"26","001",2020,7,76,3,1,2
"26","001",2020,8,75,5,0,1
"26","001",2020,9,79,6,0,3
"26","001",2020,10,69,0,2,0
"26","002",2020,1,18178,0,0,0
"26","002",2020,2,18148,0,0,0
"26","002",2020,3,17407,0,0,0
"26","002",2020,4,17302,4,0,2
"26","002",2020,5,17157,54,3,14
"26","002",2020,6,17083,229,30,66
"26","002",2020,7,17223,327,50,96
"26","002",2020,8,17433,118,2,8
"26","002",2020,9,17908,16,3,5
"26","002",2020,10,18214,60,4,18
"26","003",2020,1,990,0,0,0
"26","003",2020,2,986,0,0,0
"26","003",2020,3,913,0,0,0
"26","003",2020,4,814,0,0,0
"26","003",2020,5,727,4,0,0
"26","003",2020,6,664,28,1,4
"26","003",2020,7,632,16,2,1
"26","003",2020,8,628,9,1,1
"26","003",2020,9,622,9,0,2
"26","003",2020,10,626,11,0,1
"26","004",2020,1,601,0,0,0
"26","004",2020,2,633,0,0,0
"26","004",2020,3,629,0,0,0
"26","004",2020,4,543,0,0,0
"26","004",2020,5,510,12,0,3
"26","004",2020,6,496,17,0,3
"26","004",2020,7,488,8,1,1
"26","004",2020,8,497,4,0,0
"26","004",2020,9,496,6,1,2
"26","004",2020,10,507,9,0,1
"26","005",2020,1,17,0,0,0
"26","005",2020,2,18,0,0,0
"26","005",2020,3,17,0,0,0
"26","005",2020,4,17,0,0,0
"26","005",2020,5,17,1,0,0
"26","005",2020,6,19,0,0,0
"26","005",2020,7,19,0,0,0
"26","005",2020,8,21,0,0,0
"26","005",2020,9,16,0,0,0
"26","005",2020,10,16,0,0,0
"26","006",2020,1,114,0,0,0
"26","006",2020,2,111,0,0,0
"26","006",2020,3,109,0,0,0
"26","006",2020,4,89,0,0,0
"26","006",2020,5,84,0,0,0
"26","006",2020,6,89,12,2,2
"26","006",2020,7,76,0,0,0
"26","006",2020,8,69,0,0,0
"26","006",2020,9,69,0,0,0
"26","006",2020,10,71,0,0,0
"26","008",2020,1,4,0,0,0
"26","008",2020,2,5,0,0,0
"26","008",2020,3,5,0,0,0
"26","008",2020,4,2,0,0,0
"26","008",2020,5,14,0,0,0
"26","008",2020,6,2,0,0,0
"26","008",2020,7,2,0,0,0
"26","008",2020,8,2,0,0,0
"26","008",2020,9,2,0,0,0
"26","008",2020,10,2,0,0,0
